date,open,high,low,close,volume,ticker,day,vix,turbulence,neg_title,neu_title,pos_title,compound_title,neg_body,neu_body,pos_body,compound_body,aapl,fear greed
2018-01-05,0.0,0.0,0.0,0.0,0.0,aapl,1.0,0.09220000267028809,0.06769467291892316,0.161,0.839,0.0,-0.11315,0.039,0.877,0.085,0.79105,0.4079166666666666,0.75
2018-01-08,0.005246792258416955,0.0013685664586102764,0.005085175431983391,-0.0037140699974392843,-0.13069315300084527,aapl,0.0,0.09520000457763672,0.06108203542933137,0.0,1.0,0.0,0.0,0.008,0.934,0.058,0.9637,0.3958333333333333,0.75
2018-01-09,0.0011471003225744791,-0.0031319574616833767,-0.0029896454640871983,-0.00011478838701195482,0.04940732601444986,aapl,0.25,0.10079999923706057,0.06092027514701795,0.0,0.9468,0.053200000000000004,0.08808,0.0264,0.9189999999999999,0.05500000000000001,0.68498,0.3970833333333333,0.75
2018-01-11,0.00022912223107174334,0.002456346056022296,0.00622802495961583,0.005449449503095449,-0.13511397331356556,aapl,0.75,0.09880000114440918,0.06116601989473645,0.244,0.756,0.0,-0.296525,0.040999999999999995,0.86375,0.09525,0.6360250000000001,0.3791666666666666,0.77
2018-01-12,0.009107030020285123,0.0106558496703697,0.006647878771290028,0.01032634028166246,0.3616085538121996,aapl,1.0,0.1015999984741211,0.0717710374935865,0.0,1.0,0.0,0.0,0.126,0.874,0.0,-0.8934,0.3716666666666666,0.79
2018-01-16,0.009762749984150387,0.011445640349069697,0.0027896698559115585,-0.005082303431916624,0.1631829287004143,aapl,0.25,0.1165999984741211,0.1776564544100284,0.0,0.9316666666666666,0.06833333333333333,0.06743333333333333,0.03,0.8493333333333334,0.12066666666666666,0.7298,0.3783333333333333,0.75
2018-01-17,-0.009836987408882503,-0.0007804191433455898,-0.0060746682703382016,0.0165163518238991,0.16305608826384455,aapl,0.5,0.11909999847412109,0.15006734002265054,0.319,0.5,0.181,-0.296,0.07,0.866,0.064,0.1434,0.3779166666666665,0.75
2018-01-18,0.018279882669740122,0.00474201452449452,0.018164120310408816,0.0008932377259311952,-0.09286703037211952,aapl,0.75,0.12220000267028809,0.08278594635563585,0.0955,0.9045000000000001,0.0,-0.1909,0.032,0.8865000000000001,0.0815,0.7847500000000001,0.4054166666666666,0.72
2018-01-19,-0.004237021394461471,-0.0028873084666196647,-0.0047124619236500465,-0.004462559797980048,0.039485916892676,aapl,1.0,0.11270000457763672,0.14682261928928167,0.0,0.548,0.452,0.5106,0.06,0.778,0.162,0.7845,0.385,0.8
2018-01-22,-0.007334402072208701,-0.01002340479677255,-0.00456568142649072,-0.008181368657411148,-0.16396248585200968,aapl,0.0,0.11029999732971191,0.06609958007621304,0.0,1.0,0.0,0.0,0.027,0.8845000000000001,0.088,0.49805,0.3958333333333333,0.78
2018-01-23,0.0,0.009337403945930856,0.0012457599835764555,0.00022595889952237158,0.20585718185372914,aapl,0.25,0.11100000381469728,0.33305055385395804,0.11375,0.82275,0.0635,0.04137499999999998,0.05025,0.8432499999999999,0.10600000000000001,0.66105,0.3983333333333334,0.78
2018-01-24,-0.0002820251037627397,-0.011925988411347843,-0.020472855027875214,-0.015928401307048645,0.5633682175404033,aapl,0.5,0.11470000267028808,0.053710934040774864,0.2836666666666667,0.5866666666666667,0.12966666666666668,-0.2032333333333333,0.07433333333333333,0.84,0.08566666666666667,0.3312,0.3975,0.78
2018-01-25,-0.015458423092604145,-0.013254405319043427,-0.015415694087703713,-0.01785102332484989,-0.187380515838928,aapl,0.75,0.11579999923706057,0.05981650819146303,0.16833333333333333,0.677,0.15466666666666667,0.05460000000000002,0.024999999999999998,0.8756666666666666,0.09966666666666667,0.6332333333333334,0.3870833333333333,0.77
2018-01-29,-0.024926886606234655,-0.027379213316304885,-0.020289635136607864,-0.018409211028604044,0.2193984926196153,aapl,0.0,0.13840000152587892,0.12603573698770296,0.0,0.94225,0.05775,0.1147,0.013749999999999998,0.902,0.08399999999999999,0.7951,0.4125,0.62
2018-01-30,-0.027209713112174128,-0.016396382727294934,-0.014185732160634235,-0.005894244398881976,-0.09068253805262205,aapl,0.25,0.1478999996185303,0.1675075515065746,0.31,0.69,0.0,-0.2023,0.028,0.859,0.113,0.9728,0.40125,0.61
