date,open,high,low,close,volume,ticker,day,vix,turbulence,boll_lb,boll_ub,cci_30,close_30_sma,close_60_sma,dx_30,macd,rsi_30,neg_title,neu_title,pos_title,compound_title,neg_body,neu_body,pos_body,compound_body,aapl,fear greed
2018-07-09,47.375,47.66999816894531,47.32500076293945,47.64500045776367,79026400,aapl,0,0.12689999580383302,0.0729295867739961,43.57517047297066,46.35200619328911,50.248222974417374,45.24062678019206,44.0365275700887,19.131906638529987,0.0296864016785391,57.05279704763504,0.159,0.67575,0.165,-0.002574999999999994,0.046,0.88975,0.0645,0.448625,0.4058333333333334,0.47
2018-07-10,47.6775016784668,47.81999969482422,47.54499816894531,47.587501525878906,63756400,aapl,1,0.12640000343322755,0.028851412720127957,43.59367323280738,46.31235360740258,57.79762820649351,45.25480715433756,44.10178623199463,21.74289627374866,0.0956888131066548,56.77630884040911,0.05257142857142857,0.9194285714285714,0.028,-0.07567142857142858,0.028571428571428574,0.8752857142857142,0.09599999999999999,0.9002571428571429,0.3925,0.45
2018-07-11,47.125,47.44499969482422,46.90250015258789,46.970001220703125,75326000,aapl,2,0.13630000114440918,0.08860326381784135,43.67125171052257,46.129023329150286,3.647206291266526,45.25464693705241,44.15280106862386,6.06336248069724,0.0989546755850625,53.875496643503965,0.0,0.945,0.055,0.11055,0.04533333333333334,0.8973333333333334,0.057333333333333326,0.39441666666666664,0.3979166666666666,0.41
2018-07-12,47.38249969482422,47.852500915527344,47.32749938964844,47.75749969482422,72164400,aapl,3,0.12579999923706056,0.036291985659947436,43.662088154031295,46.14611840419624,53.35550254828184,45.28292757670085,44.2067772547404,13.607129048664332,0.1607773251406143,56.78814949257482,0.12633333333333333,0.7200000000000001,0.153,0.02563333333333333,0.057333333333333326,0.8593333333333333,0.08333333333333333,0.28013333333333335,0.4220833333333333,0.49
2018-07-13,47.77000045776367,47.959999084472656,47.72499847412109,47.83250045776367,50055600,aapl,4,0.1218000030517578,0.10848728468706131,43.6467463569689,46.174198238368014,67.57939698824748,45.31865870157878,44.26355145772298,15.520246862510708,0.2131330881792479,57.05532121574998,0.0,0.897,0.103,0.128,0.024,0.931,0.045,0.9174,0.43625,0.47
2018-07-16,47.880001068115234,48.16249847412109,47.60499954223633,47.727500915527344,60172400,aapl,0,0.12829999923706056,0.11502790059793874,43.61387297731123,46.25682251829424,63.97555386146308,45.32402661641439,44.33875465393066,19.12650148803907,0.2436716997440271,56.54896399566309,0.0,0.714,0.286,0.1531,0.059,0.794,0.147,0.9301,0.43375,0.45
2018-07-17,47.4375,47.96749877929688,47.29999923706055,47.86249923706055,62138000,aapl,1,0.120600004196167,0.1092240577714806,43.57207355286305,46.3637556097346,54.22795928327702,45.32098223368327,44.44437268575032,11.465517752082231,0.2751741210643246,57.05590095684746,0.05620000000000001,0.8468,0.097,0.03054,0.0442,0.883,0.0732,0.47484000000000004,0.4316666666666666,0.49
2018-07-18,47.94499969482422,47.95000076293945,47.48249816894531,47.59999847412109,65573600,aapl,2,0.12100000381469728,0.05177578663443901,43.595010943641086,46.45402164913236,55.020651021075125,45.29766896565755,44.54770005544027,11.465517752082238,0.2765888273613015,55.74764219888675,0.0,0.86425,0.13575,0.225875,0.053250000000000006,0.86825,0.07825,0.29774999999999996,0.41875,0.56
2018-07-19,47.42250061035156,48.13750076293945,47.42250061035156,47.970001220703125,81147200,aapl,3,0.12869999885559083,0.11368875816921135,43.58286572812936,46.59547251344779,74.30868589881055,45.28084513346354,44.666133944193525,15.292246735695988,0.302920033607613,57.1793098023257,0.0,0.9285,0.0715,0.064,0.043,0.9325000000000001,0.0245,-0.65695,0.41,0.5
2018-07-20,47.94499969482422,48.10749816894531,47.54249954223633,47.86000061035156,82704800,aapl,4,0.12859999656677246,0.14973457312919475,43.62135154792703,46.7007134239968,77.13437966910763,45.26466178894043,44.779972076416016,15.292246735695995,0.3116617324096324,56.61596626083957,0.138,0.761,0.1005,-0.125,0.0295,0.894,0.07650000000000001,0.84125,0.4,0.53
