,ticker,date,title,provider,neg,neu,pos,compound
2172,TSLA,2018-04-13,iFOREX Daily Analysis   April 13 2018,iFOREX,0.0,1.0,0.0,0.0
2173,TSLA,2018-04-13,Musk insists Tesla does not need more capital  predicts profit soon,Reuters,0.0,0.76,0.24,0.4877
2174,TSLA,2018-04-13,An ETF To Invest In Self driving   Electric Cars,Zacks Investment Research,0.0,1.0,0.0,0.0
2175,TSLA,2018-04-13,Should Investors Believe Elon Musk s Latest Tesla  TSLA  Promise ,Zacks Investment Research,0.0,0.777,0.223,0.3182
2176,TSLA,2018-04-14,Tim Draper   Everybody Wants to Leave California ,Cointelegraph,0.167,0.833,0.0,-0.0516
2177,TSLA,2018-04-16,Elon Musk s Boring Co raises  112 5 million in funding  most from Musk,Reuters,0.173,0.827,0.0,-0.3182
2178,TSLA,2018-04-16,Tesla says Model 3 production shut down temporarily,Reuters,0.0,1.0,0.0,0.0
2179,TSLA,2018-04-16,Tesla s Storm Clouds,Tim Knight,0.0,1.0,0.0,0.0
2180,TSLA,2018-04-16,German minister to carmakers  Invest in electric cars or lose out,Reuters,0.213,0.787,0.0,-0.4019
2181,TSLA,2018-04-17,Driverless Cars Look Past Accidents As Ford  F  Joins Race,Zacks Investment Research,0.223,0.777,0.0,-0.3182
2182,TSLA,2018-04-17,China Offers Carrots and Stick as U S  Trade Tensions Simmer,Bloomberg,0.252,0.748,0.0,-0.4019
2183,TSLA,2018-04-17,China to open auto market as trade tensions simmer,Reuters,0.252,0.748,0.0,-0.4019
2184,TSLA,2018-04-17,Tesla  TSLA  Hikes Model 3 Production Target To 6K Per Week,Zacks Investment Research,0.0,1.0,0.0,0.0
2185,TSLA,2018-04-17,Tesla production pause adds to Model 3 concerns,Reuters,0.0,1.0,0.0,0.0
2186,TSLA,2018-04-17,Eyes on the cloud computing sector,Seeking Alpha,0.0,1.0,0.0,0.0
2187,TSLA,2018-04-17,Tesla  TSLA    It s Not A Lie If You Believe It  ,David I. Kranzler,0.0,1.0,0.0,0.0
2188,TSLA,2018-04-17,China Lifts Cap On Foreign Auto JVs  Will US Carmakers Gain ,Zacks Investment Research,0.0,0.746,0.254,0.5267
2189,TSLA,2018-04-17,Tesla aiming to build 6 000 Model 3 cars per week by end June  report,Reuters,0.0,1.0,0.0,0.0
2190,TSLA,2018-04-17,Sorting Out What Lies Ahead For Tesla  Part 5  The Good  Bad And Ugly In Recent News ,Zacks Investment Research,0.392,0.49,0.118,-0.7717
2191,TSLA,2018-04-17,Stocks  U S  Futures Rise as Earnings Season Under Way,Investing.com,0.0,1.0,0.0,0.0
2192,TSLA,2018-04-18,Stocks  Wall Street Flat on Latest Batch of Earnings,Investing.com,0.0,1.0,0.0,0.0
2193,TSLA,2018-04-18,Shutdown Or Not  Tesla Production  Cash Flow Targets On Track,Zacks Investment Research,0.0,1.0,0.0,0.0
2194,TSLA,2018-04-18,Nissan premium brand Infiniti aims to triple China sales  CEO,Reuters,0.0,1.0,0.0,0.0
2195,TSLA,2018-04-18,California agency probing Tesla on occupational safety,Reuters,0.0,0.682,0.318,0.4215
2196,TSLA,2018-04-18,VW s Electrify America to install EV chargers at Walmart stores,Reuters,0.0,1.0,0.0,0.0
2197,TSLA,2018-04-19,Trade tensions with U S  testing resolve of Chinese consumers,Reuters,0.239,0.531,0.23,-0.0258
2198,TSLA,2018-04-19,Peugeot boss faces toughest adversary yet in IG Metall,Reuters,0.307,0.693,0.0,-0.2732
2199,TSLA,2018-04-19,Daimler open to buying small stake in Volvo cars  Manager Magazin,Reuters,0.0,1.0,0.0,0.0
2200,TSLA,2018-04-20,Who Is Elon Musk  CEO of Tesla and SpaceX  ,Investing.com,0.0,1.0,0.0,0.0
2201,TSLA,2018-04-23,Will Progress In Production Aid Tesla s  TSLA  Q1 Earnings ,Zacks Investment Research,0.0,0.741,0.259,0.4215
2202,TSLA,2018-04-23,Volvo Trucks plans to share electric truck battery tech across brands,Reuters,0.0,0.82,0.18,0.296
2203,TSLA,2018-04-23,Car of the future  Electrified and autonomous  but what will it look like ,Reuters,0.0,0.787,0.213,0.5023
2204,TSLA,2018-04-24, Draper Doubles Down on Bullish Bitcoin Outlook  We Tell You About His Latest Thoughts ,Cryptovest,0.0,1.0,0.0,0.0
2205,TSLA,2018-04-25, Small town kids  shape future of China s consumption,Reuters,0.0,1.0,0.0,0.0
2206,TSLA,2018-04-25,Stocks  Wall Street Falls Despite Strong Corporate Earnings,Investing.com,0.278,0.722,0.0,-0.4023
2207,TSLA,2018-04-25,Tesla has a new customer for its electric Semi   here are all the companies that have ordered the big rig,Business Insider,0.077,0.923,0.0,-0.128
2208,TSLA,2018-04-25,Autos Hit Safety Recalls  Commodity Woes  Used Car Demand,Zacks Investment Research,0.333,0.455,0.212,-0.1531
2209,TSLA,2018-04-26,Musk s  no new capital  promise faces scrutiny when Tesla reports results,Reuters,0.163,0.667,0.17,0.0258
2210,TSLA,2018-04-26,Tesla s board against proposal to require independent chairman,Reuters,0.0,1.0,0.0,0.0
2211,TSLA,2018-04-26,The auto plants of the future may have a surprisingly human touch,Reuters,0.0,0.82,0.18,0.296
2212,TSLA,2018-04-26,China s Premier Li says open to trade negotiations with United States,Reuters,0.0,0.781,0.219,0.4215
2213,TSLA,2018-04-29,A Former Tesla Inc Bull Explains Why The Company Could Be Bankrupt Soon,ValueWalk,0.247,0.753,0.0,-0.5574
2214,TSLA,2018-04-30,Google launches Nvidia Tesla V100 GPUS on cloud,Seeking Alpha,0.0,1.0,0.0,0.0
2215,TSLA,2018-04-30,Should You Buy Tesla  TSLA  Stock Ahead Of Q1 Earnings ,Zacks Investment Research,0.0,1.0,0.0,0.0
2216,TSLA,2018-05-01,Nissan April U S  sales   28 ,Seeking Alpha,0.0,1.0,0.0,0.0
2217,TSLA,2018-05-02,The price of Musk cutting off analysts  For Tesla  it s  2 billion,Reuters,0.13,0.87,0.0,-0.128
2218,TSLA,2018-05-02,Dollar Climbs Ahead Of Fed Decision  Eeurozone GDP Eyed As Well,XM Group,0.0,0.826,0.174,0.2732
2219,TSLA,2018-05-02,Tesla Needs Credibility To Borrow More Money  ,Investing.com,0.0,1.0,0.0,0.0
2220,TSLA,2018-05-02, From Driverless Cars to Decentralized Freighting  How Our Highways May Change in the Next Decade ,Cryptovest,0.0,1.0,0.0,0.0
2221,TSLA,2018-05-02,Nikola Motor sues Tesla alleging design patent violation,Reuters,0.314,0.686,0.0,-0.4939
2222,TSLA,2018-05-02,Tech Heavy Q1 Earnings Challenge After Market  TSLA  SPOT  SQ  FITB,Zacks Investment Research,0.0,0.885,0.115,0.0772
2223,TSLA,2018-05-02,Tesla  TSLA  Beats Q1 Estimates  Auto   Energy Sales Surge ,Zacks Investment Research,0.0,0.792,0.208,0.2732
2224,TSLA,2018-05-02,Key Numbers To Watch When Tesla Reports Earnings On Wednesday,Clement Thibault/Investing.com ,0.0,1.0,0.0,0.0
2225,TSLA,2018-05-02,Clean energy sector swings Republican with U S  campaign donations,Reuters,0.0,0.556,0.444,0.5859
2226,TSLA,2018-05-02,U S  safety agency says  did not assess  Tesla Autopilot effectiveness,Reuters,0.0,0.741,0.259,0.4215
2227,TSLA,2018-05-02,Day Ahead  Top 3 Things to Watch ,Investing.com,0.0,0.735,0.265,0.2023
2228,TSLA,2018-05-03,Tesla Options Traders Eye Inflated Premiums Ahead of Earnings,Schaeffer's Investment Research,0.0,1.0,0.0,0.0
2229,TSLA,2018-05-03,  Crypto Heroes  Play the Long Game  Tim Draper ,Cryptovest,0.0,0.513,0.487,0.6908
2230,TSLA,2018-05-03,iFOREX Daily Analysis   May 03 2018,iFOREX,0.0,1.0,0.0,0.0
2231,TSLA,2018-05-03,Flufferbot    Tesla And Musk s Conference Call,Tim Knight,0.0,1.0,0.0,0.0
2232,TSLA,2018-05-03,Elon Balks  Telsa Tanks  More To Go,Steve Miller,0.0,1.0,0.0,0.0
2233,TSLA,2018-05-03,Musk s conduct  Tesla stock slide make  700 million profit for short sellers,Reuters,0.0,0.791,0.209,0.4404
2234,TSLA,2018-05-03,Stocks   U S  Futures Rise as Focus Shifts to Earnings  Data and Trade Talks,Investing.com,0.0,1.0,0.0,0.0
2235,TSLA,2018-05-03,Trade worries keep world stocks subdued  dollar holds gains,Reuters,0.23,0.574,0.197,-0.1027
2236,TSLA,2018-05-03,Stock Market News For May 4  2018,Zacks Investment Research,0.0,1.0,0.0,0.0
2237,TSLA,2018-05-03,Hedge fund heaps criticism on Tesla after Musk s conference call,Reuters,0.244,0.756,0.0,-0.4404
2238,TSLA,2018-05-03,Fund managers talk up short selling ideas at New York conference,Reuters,0.0,1.0,0.0,0.0
2239,TSLA,2018-05-03,Tesla sinks after  odd conference call that lacked answers ,Business Insider,0.223,0.777,0.0,-0.3182
2240,TSLA,2018-05-03,Wall Street drops as trade worries  earnings weigh,Reuters,0.286,0.714,0.0,-0.4215
2241,TSLA,2018-05-03,Stocks   Dow Drops 100 Points as Earnings Dampen Sentiment,Investing.com,0.0,1.0,0.0,0.0
2242,TSLA,2018-05-03,Tesla shares  bonds drop as CEO Musk bites hand of Wall Street,Reuters,0.127,0.545,0.327,0.5106
2243,TSLA,2018-05-03,Tesla Sinks as Musk Rejects Questions After  1 Billion Cash Burn,Bloomberg,0.262,0.738,0.0,-0.4939
2244,TSLA,2018-05-03,Top 5 Things to Know in the Market on Thursday,Investing.com,0.0,0.816,0.184,0.2023
2245,TSLA,2018-05-04,Tesla s Musk calls Wall Street snub  foolish  but defends his behavior,Reuters,0.277,0.723,0.0,-0.3506
2246,TSLA,2018-05-04,The  1 Insider Signal Every Trader Should Know,Zacks Investment Research,0.0,1.0,0.0,0.0
2247,TSLA,2018-05-04,iFOREX Daily Analysis   May 04 2018,iFOREX,0.0,1.0,0.0,0.0
2248,TSLA,2018-05-06,Data Still Pointing To Higher Equity Prices ,Todd Sullivan,0.0,1.0,0.0,0.0
2249,TSLA,2018-05-06,Should You Invest In The ARK Innovation ETF  ARKK  ,Zacks Investment Research,0.0,0.755,0.245,0.3818
2250,TSLA,2018-05-07,Uber sets safety review  media report says software cited in fatal crash,Reuters,0.339,0.492,0.168,-0.4804
2251,TSLA,2018-05-07,Tesla Shares Dip On Post Conference Call,Trade12,0.0,0.732,0.268,0.296
2252,TSLA,2018-05-07,Top Analyst Reports For Berkshire Hathaway  Pfizer   U S  Bancorp ,Zacks Investment Research,0.0,0.795,0.205,0.2023
2253,TSLA,2018-05-08,Top Stock Picks For The Week Of May 7th  ,Zacks Investment Research,0.0,0.816,0.184,0.2023
2254,TSLA,2018-05-08,iFOREX Daily Analysis   May 08 2018,iFOREX,0.0,1.0,0.0,0.0
2255,TSLA,2018-05-08,Audi eyes 800 000 electric and hybrid car sales in 2025,Reuters,0.0,1.0,0.0,0.0
2256,TSLA,2018-05-08, Daostack ICO Review  Aiming to Usher in an Era of Decentralized Autonomous Organizations ,Cryptovest,0.0,1.0,0.0,0.0
2257,TSLA,2018-05-09, I continue to hold Tesla accountable   Analyst interrupted by Elon Musk fires back,Business Insider,0.167,0.833,0.0,-0.296
2258,TSLA,2018-05-09,Ford says lost truck production will hit second quarter earnings,Reuters,0.204,0.796,0.0,-0.3182
2259,TSLA,2018-05-09,Ford chairman says  fairly large  changes in store for automaker,Reuters,0.0,1.0,0.0,0.0
2260,TSLA,2018-05-10,Expect Another Blowout Quarter When NVIDIA Reports On Thursday,Haris Anwar/Investing.com,0.0,1.0,0.0,0.0
2261,TSLA,2018-05-10,GM sees custom designs  personal ownership for self driving cars,Reuters,0.0,1.0,0.0,0.0
2262,TSLA,2018-05-10,U S  safety agency reviewing fatal Tesla crash in Florida,Reuters,0.443,0.357,0.2,-0.5267
2263,TSLA,2018-05-10,Japan s Panasonic sees 12 percent profit increase  driven by EV battery sales,Reuters,0.0,0.658,0.342,0.6369
2264,TSLA,2018-05-11,California Mandates Solar On New Homes  Who Wins ,Zacks Investment Research,0.0,0.654,0.346,0.5719
2265,TSLA,2018-05-11,Why Did Tesla  TSLA  Stock Fall Friday ,Zacks Investment Research,0.0,1.0,0.0,0.0
2266,TSLA,2018-05-11,Tesla engineering head  Doug Field  takes break from company,Reuters,0.0,1.0,0.0,0.0
2267,TSLA,2018-05-12,Elon Musk promises free rides through tunnel  but to where ,Reuters,0.0,0.669,0.331,0.4497
2268,TSLA,2018-05-13,Tesla executive Schwall joins Alphabet s Waymo,Reuters,0.0,1.0,0.0,0.0
2269,TSLA,2018-05-14,Musk says  thorough reorganization  underway at Tesla,Reuters,0.0,1.0,0.0,0.0
2270,TSLA,2018-05-14,Tesla crash may have triggered battery fire  Swiss firefighters,Reuters,0.421,0.579,0.0,-0.6249
2271,TSLA,2018-05-14,Tesla registers Shanghai electric car firm ahead of ownership rule change,Reuters,0.0,1.0,0.0,0.0
2272,TSLA,2018-05-14,Tencent gets self driving car test license from China s Shenzhen city   report,Reuters,0.0,1.0,0.0,0.0
2273,TSLA,2018-05-14,Electric Avenue  What s Elon Musk Hiding ,Tim Knight,0.306,0.694,0.0,-0.296
2274,TSLA,2018-05-14,Shrug Off Negative News  Tesla s Still A Buy,Zacks Investment Research,0.381,0.619,0.0,-0.5719
2275,TSLA,2018-05-15,Meet Tesla s new bondholder  Billionaire George Soros,Reuters,0.0,1.0,0.0,0.0
2276,TSLA,2018-05-15,Tesla plans six day stoppage at factory for assembly line fixes  sources,Reuters,0.0,1.0,0.0,0.0
2277,TSLA,2018-05-15,iFOREX Daily Analysis   May 15 2018,iFOREX,0.0,1.0,0.0,0.0
2278,TSLA,2018-05-15,Stocks   U S  Futures Point to Lower Open  Home Depot  Tesla Sag,Investing.com,0.196,0.804,0.0,-0.296
2279,TSLA,2018-05-15,Tesla to produce more than 500 Model 3s per day this week  Electrek,Reuters,0.0,1.0,0.0,0.0
2280,TSLA,2018-05-16,George Soros  bet on Tesla could see other investors follow suit,Reuters,0.0,1.0,0.0,0.0
2281,TSLA,2018-05-16,Swiss prosecutors investigate fatal Tesla crash,Reuters,0.608,0.392,0.0,-0.7351
2282,TSLA,2018-05-16,iFOREX Daily Analysis   May 16 2018,iFOREX,0.0,1.0,0.0,0.0
2283,TSLA,2018-05-16,U S  safety agency sends team to investigate Tesla crash,Reuters,0.235,0.522,0.243,0.0258
2284,TSLA,2018-05-16,George Soros  bet on Tesla could see other investors follow suit,Reuters,0.0,1.0,0.0,0.0
2285,TSLA,2018-05-17,Goldman Sachs has uncovered a Tesla trade designed to make money no matter how the company s battered stock performs,Business Insider,0.114,0.829,0.057,-0.2732
2286,TSLA,2018-05-17,Tesla May Require  10 Billion in Funding by 2020  Goldman Says,Bloomberg,0.0,1.0,0.0,0.0
2287,TSLA,2018-05-17,Tencent s market value soars as much as  34 billion after forecast beating first quarter,Reuters,0.172,0.69,0.138,-0.1531
2288,TSLA,2018-05-17,Tesla  A Classic Case Of Building Economies Of Scale To Achieve Profitability,Zacks Investment Research,0.0,0.826,0.174,0.2732
2289,TSLA,2018-05-18,Elon Musk brings high tech charm offensive to Los Angeles tunnel plan,Reuters,0.191,0.637,0.172,-0.0772
2290,TSLA,2018-05-18,Mercedes Benz to make Tesla rivalling electric compact car,Reuters,0.0,1.0,0.0,0.0
2291,TSLA,2018-05-19,ISS sides against two Tesla directors  backs split of Musk s roles,Reuters,0.107,0.893,0.0,-0.0516
2292,TSLA,2018-05-21,Tesla Shares Jump After Musk Announces Plan to Double Price on New Model 3,Investing.com,0.0,0.845,0.155,0.296
2293,TSLA,2018-05-21,5 Auto Stocks To Buy As China Reduces Import Tariffs On Cars,Zacks Investment Research,0.0,1.0,0.0,0.0
2294,TSLA,2018-05-21,Top 5 Things to Know in the Market on Monday,Investing.com,0.0,0.816,0.184,0.2023
2295,TSLA,2018-05-21,Tesla Model 3 fails to get Consumer Reports nod due to  big flaws ,Reuters,0.203,0.797,0.0,-0.4215
2296,TSLA,2018-05-22,China  U S  near deal on ZTE reprieve  Beijing cuts auto tariffs,Reuters,0.196,0.804,0.0,-0.296
2297,TSLA,2018-05-22,Consumer Reports to retest Tesla Model 3 after brake fix,Reuters,0.0,1.0,0.0,0.0
2298,TSLA,2018-05-22,Robots fight weeds in challenge to agrochemical giants,Reuters,0.263,0.606,0.131,-0.3182
2299,TSLA,2018-05-22,Automakers are rallying after China says it will reduce tariffs on US cars,Business Insider,0.0,1.0,0.0,0.0
2300,TSLA,2018-05-22,Report  Snap loses monetization chief to Tesla,Seeking Alpha,0.277,0.723,0.0,-0.3182
2301,TSLA,2018-05-22,China Cuts Auto Tariffs  ETF   Stocks Set To Soar ,Zacks Investment Research,0.216,0.784,0.0,-0.296
2302,TSLA,2018-05-22,Return To Normality On Global Trade Set To Help U S  Stock Prices,Blaine Rollins,0.0,0.787,0.213,0.4019
2303,TSLA,2018-05-22,Tesla hires Snap exec as engineering VP,Reuters,0.0,1.0,0.0,0.0
2304,TSLA,2018-05-22,China slashes auto import tariffs in boost to BMW  Tesla,Reuters,0.144,0.64,0.216,0.2263
2305,TSLA,2018-05-23,iFOREX Daily Analysis   May 23 2018,iFOREX,0.0,1.0,0.0,0.0
2306,TSLA,2018-05-23,Consumer groups ask U S  agency to probe Tesla  Autopilot  ads,Reuters,0.0,1.0,0.0,0.0
2307,TSLA,2018-05-23,Tesla Model 3 registrations zip past rivals in California,Reuters,0.0,1.0,0.0,0.0
2308,TSLA,2018-05-23,Tesla trims up to  14 000 off Model X in China after tariff cuts,Reuters,0.155,0.845,0.0,-0.296
2309,TSLA,2018-05-23,Norway s wealth fund voted against Shell climate target motion,Reuters,0.0,0.714,0.286,0.4939
2310,TSLA,2018-05-23,Tesla shares seen rising despite  fever pitch  of bad news  analyst,Reuters,0.238,0.612,0.15,-0.3182
2311,TSLA,2018-05-24,Facebook to EU  We re not compensating users in data scandal,Seeking Alpha,0.225,0.775,0.0,-0.4404
2312,TSLA,2018-05-24,UAW accuses Musk of threatening Tesla workers over unionization,Reuters,0.453,0.547,0.0,-0.7003
2313,TSLA,2018-05-24,Tesla s Musk bashes media  proposes credibility check,Reuters,0.0,1.0,0.0,0.0
2314,TSLA,2018-05-24,Uber disabled emergency braking in self driving car  U S  agency,Reuters,0.265,0.735,0.0,-0.4364
2315,TSLA,2018-05-25,Tesla agrees to settle class action over Autopilot billed as  safer ,Reuters,0.0,0.662,0.338,0.5574
2316,TSLA,2018-05-25,Exclusive  Tesla flies in new battery production line for Gigafactory,Reuters,0.0,0.857,0.143,0.128
2317,TSLA,2018-05-25,Commodity Supercycle Smiling On Energy Metals ,The Energy Report,0.0,0.44,0.56,0.6249
2318,TSLA,2018-05-25,Tesla seeks to dismiss securities fraud lawsuit  U S  court document,Reuters,0.41,0.432,0.158,-0.5423
2319,TSLA,2018-05-28,Japanese  U S   German  Australian team targets big battery projects in Asia Pacific,Reuters,0.0,1.0,0.0,0.0
2320,TSLA,2018-05-28,Baird  Negativity About Tesla Has Peaked  Stock Will Rally ,Investing.com,0.292,0.708,0.0,-0.5106
2321,TSLA,2018-05-29,Tesla hits parked California police vehicle  driver blames  Autopilot ,Reuters,0.252,0.748,0.0,-0.4019
2322,TSLA,2018-05-29,Fiat Chrysler investors want electric road map in CEO s swan song,Reuters,0.0,0.885,0.115,0.0772
2323,TSLA,2018-05-30,Consumer Reports recommends Tesla s Model 3 after braking fix,Reuters,0.0,0.787,0.213,0.2263
2324,TSLA,2018-05-30,Panasonic plans to develop cobalt free car batteries,Reuters,0.0,0.68,0.32,0.5106
2325,TSLA,2018-05-31,Auto Stocks  Jobless Claims    More Tariff Drama   Free Lunch  ,Zacks Investment Research,0.0,0.692,0.308,0.552
2326,TSLA,2018-05-31,Tesla  TSLA  Down 3 1  Since Earnings Report  Can It Rebound ,Zacks Investment Research,0.0,1.0,0.0,0.0
2327,TSLA,2018-05-31,Waymo to get more than 60 000 cars from Fiat Chrysler for robotaxis,Reuters,0.0,1.0,0.0,0.0
2328,TSLA,2018-05-31,SoftBank joins GM in self driving car race  GM shares soar,Reuters,0.0,0.82,0.18,0.296
2329,TSLA,2018-06-01,An Easy Nest Egg  Tweak  For Safe 24 8  Gains,Brett Owens,0.0,0.423,0.577,0.802
2330,TSLA,2018-06-01,Marchionne ramps up SUVs as prepares to hand over Fiat Chrysler wheel,Reuters,0.0,0.775,0.225,0.4939
2331,TSLA,2018-06-04,Tesla s Musk laments Singapore electric vehicle stance,Reuters,0.294,0.706,0.0,-0.3612
2332,TSLA,2018-06-04,Top Stock Reports For Berkshire Hathaway  Colgate   CME Group,Zacks Investment Research,0.0,0.816,0.184,0.2023
2333,TSLA,2018-06-04,Enphase Energy names former Tesla executive as CFO,Reuters,0.0,0.769,0.231,0.2732
2334,TSLA,2018-06-05,Flipkart founder backed Indian startup launches subsidized electric scooter,Reuters,0.0,0.879,0.121,0.0258
2335,TSLA,2018-06-05,Tesla  quite likely  to meet Model 3 goal  Musk remains chairman,Reuters,0.0,1.0,0.0,0.0
2336,TSLA,2018-06-05,Day Ahead  Top 3 Things to Watch ,Investing.com,0.0,0.735,0.265,0.2023
2337,TSLA,2018-06-05,The Zacks Analyst Blog Highlights  Berkshire Hathaway  Colgate  CME Group  Tesla And Lululemon,Zacks Investment Research,0.0,1.0,0.0,0.0
2338,TSLA,2018-06-05,Tesla  Cars com And Ambarella Highlighted As Zacks Bull And Bear Of The Day ,Zacks Investment Research,0.0,1.0,0.0,0.0
2339,TSLA,2018-06-05,What To Expect From The Tesla Musk Vote Today,Zacks Investment Research,0.0,1.0,0.0,0.0
2340,TSLA,2018-06-05,Why Did Tesla  TSLA  Stock Gain Today ,Zacks Investment Research,0.0,0.638,0.362,0.5267
2341,TSLA,2018-06-05,Analyst raises its Twitter target to 19  upside,Seeking Alpha,0.0,1.0,0.0,0.0
2342,TSLA,2018-06-05,Europe up against Asian juggernaut in electric car battery drive,Reuters,0.0,1.0,0.0,0.0
2343,TSLA,2018-06-06,Euro climbs  yields rise after hawkish ECB comments,Reuters,0.0,1.0,0.0,0.0
2344,TSLA,2018-06-06,Variety  NBC News building toward streaming service,Seeking Alpha,0.0,1.0,0.0,0.0
2345,TSLA,2018-06-06,Has Tesla  TSLA  Outpaced Other Auto Tires Trucks Stocks This Year ,Zacks Investment Research,0.0,1.0,0.0,0.0
2346,TSLA,2018-06-06,Macroeconomic Data  Tesla Production Goals    AMD Chip News   Free Lunch    ,Zacks Investment Research,0.0,0.732,0.268,0.5106
2347,TSLA,2018-06-06,Tesla Gains on Musk s Confidence in Model 3 Production Goal,Bloomberg,0.0,0.551,0.449,0.6908
2348,TSLA,2018-06-06,Tesla shares rise as Musk says Model 3 set to hit target,Reuters,0.0,0.82,0.18,0.296
2349,TSLA,2018-06-06,The Market Believes There Is A 15  Chance Of A Correction By Year End,Benjamin Insurance,0.0,0.846,0.154,0.25
2350,TSLA,2018-06-06,Should You Invest In The ARK Web X 0 ETF  ARKW  ,Zacks Investment Research,0.0,1.0,0.0,0.0
2351,TSLA,2018-06-06,Elon Musk fights back tears at Tesla shareholder meeting  says last few months have been  excruciating  hellish ,Business Insider,0.502,0.498,0.0,-0.9201
2352,TSLA,2018-06-06,Day Ahead  Top 3 Things to Watch ,Investing.com,0.0,0.735,0.265,0.2023
2353,TSLA,2018-06-06,Stocks  Wall Street Rises as Trade Tensions Ease,Investing.com,0.241,0.536,0.223,-0.0516
2354,TSLA,2018-06-06,Wall Street rises on economic data  easing trade worries,Reuters,0.237,0.593,0.169,-0.2023
2355,TSLA,2018-06-06,GM to expand driver assistance feature to all Cadillacs in 2020,Reuters,0.0,0.813,0.187,0.3182
2356,TSLA,2018-06-06,SoftBank Investment Validates GM s Self Driving Superiority,David Trainer,0.0,0.51,0.49,0.5859
2357,TSLA,2018-06-06,Stocks  U S  Futures Higher as Investors Look Ahead to Trade Data,Investing.com,0.0,1.0,0.0,0.0
2358,TSLA,2018-06-06,World s top wealth fund opposed Musk s double role at Tesla,Reuters,0.0,0.615,0.385,0.6124
2359,TSLA,2018-06-06,Tesla Accelerates As Shareholders Decide To Keep Musk,Steve Miller,0.0,1.0,0.0,0.0
2360,TSLA,2018-06-07,Fatal Tesla Autopilot crash driver had hands off wheel  U S  agency,Reuters,0.437,0.563,0.0,-0.7351
2361,TSLA,2018-06-07,Daimler fights Tesla  VW with new electric big rig truck,Reuters,0.344,0.656,0.0,-0.4939
2362,TSLA,2018-06-07,Tesla s Surprising Surge Looks Like a Short Squeeze to Analysts,Bloomberg,0.0,0.603,0.397,0.5574
2363,TSLA,2018-06-07,4 Stocks Popping Off  COOL  EXAS  HEAR  RESN,Harry Boxer,0.0,0.664,0.336,0.4648
2364,TSLA,2018-06-07,Alphabet s Waymo hopes to bring robo taxi service to Europe,Reuters,0.0,0.763,0.237,0.4215
2365,TSLA,2018-06-08,Options Traders Expect Huge Moves In Tesla  TSLA  Stock  ,Zacks Investment Research,0.0,0.777,0.223,0.3182
2366,TSLA,2018-06-08,Daimler  DDAIF  Announces Launch Of Electric Truck In 2021,Zacks Investment Research,0.0,1.0,0.0,0.0
2367,TSLA,2018-06-08,Shareholder lawsuit attacks Musk s pay  seeks to overhaul Tesla board,Reuters,0.47,0.53,0.0,-0.6369
2368,TSLA,2018-06-08,Porsche to name all electric model Taycan,Reuters,0.0,1.0,0.0,0.0
2369,TSLA,2018-06-08,Tesla must fix  flaws  in Autopilot after fatal crash  U S  consumer group,Reuters,0.408,0.592,0.0,-0.7351
2370,TSLA,2018-06-10,Batteries hasten winds of change for electricity stocks  Barron s,Reuters,0.0,1.0,0.0,0.0
2371,TSLA,2018-06-11,Worker testifies that Tesla stopped him from organizing union,Reuters,0.192,0.808,0.0,-0.2263
2372,TSLA,2018-06-11,Tesla s Autopilot to get  full self driving feature  in August,Reuters,0.0,1.0,0.0,0.0
2373,TSLA,2018-06-11,Tesla Rises  Nano Dimension  Genworth Soar in Pre market  Amazon Dips,Investing.com,0.0,0.855,0.145,0.1779
2374,TSLA,2018-06-12,Tesla Plans To Lay Off Employees To Boost Profitability,Zacks Investment Research,0.0,0.593,0.407,0.5859
2375,TSLA,2018-06-12,S P 500  Nasdaq end higher  investors turn focus to Fed,Reuters,0.0,1.0,0.0,0.0
2376,TSLA,2018-06-12,Tesla cuts 9 percent of workforce in search for profit,Reuters,0.182,0.579,0.24,0.1779
2377,TSLA,2018-06-12,Stocks  Wall Street Mixed After U S  North Korea Summit,Investing.com,0.0,1.0,0.0,0.0
2378,TSLA,2018-06-12,iFOREX Daily Analysis   June 12 2018,iFOREX,0.0,1.0,0.0,0.0
2379,TSLA,2018-06-13,TSLA Technicals  06 13 18,David Tablish,0.0,1.0,0.0,0.0
2380,TSLA,2018-06-13,Elon Musk buys 72 500 of Tesla shares,Reuters,0.0,0.761,0.239,0.296
2381,TSLA,2018-06-13,UAW elects new leader to face contract talks  federal probe,Reuters,0.0,1.0,0.0,0.0
2382,TSLA,2018-06-13,Stocks  Wall Street Inches Up Ahead of Fed Meeting  ,Investing.com,0.0,1.0,0.0,0.0
2383,TSLA,2018-06-13,iFOREX Daily Analysis   June 02 2018,iFOREX,0.0,1.0,0.0,0.0
2384,TSLA,2018-06-13,Tesla And Shake Shack  Two Heavily Shorted Stocks In New Uptrends ,Justin Smyth,0.145,0.855,0.0,-0.1779
2385,TSLA,2018-06-14,After cobalt free pledge  Panasonic to triple consumption for auto batteries  sources,Reuters,0.0,0.769,0.231,0.5106
2386,TSLA,2018-06-14,Tesla Model 3 Production On The Rise ,Investing.com,0.0,1.0,0.0,0.0
2387,TSLA,2018-06-14,Elon Musk s Boring Co to build high speed airport link in Chicago,Reuters,0.173,0.827,0.0,-0.3182
2388,TSLA,2018-06-14,Tesla has surged more than 20  since Elon Musk warned of the  short burn of the century ,Business Insider,0.116,0.884,0.0,-0.2732
