,id,ticker,title,category,content,date,provider,url,article_id
6244,227759,CHN,U S  looks for extradition of Huawei CFO  inflaming U S  China tensions,news,Huawei Chief Financial Officer Meng Wanzhou was arrested by Canadian authorities at the request of the United States  Canada says  Huawei confirms the U S  is seeking extradition of Meng to face unspecified charges in the Eastern District of New York  The company says it s not aware of any wrongdoing by Meng and has gotten very little information  The move is likely to inflame tensions between the U S  and China even amid the backdrop this week of an apparent trade truce  A bail hearing is set for Friday  Canada s Justice Department says a publication ban requested by Meng prevents the release of further details ETFs  FXI  KWEB  ASHR  YINN  CAF  EWH  CQQQ  YANG  MCHI  GXC  CYB  FXP  PGJ  CN  KBA  TAO  CHIQ  HAO OLD  CHIX  TDF  QQQC  CNY  PEK  CHN  DSUM  CWEB  CXSE  CHAU  XPP  CNXT  ASHS  AFTY  CHAD  FCA  YAO  YXI  FXCH  ECNS  CHIM  CHII  CHIE  KFYP  CBON  KCNY  OBOR  ASHX  CNYA  FHK  HAHA  XINA  CNHX  KGRN  FLCH  FLHK  WCHN Now read ,2018-12-05,Seeking Alpha,https://www.investing.com/news/stock-market-news/us-looks-for-extradition-of-huawei-cfo-inflaming-uschina-tensions-1712434,1712434
6245,227760,CHN,Beijing  confident  of trade deal in 90 days,news,"China s commerce ministry expressed  confidence  overnight that a trade agreement with the U S  could be reached  within 90 days   however the comments did nothing to halt a selloff on Asian and European stock exchanges 
 We are either going to have a REAL DEAL with China  or no deal at all   President Trump tweeted before the statement   Ultimately  I believe  we will be making a deal   either now or into the future    China does not want Tariffs  
Previously  Trade truce  China preparing to buy U S  commodities  Dec  05 2018 
ETFs  FXI  KWEB  ASHR  YINN  CAF  EWH  CQQQ  YANG  MCHI  GXC  CYB  FXP  PGJ  CN  KBA  TAO  CHIQ  HAO OLD  CHIX  TDF  QQQC  CNY  PEK  CHN  CWEB  CXSE  CHAU  XPP  CNXT  ASHS  AFTY  CHAD  FCA  YAO  YXI  FXCH  ECNS  CHIM  CHII  CHIE  KFYP  EWHS  FCHI  OBOR  ASHX  CNYA  FHK  HAHA  XINA  CNHX  KGRN  FLCH  FLHK  WCHN
Now read ",2018-12-05,Seeking Alpha,https://www.investing.com/news/stock-market-news/beijing-confident-of-trade-deal-in-90-days-1711548,1711548
6260,227775,CHN,China ready for U S  trade talks,news," The Chinese side is ready to have discussions with the U S  on issues of mutual concern and work for a solution on trade acceptable to both sides   Vice President Wang Qishan told the Bloomberg New Economy Forum 
Ahead of his expected meeting with President Xi later this month  President Trump has threatened to impose further tariffs on  267B of Chinese imports into the U S  if the two countries cannot reach a trade agreement 
ETFs  FXI  KWEB  ASHR  YINN  CAF  EWH  CQQQ  YANG  MCHI  GXC  CYB  FXP  PGJ  CN  KBA  TAO  CHIQ  HAO OLD  CHIX  TDF  QQQC  CNY  PEK  CHN  CWEB  CXSE  CHAU  XPP  CNXT  ASHS  AFTY  CHAD  FCA  YAO  YXI  FXCH  ECNS  CHIM  CHII  CHIE  KFYP  EWHS  FCHI  OBOR  ASHX  CNYA  FHK  HAHA  XINA  CNHX  KGRN  FLCH  FLHK  WCHN
Now read ",2018-11-06,Seeking Alpha,https://www.investing.com/news/stock-market-news/china-ready-for-us-trade-talks-1675346,1675346
6261,227776,CHN,Chinese shares buoyed by trade optimism,news,"Chinese shares got a lift overnight on signs that Beijing and Washington may be taking steps to de escalate their bitter trade dispute  as well as strong earnings from tech giant Tencent  OTCPK TCEHY   For the first time since the summer  Chinese officials delivered a written response to the Trump administration of potential trade concessions  giving hopes to investors that the two sides might bring an end to the spat  Shanghai  1 4   Hang Seng  1 7  
 ETFs  FXI  KWEB  ASHR  YINN  CAF  EWH  CQQQ  YANG  MCHI  GXC  CYB  FXP  PGJ  CN  KBA  TAO  CHIQ  HAO OLD  CHIX  TDF  QQQC  CNY  PEK  CHN  CWEB  CXSE  CHAU  XPP  CNXT  ASHS  AFTY  CHAD  FCA  YAO  YXI  FXCH  ECNS  CHIM  CHII  CHIE  KFYP  EWHS  FCHI  OBOR  ASHX  CNYA  FHK  HAHA  XINA  CNHX  KGRN  FLCH  FLHK  WCHN Now read ",2018-11-15,Seeking Alpha,https://www.investing.com/news/stock-market-news/chinese-shares-buoyed-by-trade-optimism-1689310,1689310
6262,227777,CHN,Pence  No end to tariffs until China folds,news," We put tariffs on  250B in Chinese goods  and we could more than double that number    Vice President Mike Pence told the APEC summit in Papua New Guinea  stating the  U S  will not change course until China changes its ways  
The warning follows remarks made by President Trump that helped the Dow close higher on Friday 
The U S   may not  need to impose more tariffs after China sent over measures it was willing to take to resolve trade tensions  he said  adding that  we ll probably get to the four or five big things were left off  the list 
ETFs  FXI  KWEB  ASHR  YINN  CAF  EWH  CQQQ  YANG  MCHI  GXC  CYB  FXP  PGJ  CN  KBA  TAO  CHIQ  HAO OLD  CHIX  TDF  QQQC  CNY  PEK  CHN  CWEB  CXSE  CHAU  XPP  CNXT  ASHS  AFTY  CHAD  FCA  YAO  YXI  FXCH  ECNS  CHIM  CHII  CHIE  KFYP  EWHS  FCHI  OBOR  ASHX  CNYA  FHK  HAHA  XINA  CNHX  KGRN  FLCH  FLHK  WCHN
Now read ",2018-11-17,Seeking Alpha,https://www.investing.com/news/stock-market-news/pence-no-end-to-tariffs-until-china-folds-1692457,1692457
6263,227778,CHN,China continuing  unfair  unreasonable  trade practices  new U S  report says,news,"The Trump administration says China has failed to alter its  unfair  trade practices  part of an update of the U S  Trade Representative s Section 301 investigation into China s intellectual property and technology transfer policies  which sparked U S  tariffs on Chinese goods 
The report accuses China of continuing a state backed campaign of cyber enabled theft of U S  intellectual property and discriminatory technology licensing restrictions 
Despite the relaxation of some foreign ownership restrictions   the Chinese government has persisted in using foreign investment restrictions to require or pressure the transfer of technology from U S  companies to Chinese entities   according to the report 
The timing of the release just 10 days before Pres  Trump is due to meet Chinese  Pres  Xi at a Nov  30 Dec  1 Group of 20  summit in Buenos Aires appears to be a move by some of the more hawkish members of the Trump administration  such as Trade Rep  Lighthizer  to bolster their case ahead of the  summit 
ETFs  FXI  XLK  VGT  YINN  TECL  YANG  MCHI  FTEC  GXC  FXP  IYW  PGJ  CN  ROM  QTEC  TDF  RYT  CHN  FNG  CXSE  TECS  XPP  IGM  FCA  YAO  YXI  FXL  XNTK  REW  JHMT  XITK  TECZ  KGRN  FLCH  WCHN
Now read ",2018-11-20,Seeking Alpha,https://www.investing.com/news/stock-market-news/china-continuing-unfair-unreasonable-trade-practices-new-us-report-says-1696230,1696230
6264,227779,CHN,China urges reforms at WTO  citing imminent  profound crisis ,news,"China s Vice Commerce Minister Wang Shouwen objects to  excessive  agriculture subsidies used exclusively by developed countries  saying some member states in the World Trade Organization have exploited loopholes in the organization s system  Reuters reports 
He contends that WTO s existence faces a  profound crisis  
Reforms should remediate some countries  discrimination against investments by other countries and companies and shouldn t be used to deprive China of its right to be treated as a developing country  Wang said 
He also opposed criticism of  normal  state owned enterprises and industrial subsidies and  normal sharing of technological innovations  
The U S  has criticized China for its subsidies to SOEs   overcapacity in steel and other basic industries  an its practice of forcing investors to hand over technology 
Previously  WTO to set up panels to rule on U S  tariff disputes  steelmakers rise  Nov  21 
Previously  China  US chip block violates WTO rules  Nov  13 
ETFs  FXI  YINN  YANG  MCHI  GXC  FXP  PGJ  CN  TDF  CHN  CXSE  XPP  FCA  YAO  YXI  KGRN  FLCH  WCHN
Now read ",2018-11-23,Seeking Alpha,https://www.investing.com/news/stock-market-news/china-urges-reforms-at-wto-citing-imminent-profound-crisis-1698901,1698901
6265,227780,CHN,Chinese stocks up despite weak manufacturing,news,Chinese equities are tracking Wall Street gains  with Shanghai up 1 4   despite a weak reading on the nation s factory activity The official manufacturing PMI index came in at 50 2  short of estimates and pushing it nearer to the 50 point line separating expansion from contraction In other news  the PBOC said it will issue a total of 20B yuan of bills out of Hong Kong next month  its first issuance in the former British colony and the world s biggest offshore yuan clearing center ETFs  FXI  KWEB  ASHR  YINN  CAF  EWH  CQQQ  YANG  MCHI  GXC  CYB  FXP  PGJ  CN  KBA  TAO  CHIQ  HAO OLD  CHIX  TDF  QQQC  CNY  PEK  CHN  CWEB  CXSE  CHAU  XPP  CNXT  ASHS  AFTY  CHAD  FCA  YAO  YXI  FXCH  ECNS  CHIM  CHII  CHIE  KFYP  EWHS  FCHI  OBOR  ASHX  CNYA  FHK  HAHA  XINA  CNHX  KGRN  FLCH  FLHK  WCHNNow read ,2018-10-31,Seeking Alpha,https://www.investing.com/news/stock-market-news/chinese-stocks-up-despite-weak-manufacturing-1667214,1667214
6266,227781,CHN,Chinese equities slip 2 2  on growth woes,news,The Shanghai Composite fell 2 2  overnight on fresh signs of cooling in the world s second largest economy Chinese data over the weekend showed slowing profit growth at industrial firms for the fifth consecutive month in September as sales of raw materials and manufactured goods ebbed An escalating trade war with the U S  has also added to pressure on overall output ETFs  FXI  KWEB  ASHR  YINN  CAF  EWH  CQQQ  YANG  MCHI  GXC  CYB  FXP  PGJ  CN  KBA  TAO  CHIQ  HAO OLD  CHIX  TDF  QQQC  CNY  PEK  CHN  CWEB  CXSE  CHAU  XPP  CNXT  ASHS  AFTY  CHAD  FCA  YAO  YXI  FXCH  ECNS  CHIM  CHII  CHIE  KFYP  EWHS  FCHI  OBOR  ASHX  CNYA  FHK  HAHA  XINA  CNHX  KGRN  FLCH  FLHK  WCHNNow read ,2018-10-29,Seeking Alpha,https://www.investing.com/news/stock-market-news/chinese-equities-slip-22-on-growth-woes-1663234,1663234
6267,227782,CHN,Stocks set to rocket higher  Trump claims victory on autos,news,"There s at least a temporary truce in the budding trade war between the U S  and China  and markets are in major rally mode  Shanghai is up just shy of 3   and S P 500 futures just less than 2   Nasdaq 100 futures are ahead 2 3   ETFs  SPY  FXI  VOO  SH  SDS  IVV  SSO  SPXU OLD  UPRO  SPXL  RSP  SPXS  YINN  VFINX  YANG  MCHI  GXC  FXP  PGJ  CN  TDF  EPS  CHN  CXSE 
Update at 11 10 ET  The president moments ago tweeted   China has agreed to reduce and remove tariffs on cars coming into China from the U S  Currently the tariff is 40    Now read ",2018-12-02,Seeking Alpha,https://www.investing.com/news/stock-market-news/stocks-set-to-rocket-higher-trump-claims-victory-on-autos-1707970,1707970
6268,227783,CHN,Trade war on pause  global markets soar,news,"Stock markets around the world are in rally mode  posting big gains following a temporary ceasefire in the trade spat between the U S  and China  President Trump agreed to postpone an increase in the tariff rate on  200B worth of Chinese imports to 25   from 10   that was scheduled for Jan  1  while China agreed to resume purchases of some U S  farm  energy and industrial commodities  The trade detente relies on progress in talks that both sides aim to complete in the next 90 days covering broader issues  including forced technology transfer  intellectual property and cyber theft   It s an incredible deal  It goes down  certainly  if it happens  it goes down as one of the largest deals ever made   Trump said while en route to Joint Base Andrews in Maryland  
Asia  Nikkei  1   Hang Seng  2 6   Shanghai  2 6   
Europe  FTSE 100  2 2   CAC 30  1 7   DAX  2 5   
U S  futures  Dow  2   S P 500  1 8   Nasdaq  2 6   Oil is up 4 3  at  53 10 bbl  gold is 0 8  higher at  1236 ounce and the 10 year Treasury yield is up 2 bps to 3 03   ETFs  SPY  QQQ  DIA  SH  SSO  VOO  SDS  IVV  SPXU  TQQQ  UPRO  PSQ  SPXL  RSP  SPXS  SQQQ  QID  DOG  QLD  DXD  UDOW  SDOW  VFINX  EPS  DDM  QQEW  QQQE  SPLX  SFLA  QQXT  SPUU  SPXE  UDPIX  OTPIX  RYARX  SPXN  SPDN  SPXT  SPXV  FXI  KWEB  ASHR  YINN  CAF  EWH  CQQQ  YANG  MCHI  GXC  CYB  FXP  PGJ  CN  KBA  TAO  CHIQ  HAO OLD  CHIX  TDF  QQQC  CNY  PEK  CHN  CWEB  CXSE  CHAU  XPP  CNXT  ASHS  AFTY  CHAD  FCA  YAO  YXI  FXCH  ECNS  CHIM  CHII  CHIE  KFYP  EWHS  FCHI  OBOR  ASHX  CNYA  FHK  HAHA  XINA  CNHX  KGRN  FLCH  FLHK  WCHN Now read ",2018-12-03,Seeking Alpha,https://www.investing.com/news/stock-market-news/trade-war-on-pause-global-markets-soar-1708089,1708089
6269,227784,CHN,Trade truce  China preparing to buy U S  commodities,news,"Chinese officials are preparing to restart imports of U S  soybeans and liquefied natural gas  Bloomberg reports  in the first sign confirming claims by President Trump that Beijing had agreed to start buying some American products  immediately  
Chinese oil trader Unipec is also reportedly planning to resume U S  crude shipments to China by March after the Trump Xi deal reduced the risk of tariffs being imposed on these imports 
ETFs  FXI  KWEB  ASHR  YINN  CAF  EWH  CQQQ  YANG  MCHI  GXC  CYB  FXP  PGJ  CN  KBA  TAO  CHIQ  HAO OLD  CHIX  TDF  QQQC  CNY  PEK  CHN  CWEB  CXSE  CHAU  XPP  CNXT  ASHS  AFTY  CHAD  FCA  YAO  YXI  FXCH  ECNS  CHIM  CHII  CHIE  KFYP  EWHS  FCHI  OBOR  ASHX  CNYA  FHK  HAHA  XINA  CNHX  KGRN  FLCH  FLHK  WCHN
Now read ",2018-12-05,Seeking Alpha,https://www.investing.com/news/stock-market-news/trade-truce-china-preparing-to-buy-us-commodities-1711562,1711562
6277,227792,CHN,China logs record trade surplus with U S ,news,China s trade surplus with the U S  jumped in November  widening to a record  35 5B  fueling further tensions ahead of trade talks between Beijing and Washington Despite the increase  China s overall exports grew at their slowest pace in eight months Import growth was also the slowest since October 2016  raising the possibility authorities will take further measures to revitalize the country s growth rate ETFs  FXI  KWEB  ASHR  YINN  CAF  EWH  CQQQ  YANG  MCHI  GXC  CYB  FXP  PGJ  CN  KBA  TAO  CHIQ  HAO OLD  CHIX  TDF  QQQC OLD  CNY  PEK  CHN  CWEB  CXSE  CHAU  XPP  CNXT  ASHS  AFTY  CHAD  FCA  YAO  YXI  FXCH  ECNS  CHIM  CHII  CHIE  KFYP  EWHS  FCHI  OBOR  ASHX  CNYA  FHK  HAHA  XINA  CNHX  KGRN  FLCH  FLHK  WCHNNow read ,2018-12-08,Seeking Alpha,https://www.investing.com/news/stock-market-news/china-logs-record-trade-surplus-with-us-1715857,1715857
6278,227793,CHN,Next stage of U S   China trade talks,news,The road map for the next stage of trade talks between the U S  and China was discussed Tuesday morning  Beijing time  during a telephone call between Vice Premier Liu He  U S  Treasury Secretary Steven Mnuchin and Trade Representative Robert Lighthizer  Both sides exchanged views on putting into effect the consensus reached by the two countries  leaders at their meeting  and pushing forward the timetable and roadmap for the next stage of economic and trade consultations work   China s commerce ministry said Shanghai  0 4  to 2 594 ETFs  FXI  KWEB  ASHR  YINN  CAF  EWH  CQQQ  YANG  MCHI  GXC  CYB  FXP  PGJ  CN  KBA  TAO  CHIQ  HAO OLD  CHIX  TDF  QQQC OLD  CNY  PEK  CHN  CWEB  CXSE  CHAU  XPP  CNXT  ASHS  AFTY  CHAD  FCA  YAO  YXI  FXCH  ECNS  CHIM  CHII  CHIE  KFYP  EWHS  FCHI  OBOR  ASHX  CNYA  FHK  HAHA  XINA  CNHX  KGRN  FLCH  FLHK  WCHNNow read ,2018-12-11,Seeking Alpha,https://www.investing.com/news/stock-market-news/next-stage-of-us-china-trade-talks-1717624,1717624
