date,tsla,tesla,elon musk,score
2020-02-15,3.4166666666666665,59.125,7.958333333333333,23.5
2020-02-16,2.0416666666666665,59.25,7.833333333333333,23.041666666666668
2020-02-17,4.583333333333333,59.291666666666664,7.166666666666667,23.680555555555557
2020-02-18,11.083333333333334,68.58333333333333,8.666666666666666,29.444444444444443
2020-02-19,16.36,71.36,8.2,31.973333333333333
2020-02-20,14.166666666666666,68.79166666666667,7.083333333333333,30.01388888888889
2020-02-21,10.708333333333334,65.625,8.416666666666666,28.25
2020-02-22,3.5416666666666665,55.291666666666664,7.625,22.152777777777775
2020-02-23,2.125,51.541666666666664,7.666666666666667,20.444444444444443
2020-02-24,10.708333333333334,63.416666666666664,8.666666666666666,27.597222222222225
2020-02-25,12.041666666666666,62.375,6.958333333333333,27.125
2020-02-26,10.56,57.64,6.96,25.05333333333333
2020-02-27,12.583333333333334,60.583333333333336,6.458333333333333,26.541666666666668
2020-02-28,14.75,66.45833333333333,6.5,29.23611111111111
2020-02-29,4.458333333333333,53.666666666666664,7.333333333333333,21.819444444444443
2020-03-01,2.5833333333333335,47.666666666666664,6.75,19.0
2020-03-02,10.666666666666666,56.875,5.666666666666667,24.402777777777782
2020-03-03,11.333333333333334,57.666666666666664,5.875,24.958333333333332
2020-03-04,11.48,63.84,6.76,27.360000000000003
2020-03-05,9.708333333333334,65.33333333333333,7.708333333333333,27.58333333333333
2020-03-06,10.125,65.58333333333333,10.041666666666666,28.583333333333332
2020-03-07,3.375,56.708333333333336,12.625,24.236111111111114
2020-03-08,1.8333333333333333,51.958333333333336,10.541666666666666,21.444444444444446
2020-03-09,13.75,71.375,9.666666666666666,31.597222222222225
2020-03-10,13.083333333333334,69.25,10.833333333333334,31.055555555555554
2020-03-11,10.04,60.36,9.0,26.46666666666667
2020-03-12,13.75,64.33333333333333,7.375,28.48611111111111
2020-03-13,12.833333333333334,63.958333333333336,7.083333333333333,27.958333333333332
2020-03-14,3.8333333333333335,49.833333333333336,5.958333333333333,19.875000000000004
2020-03-15,2.5416666666666665,43.583333333333336,6.083333333333333,17.40277777777778
2020-03-16,11.083333333333334,57.708333333333336,5.708333333333333,24.833333333333332
2020-03-17,11.5,57.291666666666664,5.5,24.763888888888886
2020-03-18,15.04,68.84,7.36,30.41333333333333
2020-03-19,16.833333333333332,68.20833333333333,8.791666666666666,31.277777777777775
2020-03-20,13.791666666666666,63.583333333333336,10.208333333333334,29.194444444444443
2020-03-21,4.875,47.666666666666664,9.708333333333334,20.75
2020-03-22,2.6666666666666665,44.291666666666664,9.625,18.86111111111111
2020-03-23,9.916666666666666,53.708333333333336,7.416666666666667,23.680555555555557
2020-03-24,10.708333333333334,55.708333333333336,9.75,25.38888888888889
2020-03-25,12.76,66.72,9.6,29.69333333333333
2020-03-26,11.333333333333334,63.0,9.5,27.944444444444443
2020-03-27,10.625,60.583333333333336,13.958333333333334,28.38888888888889
2020-03-28,3.3333333333333335,50.583333333333336,13.291666666666666,22.402777777777782
2020-03-29,2.4583333333333335,48.291666666666664,10.666666666666666,20.47222222222222
2020-03-30,8.75,53.791666666666664,9.083333333333334,23.875
2020-03-31,9.0,56.208333333333336,9.0,24.736111111111114
2020-04-01,8.92,54.4,10.32,24.546666666666667
2020-04-02,12.208333333333334,58.375,11.083333333333334,27.222222222222218
2020-04-03,13.541666666666666,61.125,10.291666666666666,28.319444444444446
2020-04-04,3.4583333333333335,46.125,9.666666666666666,19.75
2020-04-05,2.4166666666666665,42.25,8.708333333333334,17.791666666666668
2020-04-06,9.083333333333334,52.583333333333336,7.875,23.180555555555557
2020-04-07,8.958333333333334,51.5,7.958333333333333,22.805555555555557
2020-04-08,11.08,63.08,9.2,27.786666666666665
2020-04-09,9.708333333333334,61.708333333333336,9.041666666666666,26.819444444444446
2020-04-10,5.458333333333333,55.708333333333336,9.791666666666666,23.652777777777782
2020-04-11,1.7916666666666667,51.333333333333336,9.083333333333334,20.73611111111111
2020-04-12,1.5833333333333333,52.833333333333336,10.541666666666666,21.652777777777782
2020-04-13,11.791666666666666,60.958333333333336,8.958333333333334,27.23611111111111
2020-04-14,16.875,75.25,8.666666666666666,33.59722222222222
2020-04-15,15.04,62.44,6.76,28.08
2020-04-16,12.166666666666666,57.125,9.166666666666666,26.152777777777782
2020-04-17,11.416666666666666,57.958333333333336,11.166666666666666,26.847222222222225
2020-04-18,3.25,49.208333333333336,12.208333333333334,21.555555555555557
2020-04-19,2.25,46.833333333333336,16.625,21.902777777777782
2020-04-20,8.208333333333334,54.75,22.416666666666668,28.458333333333332
2020-04-21,10.083333333333334,56.083333333333336,19.958333333333332,28.708333333333332
2020-04-22,11.12,62.44,19.12,30.893333333333334
2020-04-23,9.0,58.958333333333336,17.041666666666668,28.33333333333334
2020-04-24,8.291666666666666,57.25,20.208333333333332,28.583333333333332
2020-04-25,2.7083333333333335,51.083333333333336,21.666666666666668,25.152777777777782
2020-04-26,1.7916666666666667,50.208333333333336,21.041666666666668,24.347222222222225
2020-04-27,10.541666666666666,60.166666666666664,17.916666666666668,29.541666666666668
2020-04-28,12.541666666666666,62.25,15.166666666666666,29.986111111111114
2020-04-29,5.08,20.24,5.32,10.213333333333333
2020-04-30,5.166666666666667,20.708333333333332,8.333333333333334,11.402777777777779
2020-05-01,5.458333333333333,21.833333333333332,12.208333333333334,13.166666666666666
2020-05-02,2.5,22.583333333333332,17.0,14.027777777777777
2020-05-03,1.1666666666666667,16.666666666666668,9.916666666666666,9.25
2020-05-04,3.125,17.125,6.375,8.875
2020-05-05,3.125,17.291666666666668,37.791666666666664,19.402777777777775
2020-05-06,2.72,18.6,79.24,33.52
2020-05-07,2.7916666666666665,18.875,65.83333333333333,29.166666666666668
2020-05-08,2.875,18.958333333333332,46.708333333333336,22.847222222222225
2020-05-09,1.0416666666666667,17.708333333333332,34.708333333333336,17.819444444444446
2020-05-10,0.6666666666666666,19.666666666666668,31.833333333333332,17.38888888888889
2020-05-11,3.0833333333333335,21.25,21.666666666666668,15.333333333333334
2020-05-12,3.1666666666666665,22.166666666666668,20.25,15.194444444444445
2020-05-13,9.96,73.24,55.04,46.07999999999999
2020-05-14,9.333333333333334,70.16666666666667,46.75,42.083333333333336
2020-05-15,9.375,70.33333333333333,40.75,40.15277777777778
2020-05-16,2.7083333333333335,65.54166666666667,40.333333333333336,36.19444444444445
2020-05-17,2.2083333333333335,61.833333333333336,39.25,34.43055555555556
2020-05-18,8.25,65.5,38.125,37.291666666666664
2020-05-19,8.041666666666666,65.375,29.833333333333332,34.416666666666664
2020-05-20,6.6,55.8,23.12,28.506666666666664
2020-05-21,6.833333333333333,56.041666666666664,21.083333333333332,27.98611111111111
2020-05-22,6.166666666666667,54.166666666666664,20.25,26.86111111111111
2020-05-23,2.1666666666666665,54.625,24.291666666666668,27.027777777777775
2020-05-24,1.25,52.875,24.833333333333332,26.319444444444443
2020-05-25,2.5833333333333335,52.791666666666664,39.166666666666664,31.513888888888886
2020-05-26,6.25,56.625,51.416666666666664,38.09722222222222
2020-05-27,1.04,11.16,13.52,8.573333333333332
2020-05-28,0.7916666666666666,7.875,5.916666666666667,4.861111111111111
2020-05-29,0.7083333333333334,7.208333333333333,3.9583333333333335,3.9583333333333335
2020-05-30,0.25,9.333333333333334,16.416666666666668,8.666666666666666
2020-05-31,0.3333333333333333,9.333333333333334,15.916666666666666,8.527777777777779
2020-06-01,1.0,8.0,6.375,5.125
2020-06-02,1.25,7.375,4.166666666666667,4.263888888888889
2020-06-03,6.72,54.52,27.64,29.626666666666665
2020-06-04,5.125,57.125,25.416666666666668,29.222222222222225
2020-06-05,6.333333333333333,58.541666666666664,25.708333333333332,30.194444444444443
2020-06-06,1.9583333333333333,60.958333333333336,27.75,30.222222222222225
2020-06-07,1.2916666666666667,58.666666666666664,25.875,28.61111111111111
2020-06-08,7.458333333333333,63.041666666666664,19.416666666666668,29.972222222222225
2020-06-09,9.291666666666666,69.83333333333333,18.5,32.541666666666664
2020-06-10,10.84,65.0,14.96,30.26666666666667
2020-06-11,12.416666666666666,66.95833333333333,14.125,31.166666666666668
2020-06-12,8.083333333333334,59.833333333333336,12.833333333333334,26.916666666666668
2020-06-13,2.4583333333333335,51.208333333333336,14.708333333333334,22.791666666666668
2020-06-14,1.6666666666666667,49.041666666666664,13.958333333333334,21.555555555555554
2020-06-15,6.791666666666667,52.0,10.666666666666666,23.152777777777775
2020-06-16,6.833333333333333,53.25,11.833333333333334,23.972222222222225
2020-06-17,7.92,71.44,20.28,33.21333333333333
2020-06-18,8.75,71.58333333333333,23.875,34.73611111111111
2020-06-19,8.208333333333334,75.20833333333333,23.375,35.59722222222222
2020-06-20,2.25,70.5,22.125,31.625
2020-06-21,2.4583333333333335,70.29166666666667,21.75,31.5
2020-06-22,6.75,73.83333333333333,16.083333333333332,32.22222222222222
2020-06-23,7.458333333333333,69.79166666666667,16.208333333333332,31.152777777777775
2020-06-24,7.44,66.6,13.28,29.106666666666666
2020-06-25,7.0,67.25,13.916666666666666,29.38888888888889
2020-06-26,6.833333333333333,65.33333333333333,15.333333333333334,29.16666666666666
2020-06-27,2.1666666666666665,62.083333333333336,15.958333333333334,26.73611111111111
2020-06-28,1.3333333333333333,61.708333333333336,22.0,28.347222222222225
2020-06-29,6.583333333333333,64.375,16.583333333333332,29.180555555555554
2020-06-30,10.125,69.33333333333333,12.083333333333334,30.513888888888886
2020-07-01,7.44,54.04,10.32,23.933333333333334
2020-07-02,11.416666666666666,65.875,11.583333333333334,29.625
2020-07-03,4.916666666666667,54.833333333333336,11.083333333333334,23.61111111111111
2020-07-04,1.5833333333333333,45.458333333333336,11.416666666666666,19.48611111111111
2020-07-05,1.625,44.75,25.666666666666668,24.01388888888889
2020-07-06,11.916666666666666,67.83333333333333,16.333333333333332,32.02777777777778
2020-07-07,14.583333333333334,70.16666666666667,12.541666666666666,32.43055555555556
2020-07-08,7.76,45.92,8.44,20.706666666666667
2020-07-09,7.333333333333333,42.666666666666664,8.083333333333334,19.36111111111111
2020-07-10,9.291666666666666,50.958333333333336,9.333333333333334,23.194444444444443
2020-07-11,4.625,47.625,13.041666666666666,21.76388888888889
2020-07-12,2.25,43.458333333333336,10.125,18.61111111111111
2020-07-13,15.625,64.66666666666667,9.083333333333334,29.791666666666668
2020-07-14,14.458333333333334,59.083333333333336,8.916666666666666,27.486111111111114
2020-07-15,14.16,69.64,15.28,33.026666666666664
2020-07-16,12.625,65.125,16.916666666666668,31.555555555555557
2020-07-17,10.5,62.583333333333336,11.041666666666666,28.04166666666667
2020-07-18,3.1666666666666665,54.375,11.583333333333334,23.041666666666668
2020-07-19,1.8333333333333333,52.666666666666664,10.333333333333334,21.61111111111111
2020-07-20,11.666666666666666,63.875,9.333333333333334,28.291666666666668
2020-07-21,14.541666666666666,71.20833333333333,13.625,33.125
2020-07-22,8.6,35.04,5.72,16.453333333333333
2020-07-23,8.375,33.541666666666664,4.625,15.513888888888888
2020-07-24,5.166666666666667,26.708333333333332,4.375,12.083333333333334
2020-07-25,1.25,21.083333333333332,8.791666666666666,10.375
2020-07-26,0.875,18.75,9.125,9.583333333333334
2020-07-27,3.5833333333333335,21.625,6.458333333333333,10.555555555555555
2020-07-28,3.75,21.416666666666668,5.625,10.26388888888889
2020-07-29,10.32,68.6,16.2,31.706666666666663
2020-07-30,10.541666666666666,67.79166666666667,15.166666666666666,31.16666666666667
2020-07-31,10.166666666666666,70.45833333333333,14.666666666666666,31.76388888888889
2020-08-01,3.8333333333333335,62.5,15.958333333333334,27.430555555555554
2020-08-02,2.625,61.333333333333336,26.083333333333332,30.01388888888889
2020-08-03,8.958333333333334,67.16666666666667,20.208333333333332,32.11111111111111
2020-08-04,8.375,62.916666666666664,15.458333333333334,28.91666666666666
2020-08-05,5.44,40.0,8.68,18.04
2020-08-06,5.125,38.708333333333336,7.416666666666667,17.083333333333332
2020-08-07,4.625,39.625,7.375,17.208333333333332
2020-08-08,1.4166666666666667,36.083333333333336,7.833333333333333,15.111111111111112
2020-08-09,0.6666666666666666,35.458333333333336,8.833333333333334,14.986111111111112
2020-08-10,4.708333333333333,37.083333333333336,6.541666666666667,16.11111111111111
2020-08-11,7.291666666666667,44.125,6.625,19.34722222222222
2020-08-12,14.6,68.32,7.92,30.279999999999998
2020-08-13,11.666666666666666,63.208333333333336,7.625,27.5
2020-08-14,10.0,57.625,7.75,25.125
2020-08-15,2.9166666666666665,48.25,8.0,19.72222222222222
2020-08-16,1.75,46.5,9.958333333333334,19.40277777777778
2020-08-17,11.708333333333334,62.583333333333336,8.5,27.597222222222225
2020-08-18,15.208333333333334,69.29166666666667,10.416666666666666,31.63888888888889
2020-08-19,9.88,50.36,8.72,22.986666666666668
2020-08-20,12.041666666666666,56.041666666666664,7.208333333333333,25.097222222222218
2020-08-21,12.958333333333334,61.0,7.375,27.11111111111111
2020-08-22,3.8333333333333335,46.333333333333336,6.625,18.930555555555557
2020-08-23,2.1666666666666665,40.583333333333336,6.833333333333333,16.52777777777778
2020-08-24,10.708333333333334,52.916666666666664,6.041666666666667,23.222222222222225
2020-08-25,9.5,49.375,5.416666666666667,21.430555555555557
2020-08-26,6.64,34.16,4.28,15.026666666666666
2020-08-27,7.375,36.666666666666664,5.833333333333333,16.625
2020-08-28,7.625,37.916666666666664,7.333333333333333,17.625
2020-08-29,2.5833333333333335,30.708333333333332,11.958333333333334,15.083333333333334
2020-08-30,1.9583333333333333,28.458333333333332,9.125,13.180555555555555
2020-08-31,13.833333333333334,57.083333333333336,8.208333333333334,26.375
2020-09-01,14.791666666666666,56.625,8.208333333333334,26.541666666666668
2020-09-02,12.88,52.44,8.96,24.76
2020-09-03,13.875,52.791666666666664,8.0,24.888888888888886
2020-09-04,15.0,54.291666666666664,7.125,25.472222222222218
2020-09-05,5.041666666666667,35.333333333333336,6.458333333333333,15.611111111111112
2020-09-06,2.125,30.291666666666668,5.916666666666667,12.777777777777779
2020-09-07,3.1666666666666665,32.916666666666664,5.083333333333333,13.722222222222221
2020-09-08,15.833333333333334,53.416666666666664,5.291666666666667,24.847222222222225
2020-09-09,20.04,76.84,7.36,34.74666666666666
2020-09-10,14.75,61.666666666666664,7.791666666666667,28.069444444444443
2020-09-11,11.125,55.083333333333336,8.041666666666666,24.750000000000004
2020-09-12,3.375,40.291666666666664,7.291666666666667,16.98611111111111
2020-09-13,1.5833333333333333,36.0,6.833333333333333,14.805555555555557
2020-09-14,11.208333333333334,49.75,6.083333333333333,22.347222222222225
2020-09-15,13.041666666666666,56.125,6.083333333333333,25.083333333333332
2020-09-16,5.32,23.4,2.72,10.479999999999999
2020-09-17,4.333333333333333,20.916666666666668,2.625,9.291666666666666
2020-09-18,4.458333333333333,21.708333333333332,2.6666666666666665,9.61111111111111
2020-09-19,1.3333333333333333,16.25,2.7083333333333335,6.763888888888888
2020-09-20,0.9583333333333334,15.583333333333334,2.625,6.388888888888889
2020-09-21,5.125,23.75,2.9583333333333335,10.61111111111111
2020-09-22,8.333333333333334,37.875,3.5,16.569444444444446
2020-09-23,15.6,71.8,6.4,31.266666666666666
2020-09-24,11.0,51.041666666666664,5.083333333333333,22.375
2020-09-25,7.875,43.333333333333336,4.25,18.48611111111111
2020-09-26,2.0833333333333335,32.666666666666664,4.333333333333333,13.027777777777779
2020-09-27,1.2083333333333333,30.833333333333332,4.666666666666667,12.236111111111109
2020-09-28,6.458333333333333,37.75,4.166666666666667,16.125
2020-09-29,6.375,37.25,4.625,16.083333333333332
2020-09-30,10.16,64.96,9.08,28.066666666666663
2020-10-01,12.041666666666666,67.20833333333333,7.625,28.958333333333332
2020-10-02,14.541666666666666,72.20833333333333,8.25,31.666666666666668
2020-10-03,4.125,56.041666666666664,7.958333333333333,22.708333333333332
2020-10-04,2.1666666666666665,52.166666666666664,7.583333333333333,20.63888888888889
2020-10-05,10.625,62.541666666666664,6.916666666666667,26.694444444444443
2020-10-06,10.125,59.958333333333336,6.541666666666667,25.54166666666667
2020-10-07,8.28,57.44,6.76,24.16
2020-10-08,9.083333333333334,53.416666666666664,6.208333333333333,22.902777777777775
2020-10-09,7.791666666666667,55.333333333333336,5.916666666666667,23.01388888888889
2020-10-10,2.375,45.166666666666664,6.25,17.930555555555554
2020-10-11,1.4166666666666667,44.916666666666664,7.125,17.819444444444443
2020-10-12,7.625,53.0,5.916666666666667,22.180555555555557
2020-10-13,8.333333333333334,52.416666666666664,6.458333333333333,22.402777777777775
2020-10-14,9.92,62.84,7.32,26.69333333333334
2020-10-15,9.75,73.16666666666667,9.333333333333334,30.75
2020-10-16,8.666666666666666,70.375,8.458333333333334,29.166666666666668
2020-10-17,2.3333333333333335,56.208333333333336,7.833333333333333,22.125
2020-10-18,1.6666666666666667,51.458333333333336,8.125,20.416666666666668
2020-10-19,7.916666666666667,62.958333333333336,8.75,26.541666666666668
2020-10-20,9.333333333333334,65.5,8.333333333333334,27.722222222222218
2020-10-21,9.28,45.92,4.84,20.013333333333335
2020-10-22,9.041666666666666,44.041666666666664,4.625,19.23611111111111
2020-10-23,5.791666666666667,36.625,4.166666666666667,15.527777777777777
2020-10-24,1.8333333333333333,29.208333333333332,3.9583333333333335,11.666666666666666
2020-10-25,1.0833333333333333,27.125,4.083333333333333,10.763888888888888
2020-10-26,4.208333333333333,31.833333333333332,3.5833333333333335,13.208333333333334
2020-10-27,4.25,31.333333333333332,4.083333333333333,13.222222222222221
2020-10-28,9.84,67.88,9.2,28.973333333333333
2020-10-29,10.083333333333334,71.91666666666667,9.625,30.541666666666668
2020-10-30,10.875,72.08333333333333,9.458333333333334,30.805555555555554
2020-10-31,3.375,58.833333333333336,11.0,24.402777777777782
2020-11-01,2.1666666666666665,53.916666666666664,12.041666666666666,22.708333333333332
2020-11-02,9.666666666666666,69.25,10.916666666666666,29.944444444444446
2020-11-03,10.333333333333334,68.45833333333333,9.25,29.347222222222218
2020-11-04,8.88,47.6,6.12,20.866666666666667
2020-11-05,8.583333333333334,54.25,6.75,23.194444444444446
2020-11-06,7.875,64.04166666666667,9.75,27.222222222222225
2020-11-07,2.375,52.708333333333336,11.583333333333334,22.222222222222225
2020-11-08,1.3333333333333333,49.708333333333336,10.5,20.51388888888889
2020-11-09,10.041666666666666,64.375,8.791666666666666,27.736111111111114
2020-11-10,8.833333333333334,63.5,9.0,27.11111111111111
2020-11-11,4.56,34.88,5.52,14.98666666666667
2020-11-12,4.125,33.291666666666664,4.458333333333333,13.958333333333334
2020-11-13,4.583333333333333,34.875,13.875,17.77777777777778
2020-11-14,1.4583333333333333,30.5,16.625,16.194444444444443
2020-11-15,0.8333333333333334,29.541666666666668,12.708333333333334,14.361111111111112
2020-11-16,7.0,39.75,12.958333333333334,19.90277777777778
2020-11-17,15.5,58.666666666666664,10.75,28.305555555555554
2020-11-18,13.52,65.28,12.6,30.466666666666665
2020-11-19,13.458333333333334,63.041666666666664,11.333333333333334,29.277777777777775
2020-11-20,10.958333333333334,57.625,8.166666666666666,25.583333333333332
2020-11-21,3.125,41.666666666666664,8.916666666666666,17.902777777777775
2020-11-22,1.5,38.458333333333336,8.333333333333334,16.097222222222225
2020-11-23,9.166666666666666,53.458333333333336,7.541666666666667,23.38888888888889
2020-11-24,14.333333333333334,70.54166666666667,26.666666666666668,37.18055555555556
2020-11-25,14.6,77.84,28.08,40.17333333333333
2020-11-26,6.708333333333333,58.166666666666664,15.208333333333334,26.694444444444443
2020-11-27,9.708333333333334,62.666666666666664,12.458333333333334,28.277777777777775
2020-11-28,3.8333333333333335,50.583333333333336,11.541666666666666,21.986111111111114
2020-11-29,2.1666666666666665,46.333333333333336,10.208333333333334,19.569444444444446
2020-11-30,12.291666666666666,63.416666666666664,9.041666666666666,28.25
2020-12-01,13.375,67.25,9.708333333333334,30.11111111111111
2020-12-02,11.28,58.6,10.2,26.69333333333333
2020-12-03,12.208333333333334,59.833333333333336,9.833333333333334,27.291666666666668
2020-12-04,10.958333333333334,57.166666666666664,9.25,25.791666666666668
2020-12-05,3.125,45.041666666666664,10.625,19.59722222222222
2020-12-06,2.3333333333333335,41.458333333333336,9.458333333333334,17.750000000000004
2020-12-07,11.625,59.75,8.833333333333334,26.73611111111111
2020-12-08,16.0,69.83333333333333,14.083333333333334,33.30555555555555
2020-12-09,16.24,74.84,26.36,39.14666666666667
2020-12-10,16.375,76.83333333333333,23.25,38.81944444444444
2020-12-11,12.75,68.41666666666667,15.375,32.18055555555556
2020-12-12,3.9583333333333335,50.166666666666664,12.708333333333334,22.277777777777775
2020-12-13,2.6666666666666665,46.083333333333336,11.791666666666666,20.180555555555554
2020-12-14,11.25,61.916666666666664,11.541666666666666,28.23611111111111
2020-12-15,11.125,62.333333333333336,11.083333333333334,28.180555555555557
2020-12-16,6.96,42.6,6.76,18.773333333333333
2020-12-17,7.375,41.083333333333336,7.416666666666667,18.625
2020-12-18,12.416666666666666,52.458333333333336,7.666666666666667,24.180555555555557
2020-12-19,5.083333333333333,42.416666666666664,7.416666666666667,18.305555555555554
2020-12-20,2.125,36.041666666666664,9.375,15.847222222222221
2020-12-21,10.666666666666666,51.375,8.333333333333334,23.458333333333332
2020-12-22,10.375,49.958333333333336,6.75,22.361111111111114
2020-12-23,13.52,76.96,11.88,34.12
2020-12-24,10.416666666666666,71.20833333333333,11.625,31.083333333333332
2020-12-25,3.2916666666666665,59.291666666666664,12.875,25.152777777777775
2020-12-26,2.1666666666666665,57.291666666666664,12.125,23.86111111111111
2020-12-27,2.25,56.625,11.583333333333334,23.48611111111111
2020-12-28,9.75,74.91666666666667,10.333333333333334,31.666666666666668
2020-12-29,9.708333333333334,77.5,9.625,32.27777777777778
2020-12-30,9.32,66.92,10.24,28.826666666666668
2020-12-31,12.25,70.79166666666667,10.625,31.222222222222225
2021-01-01,12.0,76.0,17.0,35.0
