Date,Open,High,Low,Close,Adj Close,Volume,ticker
2018-01-02,10.949999809265137,11.069999694824219,9.520000457763672,9.770000457763672,9.770000457763672,0,^vix
2018-01-03,9.5600004196167,9.649999618530273,8.9399995803833,9.149999618530273,9.149999618530273,0,^vix
2018-01-04,9.010000228881836,9.3100004196167,8.920000076293945,9.220000267028809,9.220000267028809,0,^vix
2018-01-05,9.100000381469727,9.539999961853027,9.0,9.220000267028809,9.220000267028809,0,^vix
2018-01-08,9.609999656677246,9.890000343322754,9.319999694824219,9.520000457763672,9.520000457763672,0,^vix
2018-01-09,9.40999984741211,10.09000015258789,9.369999885559082,10.079999923706055,10.079999923706055,0,^vix
2018-01-10,10.109999656677246,10.850000381469727,9.819999694824219,9.819999694824219,9.819999694824219,0,^vix
2018-01-11,9.6899995803833,10.020000457763672,9.619999885559082,9.880000114440918,9.880000114440918,0,^vix
2018-01-12,9.739999771118164,10.3100004196167,9.539999961853027,10.15999984741211,10.15999984741211,0,^vix
2018-01-16,10.420000076293945,12.40999984741211,10.399999618530273,11.65999984741211,11.65999984741211,0,^vix
2018-01-17,11.350000381469727,12.8100004196167,11.180000305175781,11.90999984741211,11.90999984741211,0,^vix
2018-01-18,12.010000228881836,12.399999618530273,11.619999885559082,12.220000267028809,12.220000267028809,0,^vix
2018-01-19,12.300000190734863,12.329999923706055,11.180000305175781,11.270000457763672,11.270000457763672,0,^vix
2018-01-22,11.59000015258789,11.619999885559082,10.84000015258789,11.029999732971191,11.029999732971191,0,^vix
2018-01-23,10.770000457763672,11.569999694824219,10.760000228881836,11.100000381469727,11.100000381469727,0,^vix
2018-01-24,11.0,12.1899995803833,10.890000343322754,11.470000267028809,11.470000267028809,0,^vix
2018-01-25,11.270000457763672,12.010000228881836,11.199999809265137,11.579999923706055,11.579999923706055,0,^vix
2018-01-26,11.399999618530273,11.600000381469727,11.079999923706055,11.079999923706055,11.079999923706055,0,^vix
2018-01-29,11.710000038146973,13.84000015258789,11.680000305175781,13.84000015258789,13.84000015258789,0,^vix
2018-01-30,13.930000305175781,15.420000076293945,13.880000114440918,14.789999961853027,14.789999961853027,0,^vix
2018-01-31,14.229999542236328,14.4399995803833,13.40999984741211,13.539999961853027,13.539999961853027,0,^vix
2018-02-01,13.050000190734863,14.300000190734863,12.5,13.470000267028809,13.470000267028809,0,^vix
2018-02-02,13.640000343322754,17.860000610351562,13.640000343322754,17.309999465942383,17.309999465942383,0,^vix
2018-02-05,18.440000534057617,38.79999923706055,16.799999237060547,37.31999969482422,37.31999969482422,0,^vix
2018-02-06,37.31999969482422,50.29999923706055,22.420000076293945,29.979999542236328,29.979999542236328,0,^vix
2018-02-07,31.3799991607666,31.639999389648438,21.170000076293945,27.729999542236328,27.729999542236328,0,^vix
2018-02-08,27.290000915527344,36.16999816894531,24.40999984741211,33.459999084472656,33.459999084472656,0,^vix
2018-02-09,32.18000030517578,41.060001373291016,27.729999542236328,29.059999465942383,29.059999465942383,0,^vix
2018-02-12,27.25,29.700000762939453,24.420000076293945,25.610000610351562,25.610000610351562,0,^vix
2018-02-13,26.940000534057617,27.81999969482422,24.469999313354492,24.969999313354492,24.969999313354492,0,^vix
2018-02-14,23.479999542236328,25.719999313354492,18.989999771118164,19.260000228881836,19.260000228881836,0,^vix
2018-02-15,18.389999389648438,20.65999984741211,17.600000381469727,19.1299991607666,19.1299991607666,0,^vix
2018-02-16,18.739999771118164,20.989999771118164,17.440000534057617,19.459999084472656,19.459999084472656,0,^vix
2018-02-20,20.530000686645508,21.610000610351562,19.75,20.600000381469727,20.600000381469727,0,^vix
2018-02-21,20.760000228881836,21.040000915527344,16.969999313354492,20.020000457763672,20.020000457763672,0,^vix
2018-02-22,20.56999969482422,20.610000610351562,18.06999969482422,18.719999313354492,18.719999313354492,0,^vix
2018-02-23,17.959999084472656,18.799999237060547,16.469999313354492,16.489999771118164,16.489999771118164,0,^vix
2018-02-26,16.530000686645508,16.940000534057617,15.800000190734863,15.800000190734863,15.800000190734863,0,^vix
2018-02-27,15.829999923706055,18.979999542236328,15.289999961853027,18.59000015258789,18.59000015258789,0,^vix
2018-02-28,18.079999923706055,20.440000534057617,15.649999618530273,19.850000381469727,19.850000381469727,0,^vix
2018-03-01,19.959999084472656,25.299999237060547,19.56999969482422,22.469999313354492,22.469999313354492,0,^vix
2018-03-02,22.469999313354492,26.219999313354492,19.360000610351562,19.59000015258789,19.59000015258789,0,^vix
2018-03-05,21.549999237060547,21.56999969482422,17.940000534057617,18.729999542236328,18.729999542236328,0,^vix
2018-03-06,18.25,19.639999389648438,17.68000030517578,18.360000610351562,18.360000610351562,0,^vix
2018-03-07,20.110000610351562,20.489999771118164,17.520000457763672,17.760000228881836,17.760000228881836,0,^vix
2018-03-08,17.559999465942383,17.68000030517578,14.90999984741211,16.540000915527344,16.540000915527344,0,^vix
2018-03-09,16.40999984741211,16.75,13.3100004196167,14.640000343322754,14.640000343322754,0,^vix
2018-03-12,15.279999732971191,16.350000381469727,15.180000305175781,15.779999732971191,15.779999732971191,0,^vix
2018-03-13,15.699999809265137,16.979999542236328,15.029999732971191,16.350000381469727,16.350000381469727,0,^vix
2018-03-14,16.59000015258789,17.59000015258789,14.9399995803833,17.229999542236328,17.229999542236328,0,^vix
2018-03-15,16.989999771118164,17.40999984741211,15.960000038146973,16.59000015258789,16.59000015258789,0,^vix
2018-03-16,16.600000381469727,16.719999313354492,15.229999542236328,15.800000190734863,15.800000190734863,0,^vix
2018-03-19,16.6299991607666,21.8700008392334,16.559999465942383,19.020000457763672,19.020000457763672,0,^vix
2018-03-20,18.3799991607666,19.309999465942383,18.09000015258789,18.200000762939453,18.200000762939453,0,^vix
2018-03-21,17.760000228881836,18.3700008392334,16.260000228881836,17.860000610351562,17.860000610351562,0,^vix
2018-03-22,18.1299991607666,23.809999465942383,18.1200008392334,23.34000015258789,23.34000015258789,0,^vix
2018-03-23,24.020000457763672,26.010000228881836,21.6299991607666,24.8700008392334,24.8700008392334,0,^vix
2018-03-26,23.40999984741211,24.540000915527344,20.709999084472656,21.030000686645508,21.030000686645508,0,^vix
2018-03-27,20.329999923706055,24.059999465942383,19.84000015258789,22.5,22.5,0,^vix
2018-03-28,22.520000457763672,24.940000534057617,21.709999084472656,22.8700008392334,22.8700008392334,0,^vix
2018-03-29,22.8700008392334,23.049999237060547,19.600000381469727,19.969999313354492,19.969999313354492,0,^vix
