,id,ticker,title,category,content,date,provider,url,article_id
175239,396755,SO,Explainer  How the path to the Democratic presidential nomination is different in 2020,news,"By Jarrett Renshaw and Ginger Gibson WASHINGTON  Reuters    The Democratic Party will officially nominate a 2020 presidential candidate at its convention in July  a process that begins on Monday with the Iowa caucuses and ends with the Puerto Rico primary in June  The goal is to amass on a state by state basis the 1 991 delegates needed to secure the nomination on the first ballot at the convention in Milwaukee  A candidate must get at least 15  of the vote statewide or in an individual congressional district to be awarded delegates  The nominating process will be much different this time around after Democrats made changes aimed at increasing participation and ensuring transparency  The following explains some key changes   For a graphic on the delegate race  see   FEWER CAUCUSES In 2020  Democrats will hold caucuses in four states   Iowa  Nevada  North Dakota and Wyoming   far fewer than the 18 conducted in states and territories in the 2016 campaign  Caucuses require voters to attend a lengthy meeting in person and vote in the open by raising their hand or gathering with fellow supporters  The process has been criticized as undemocratic because it can dampen participation and is subject to intimidation  In person meetings at a set time can often be difficult for shift workers or parents to attend   The caucus system favors candidates with a strong  active base instead of broader support  U S  Senator Bernie Sanders of Vermont  for example  significantly outperformed his rival  Hillary Clinton  in caucuses in the 2016 campaign  In primaries  voters show up to their polling place and check the box for the candidate of their choice  SUPER TUESDAY TO PLAY A BIGGER ROLE  The first states to vote   Iowa and New Hampshire   have always had an outsized role in picking nominees   This year  Super Tuesday   when 14 states will vote on March 3  could hold more sway   California moved its primary from early June to Super Tuesday  With Texas already on the Super Tuesday calendar  the switch means the nation s two most populous states with a total of 643 delegates   both with large Hispanic populations   will vote on the same day  South Carolina may see the biggest drop in attention because of the rise of Super Tuesday  Traditionally  South Carolina has held the first Southern  NYSE SO  primary  and is the first state to vote with a sizable black population   This year  South Carolina votes on Feb  29 with Super Tuesday just three days later  Most polling in the state has former Vice President Joe Biden with a sizable lead  Activists in South Carolina say they have already seen a drop in visits from candidates this year  If candidates are forced to choose between campaigning in a state where they are way behind in polls or trying to bolster their fortunes in Super Tuesday states  it is possible South Carolina could receive little attention from many candidates   WHEN CAN WE EXPECT A DEMOCRATIC NOMINEE  Democrats are looking at a more compressed calendar this year than in past presidential nominating cycles  and the sped up voting could produce a nominee more quickly  When more than two dozen candidates initially announced intentions to run  Democrats were privately concerned that the large field could result in a contest that stretched for months   Compounding that fear was a concern of a repeat of 2016  when Sanders refused to concede even long after it was clear he could not win  But the field of Democratic hopefuls has narrowed drastically before the voting begins  A week before Iowa votes  12 Democrats remain with only five of them polling nationally above 5    The compressed calendar may help one Democrat consolidate support more quickly  After Super Tuesday  nearly 30  of the eligible U S  population will have had a chance to participate in picking the nominee  By the end of March  elections covering well over 50  of the party s delegates will have taken place  There is one candidates trying to throw a wrench into anyone s efforts to ride momentum in the early primary contests to victory on Super Tuesday  Michael Bloomberg   The billionaire media mogul entered the race late and has been pumping millions of dollars of his own wealth into trying to be competitive on Super Tuesday  If he picks up enough delegates on Super Tuesday  it could make it harder for another candidate to consolidate support and secure the nomination  WHAT ABOUT SUPERDELEGATES  Superdelegates are elected Democratic officeholders who are part of each state s delegation but are not committed to vote based on the outcome of the state s nominating contest  All Democratic members of Congress and state governors are superdelegates   In 2016  many superdelegates announced early support for Clinton  drawing criticism that the party was tipping the scales in her favor  Superdelegates have not been eliminated in 2020  but new rules limit their influence  This cycle  they will likely not vote on the first ballot at the convention   To win on the first ballot  a candidate must secure the majority of the party s 3 979 pledged delegates available during the nominating contests leading up to the Democratic convention  If the front runner has fewer than 1 991 delegates  the convention will hold a second vote  On subsequent ballots  all delegates become unpledged and superdelegates can also vote   Then  a majority of all 4 750 delegates will be needed to secure the nomination   
If a candidate wins a supermajority of pledged delegates   or about 2 378   then superdelegates are permitted to vote on the first ballot ",2020-02-02,Reuters,https://www.investing.com/news/politics/explainer-how-the-path-to-the-democratic-presidential-nomination-is-different-in-2020-2073838,2073838
175240,396756,SO,BTC Halving Countdown  Kobe Death Exploited  Donut Row  Hodler s Digest  Jan  27 Feb  2,news,"Coming every Sunday  Hodler s Digest will help you track every single important news story that happened this week  The best  and worst  quotes  adoption and regulation highlights  leading coins  predictions and much more   a week on Cointelegraph in one link 
SEC tells Telegram its crypto is worth less than donutsThe United States Securities and Exchange Commission has gotten its claws out as it takes Telegram to task over its offering for Gram tokens  In a feisty memo to the Southern  NYSE SO  District Court of New York  the regulator rejected the messaging platform s claims that its tokens are a commodity  It wrote   Unlike gold  comic books  and Krispy Kreme donuts    commodities Telegram compares to Grams   Grams have no intrinsic value   Ouch  Telegram raised a cool  1 7 billion through an ICO in 2018  but the company is accused of failing to register with the SEC in advance  The commission s latest memo went on to accuse Telegram of doing  a two step around registration provisions  
 12 to  12 000  The  100 000 Bitcoin halving is fewer than 100 days awayBitcoin ain t what it used to be  pioneer investor saysCoinbase and Ripple execs unveil masterplan to drive U S  crypto adoptionCybercriminals hide crypto mining script behind Kobe Bryant wallpaperBitcoin  100 000 bull run is here  say crypto YouTubersTrezor wallets can be hacked  Kraken revealsFormer UFC star and BTC bull Ben Askren   I think XRP is a scam LocalBitcoins quietly suspends accounts in multiple regions without noticeDavos 2020  Awaited regulations  unexpected enthusiasm  new challengesAs the WEF warms to crypto  its head of blockchain talks empowermentFive of the most expensive NFTs sold in 2019",2020-02-02,Cointelegraph,https://www.investing.com/news/cryptocurrency-news/btc-halving-countdown-kobe-death-exploited-donut-row-hodlers-digest-jan-27feb-2-2073943,2073943
175241,396757,SO,Lakers  James picks No  2 for All Star Game as tribute,news,"Los Angeles Lakers forward LeBron James had a choice for the NBA All Star Game later this month in Chicago 
He could choose to have his team wear No  24 to honor Kobe Bryant  who died Jan  26 in a helicopter crash  Or he could opt for his team to wear No  2 to honor Bryant s daughter  Gianna  a budding basketball star who died with her famous father and seven others on a foggy morning in Southern  NYSE SO  California 
James  who has a 5 year old daughter of his own  quickly chose No  2 to honor Gianna 
 It felt like these last three years were the happiest I ve ever seen him   James told reporters of his mentor and Lakers predecessor   I think we all can say that  It was the happiest I ve ever seen him  being able to just be with his daughters  be with his family     
 To see him these last three years just being     y all see  GirlDad   the hashtag  I m a girl dad  My brother right here  Anthony Davis  is a girl dad  
James told reporters that he thought of his daughter  Zhuri  as he chose No  2 
Monday was another day of tributes to Kobe Bryant  who died with Gianna and seven others in the crash in the hills of Calabasas  Calif  University of Connecticut women s basketball coach Geno Auriemma wore Bryant s Lakers jersey under his jacket and over his shirt and tie during his team s home game against Oregon 
The Huskies honored Gianna last week by placing a No  2 jersey on its bench  Gianna had said she wanted to one day play at UConn 
Also on Monday  the Lakers took down a large public memorial to Bryant across from the Staples Center on Monday  The team will store the donated items and may relocate the memorial or donate it to the Bryant family depending on the family s wishes 
James said Bryant remains at the top of mind for players on the Lakers  who pulled away for a 129 113 win over the Sacramento Kings on Saturday after scoring 81 points in the first half 
 The fact that we scored 81 points     in the first 24 minutes  how eerie that was  and then both teams  combined points were 242   like 24 for Kobe and 2 for Gianna   there was some weird stuff going on   James said 
  Field Level Media",2020-02-03,Reuters,https://www.investing.com/news/general/lakers-james-picks-no-2-for-allstar-game-as-tribute-2075032,2075032
175242,396758,SO,Cases Top 20 600  SEC Warns of Coronavirus Scams  Virus Update,news," Bloomberg     Sign up for Next China  a weekly email on where the nation stands now and where it s going next 
An  export boom  from the U S  trade deal with China will be delayed because of the coronavirus outbreak  said White House economic adviser Larry Kudlow  More than 20 600 cases have now been reported  an increase from about 17 000 the previous day  The U S  Securities and Exchange Commission warned the public about scams related to the virus 
The U K  government asked its citizens to leave China  while Hong Kong reported a death from the coronavirus  confirming the second fatality outside the mainland 
Bloomberg is tracking the outbreak on the terminal and online 
Key Developments 
Deaths in China rise to 425  including 414 in HubeiChina unlikely to delay trade deal implementation  Global TimesGlobal stocks rally  China sell off halts  commodities stabilizeEconomists cut China s growth forecast on coronavirus impactVirus puts China s two main economic goals on collision courseSEC Warns About Virus Investment Scams  1 44 p m  NY 
At least one group appears to be benefiting from the coronavirus  financial fraudsters 
That s according to the U S  Securities and Exchange Commission  which is warning investors to be on the lookout for scams tied to the virus s spread  The regulator said in a Tuesday statement that it s become aware of a number of online promotions  including some on social media  that aim to attract investments in companies on the false premise that they can prevent  detect or cure infections 
 We urge investors to be wary of these promotions  and to be aware of the substantial potential for fraud at this time   the SEC said 
WHO Says 684 People Have Recovered From Coronavirus  12 21 p m  NY 
Six hundred eighty four people have recovered from coronavirus infections  according to Maria Van Kerkhove  an epidemiologist serving on the World Health Organization s emergency committee  The death toll has climbed to at least 425  the group said Tuesday 
The UN agency plans to hold a research meeting on the virus next week  Director General Tedros Adhanom Ghebreyesus said during a briefing in Geneva  The outbreak was declared an international public health emergency by the WHO last week 
The WHO estimated the cost of supporting member countries during the outbreak at  676 million 
U S  Colleges Halt Programs  Suspend Travel  12 06 p m  NY 
Universities across the U S  are moving to protect their students and faculty from the coronavirus outbreak  About 370 000 Chinese students attend college in the U S   one third of all foreign students and more than any other country  according to the Institute of International Education 
Princeton University ordered some students who returned to campus from China to isolate themselves  The University of Southern  NYSE SO  California suspended study abroad programs in the country  Trinity University brought back six students studying in China 
 You d be hard pressed to find a major U S  university that doesn t have some form of engagement in China   said Michael Schoenfeld  a spokesman for Duke University in Durham  North Carolina   If you re a global institution and you re not prepared for something of this scale  you re going to have to get there  
Virus to Delay U S  Export Boom to China  Kudlow Says  9 32 a m  NY 
The  export boom  from the U S  s trade deal with China will be delayed because of the coronavirus outbreak  but the economic impact  is going to be minimal   White House economic adviser Larry Kudlow said 
 It s not a catastrophe  it s not a disaster    we ve been through this before  I think the impact is going to be minimal   Kudlow said on Fox Business Tuesday   It s going to be much tougher for China  
Last week  Kudlow said the U S  hasn t seen any major effects on its economy from the coronavirus epidemic  and will refrain from using it as leverage in the second phase of China trade talks 
Hong Kong Jockey Club Shuts All Off Course Betting Branches  8 52 a m  NY 
Hong Kong s Jockey Club shut all 101 off site betting branches indefinitely  The club is  critically considering a further reduction of on site participation by our customers starting from this Saturday  
OPEC s Own Analysis Shows Modest Slowdown in Oil Use  8 39 a m  NY 
An internal analysis presented to OPEC and its allies estimated a reduction in average global oil demand growth of 200 000 barrels a day this year in the worst case scenario for the spread of the coronavirus   BP   LON BP  said earlier that the outbreak is threatening to wipe out 300 500 000 barrels of daily demand 
U K  Government Tells British Citizens to Leave China  7 46 a m  NY 
Foreign Secretary Dominic Raab told all Britons  who are able to leave China to do so   The government is advising against  all but essential  travel to the mainland 
German Coronavirus Outbreak Began With Patient Who Had Symptoms  7 29 a m  NY 
A Chinese woman who touched off a cluster of coronavirus cases in Germany last month was experiencing symptoms during her visit  according to health officials in Berlin  This information differs from a paper published in the New England Journal of Medicine  which stated that the woman appeared to have transmitted the virus while still in the incubation phase
OPEC  Consults China to Analyze Virus Threat  7 17 a m  NY 
OPEC  consulted with a Chinese ambassador as it conducted an urgent assessment of how the coronavirus may hurt oil demand  and what measures the group could take in response  Earlier on Tuesday  BP warned the outbreak could wipe out a third of global oil demand growth this year 
Indonesia Drops Plan to Halt Chinese Food Imports  6 50 a m  NY 
Indonesia scrapped a plan to ban all Chinese food imports to prevent the spread of the coronavirus after Beijing warned of the  negative impact  of such measures on investment and the economy  The government will only prohibit the entry of live animals from China  while shipments of food including garlic and fruits will continue as usual 
WHO Says Virus Hasn t Caused Pandemic  6 48 a m  NY 
The WHO said the coronavirus hasn t shown much mutation yet or caused a pandemic  with the strategy still to extinguish transmission  There are unknowns that remain about the virus and the agency expects to be able to give a better estimate of the severity of the disease in coming days  the WHO s Sylvie Briand said at a briefing in Geneva 
The U S  had said earlier it s preparing for a possible pandemic 
Hong Kong Exchange Agrees Delays to Earnings Reports  6 45 p m  HK 
Hong Kong listed companies were given flexibility to report earnings with an upcoming end of March deadline  Companies having trouble moving personnel and auditors across mainland China and Hong Kong have been asked to report this as soon as possible 
China Unlikely to Delay Trade Deal Implementation  Global Times  6 34 p m  HK 
Chinese firms  purchase of U S  goods will be delayed in the first quarter  but they can increase purchases later this year as the obligation is measured annually  Global Times reported  citing a researcher closely associated with the talks 
Cathay Pacific to Cut 90  of Flights to China  6 32 p m  HK 
The airline plans to reduce operations across its entire network over the next two months  The coronavirus outbreak is taking a heavy toll on the carrier already battered by anti government protests in Hong Kong  The total impact across Cathay s network will be a reduction of about 30  in capacity 
Singapore Sees First Local Virus Transmission  6 p m  HK 
Four cases that involve human to human transmission of novel coronavirus infection in Singapore were among the six additional cases confirmed  according to a statement by the health ministry on Tuesday 
Vietnam to Quarantine People Entering From China  5 35 p m  HK 
The Vietnamese prime minister has ordered officials to quarantine anyone who entered the country from China over the last two weeks  The government has already suspended the issuance of tourist visas to Chinese nationals and other foreigners seeking to visit from China 
Thailand Confirms Six New Cases  5 18 p m  HK 
Total confirmed count has now risen to 25  with 17 in hospital  This includes a 70 year old who is in a  serious  condition  Thailand now has the most number of confirmed cases outside China 
Chloroquine Phosphate Could Help Treat Virus  4 51 p m  HK 
Chloroquine phosphate has  therapeutic effects  in treating pneumonia caused by the novel coronavirus in clinical trials  China s National Center for Biotechnology Development said 
Hong Kong Retail Sales Slide  4 33 p m  HK 
Hong Kong retail sales tumbled for an 11th month in December  The economy  which was already reeling from months of anti government protests  now faces the prospect of disruption from the virus outbreak 
BOJ s Kuroda Signals Concern Over Coronavirus  4 16 p m  HK 
Bank of Japan Governor Haruhiko Kuroda said the bank won t hesitate to take action to cope with the virus s economic impact if necessary  His remarks contrasted with comments last month when he said it was too early to assume the outbreak would pose as big a threat as the 2003 SARS contagion 
Carlsberg  CSE CARLa  Forecasts Earnings Slowdown  Swatch Cancels Show  3 50 p m  HK 
The business impact spread  with Carlsberg A S forecasting slower earnings growth as the coronavirus closes restaurants and late night drinking establishments in many cities  Pandora A S also warned the outbreak could hurt growth 
Swatch Group  SIX UHR  AG  the maker of Omega timepieces  canceled a Zurich watch show scheduled to begin later this month 
Hong Kong Confirms Death  3 25 p m  HK 
A 39 year old male who was infected with the novel coronavirus died Tuesday morning at Princess Margaret Hospital in Hong Kong  a Hospital Authority spokesman said by phone 
The fatality marks the first in Hong Kong  and the second death outside of mainland China  A 44 year old Chinese male from Wuhan died in the Philippines on Feb  1  Hong Kong has 15 confirmed cases of the coronavirus 
The man in Hong Kong  who had an underlying illness  hadn t visited any health care facilities  wet or seafood markets  and had no exposure to wild animals during the incubation period  according to a government statement on Jan  31 
China Fires Red Cross Official for Virus Linked Violation  3 15 p m  HK 
Zhang Qin  vice head of the Hubei government linked Red Cross society  was removed from his position for violations in receiving and distributing donations and faulty information disclosure  according to the local discipline commission 
Two other Red Cross officials were also punished  according to a statement 
The government has vowed to punish officials who delay or fail to disclose virus information  The ruling Communist Party is anxious to avoid a repeat of SARS  during which it was criticized for initially covering up the scale of the problem 
Economists Cut China s Growth Forecast  2 51 p m  HK 
The outbreak of the coronavirus and China s efforts to stop the spread mean the economy will grow slower this quarter than first thought  according to economists 
 Goldman Sachs Group  Inc  NYSE GS   UBS Group AG and Macquarie Group Ltd  are among those cutting their growth forecast for the first quarter and full year  First quarter GDP is seen slowing to 3 8  4 8   Read the full story here 
Meanwhile  China s car sales are likely to slump the most on record in the first two months of 2020 as the coronavirus keeps buyers away from showrooms  Sales are set to fall by 25  to 30  in the period  according to a preliminary forecast by Cui Dongshu  secretary general of China Passenger Car Association 
Macau Asks Casinos to Close  1 54 p m  HK 
Shares of casino operators slumped as Macau asked them to temporarily close in a bid to contain the spread of the coronavirus  The request to shut down the world s largest gaming hub for half a month would be the latest blow to the gambling mecca that s been struggling to recover from the worst annual revenue decline since 2015 
The proposal needs to be discussed with the industry  Macau Chief Executive Ho Iat seng said in a briefing  He added that the city would be able to afford the economic cost  This would be the first time casinos have closed since a typhoon in 2018  A Bloomberg Intelligence index of Macau gaming shares dropped as much as 3 7  
Hyundai to Halt Korea Output on Parts Shortage  12 49 p m  HK 
Hyundai Motor Co  is halting production in South Korea this week because of a component shortage caused by the coronavirus  the first global automaker to suspend output outside China because of the outbreak 
The carmaker has been hit by a shortage of a wiring component made by a Chinese supplier  whose operations have been halted after a worker was infected by the virus  Hyundai Motor s labor union said  Production may resume from Feb  11 or Feb  12  a spokesman for the union said by phone  A company spokesman confirmed the suspension without giving details 
Xi Warns Virus May Impact China s Stability  11 20 a m  HK 
Chinese President Xi Jinping called on all officials to quickly work together to contain the coronavirus at a rare meeting of top leaders  saying the outcome would directly impact social stability in the country 
The effort to contain the virus directly affects people s health  China s economic and social stability  and the country s process of opening up  he told a meeting of the Communist Party s powerful Politburo Standing Committee on Monday  Leaders also urged officials  to achieve the targets of economic and social development this year  and  promote stable consumer spending  
Read the full story here 
Cruise Passengers Remain Quarantined  9 59 a m  HK 
Carnival  NYSE CCL  Corp  s Princess Cruises said it will delay disembarking passengers on board a ship in Japan by as much as 24 more hours  after a passenger tested positive for coronavirus on Feb  1 
Japan s health authority is currently testing the health of the 2 666 passengers and 1 045 crew 
The Diamond Princess cruise ship arrived in Yokohama Monday morning after 16 days of sailing  On Saturday  the passenger  who was from Hong Kong  tested positive for coronavirus at a local hospital there  according to Princess Cruises ",2020-02-04,Bloomberg,https://www.investing.com/news/stock-market-news/cases-top-20600-sec-warns-of-coronavirus-scams-virus-update-2075811,2075811
175243,396759,SO,One dead  81 injured in Mexico after truck ferrying migrants overturns,news,"MEXICO CITY  Reuters    One person died and 81 others were injured on Tuesday when a truck crammed with Central American migrants flipped over in Southern  NYSE SO  Mexico on a highway that leads to the United States  according to officials in the Mexican state of Veracruz 
It was not immediately clear what caused the accident near the southeastern city of San Andres Tuxtla  about 515 kilometers  320 miles  from Mexico City  on the Carretera 180 highway snaking up to Texas 
 The majority  of the injured  were from Guatemala and others were Hondurans   Mexico s National Guard said in a statement  without providing detail on the severity of the injuries 
Human rights advocates have long warned that Mexico s tougher stance on immigration was likely to drive migrants deeper into the shadows  forcing them to rely on smugglers and unsafe modes of transport 
Reuters photos from the site of the accident showed a white  medium sized commercial truck overturned in a ditch  with the driver s window crushed 
Mexico s President Andres Manuel Lopez Obrador has tasked the National Guard militarized police with preventing migrants from reaching the United States amid fierce pressure from Washington to stem the flow of U S  bound migrants from Central America 
The majority of the injured migrants were taken to two nearby hospitals and a temporary shelter was established to treat some of the injured  Veracruz s civil protection agency said in a statement ",2020-02-04,Reuters,https://www.investing.com/news/world-news/one-dead-81-injured-in-mexico-after-truck-ferrying-migrants-overturns-2076141,2076141
175244,396760,SO,Craig Wright Accused of Confusing Trial Proceedings,news,"The counsel for the estate of Dave Kleiman has accused self proclaimed  Satoshi Nakamoto  Craig Wright of abusing attorney client privilege to withhold documents and confuse trial proceedings 
On Feb  2  plaintiff Ira Kleiman   the late Dave Kleiman s brother and personal representative of the estate   filed a memorandum challenging Craig s privilege designations with the United States Southern  NYSE SO  District Court of Florida ",2020-02-05,Cointelegraph,https://www.investing.com/news/cryptocurrency-news/craig-wright-accused-of-confusing-trial-proceedings-2076485,2076485
175245,396761,SO,China drafts banks  brokerages and funds into war on virus,news,"SHANGHAI HONG KONG  Reuters    China s President Xi Jinping is enlisting the state dominated financial sector in a war against a virus outbreak that has killed more than 500  mobilizing lenders  brokerages and fund managers to pump resources into stricken parts of the economy 
Answering Beijing s call  banks are rushing to offer virus fighting loans at ultra low rates  investment banks are helping companies issue anti virus bonds faster  and managers of mutual funds are refraining from selling stocks  to damp market panic 
Concerted efforts to rein in the virus that emerged late last year in the central city of Wuhan highlight the centralized power the ruling Communist Party wields in a sector dominated by state owned companies 
But the campaign  which has stirred memories of government rescue efforts during a market crash in 2015  deepens concern over corporate governance in China and risks sowing seeds of future trouble 
Wuhan DDMC Culture   Sports Co  SS 600136   a leisure company in the city  won Shanghai Stock Exchange approval to issue bonds of up to 600 million yuan   86 million  via a  green channel  created for virus hit companies  it said on Thursday 
 It s like receiving charcoal on a snowy day   the company  whose operations were wrecked by the epidemic  said on its website 
Three other companies   Zhuhai Huafa Group  Sichuan Kelun Pharmaceutical and China Nanshan Development Group   have raised a combined 2 1 billion yuan   301 million  this week by issuing bonds via the interbank market  to fund virus battling efforts 
Proceeds from the debt issuance  which won quicker than usual approval from regulators  will fund drug discovery programs and hospital construction  the companies said 
Regulators have also asked banks to inject cheap funds into virus stricken areas  and not to withdraw loans from companies suffering the impact  Sectors such as tourism  transport and leisure are the worst hit 
Bank of Suzhou  in the eastern province of Jiangsu  vowed to cut financing costs for hundreds of small corporate clients and bolster lending 
For companies such as food producers  logistics firms and makers of anti virus drugs  it will cut the rate on loans by 10 basis points below the lending benchmark  to stand as low as 3 98  
A loan officer at Bank of China promised special treatment for those defaulting because of virus fallout  saying the central bank would cap interest on loans to firms with operations critical to beating the virus  such as makers of masks and drugs 
He added   Such companies will enjoy the lowest possible rates  
But the orchestrated support also triggered concerns of moral hazard among some 
 I m afraid many companies about to go bankrupt will come and say their businesses are affected by the virus outbreak   said a bond fund manager  who declined to be named 
A flurry of government support has helped stabilize stocks in China s equity market after a plunge on Monday 
Regulators have told major mutual fund companies and insurers not to cut net equity positions this week  and urged brokerages to limit short selling activities by clients  said sources who sought anonymity 
Fund managers were also nudged to do their bit  China s fund association  which is supervised by the securities regulator  said employees at 26 mutual fund houses had put their own money   or more than 2 billion yuan   287 million    into fund products since Monday 
Shi Bo  a fund manager at China Southern  NYSE SO  Asset Management  added his remarks to a chorus of market soothing views orchestrated by regulators 
 Despite short term corrections triggered by the new virus outbreak  the long term uptrend of the A share market is intact   he wrote this week ",2020-02-06,Reuters,https://www.investing.com/news/economic-indicators/china-drafts-banks-brokerages-and-funds-into-war-on-virus-2077644,2077644
175247,396763,SO,Pimco ex CEO faces prison in U S  college admissions bribery scheme,news,"By Peter Szekely
 Reuters    The former head of asset management firm Pimco faces two years in prison if prosecutors get their way when he is sentenced on Friday for his part in a scheme in which privileged parents paid bribes to get their children into U S  colleges 
Douglas Hodge  who prosecutors called among  the most culpable  of 35 parents charged  would become the 15th person to be sentenced since the nationwide cheating scandal came to light last March 
While the other 14 defendants received prison terms ranging from one day to six months  prosecutors said Hodge and three others who entered guilty pleas in October deserve stiffer sentences 
 They are repeat players  who engaged in the conspiracy again and again  over years   Boston U S  Attorney Andrew Lelling said in a sentencing memo this week 
Hodge  who retired as chief executive of Allianz SE s  DE ALVG  California based Pimco in 2016  paid bribes totaling  850 000 over nearly 11 years to get two of his children into Georgetown University and two others into the University of Southern  NYSE SO  California  prosecutors said 
He tried and failed to offer bribes to get a fifth child into Loyola Marymount University  they said 
Prosecutors asked U S  District Court Judge Nathaniel Gorton to impose a sentence of 24 months  which they called the low end of range that runs up to 30 months under sentencing guidelines 
In all  53 people have been charged in the college admissions scandal  including  Desperate Housewives  star Felicity Huffman and  Full House  actress Lori Loughlin  Huffman pleaded guilty and served less than two weeks in prison  while Loughlin pleaded not guilty 
The case revolves around consultant William  Rick  Singer  who admitted in March that he facilitated cheating on college entrance exams and bribed sports coaches to present his clients  children as fake athletic recruits 
Singer  who has yet to be sentenced  is cooperating with prosecutors 
Hodge s lawyers sought leniency  citing his philanthropy  devotion to his children and Singer s deception in telling him that his money would go toward university programs and underprivileged student athletes 
Hodge insisted  contrary to a prosecution claim  that he never involved his children in the scheme  He admitted that he did not pull out of the scheme once he learned of Singer s deception 
 For that  I am deeply ashamed and remorseful   he wrote in a letter to the judge 






Hodge s lawyers asked the judge to consider splitting incarceration with home detention  along with supervised release  a fine and a  robust community service program  ",2020-02-07,Reuters,https://www.investing.com/news/world-news/pimco-exceo-faces-prison-in-us-college-admissions-bribery-scheme-2079021,2079021
175249,396765,SO,Masked white nationalists march in Washington with police escort,news,"WASHINGTON  Reuters    Police escorted masked members of a white nationalist group on a march through Washington s National Mall on Saturday that Metropolitan Police said occurred without incident or arrests 
More than 100 members of the Patriot Front  dressed in khaki pants and caps  blue jackets and white face masks  shouted  Reclaim America   and  Life  liberty  victory   video of the march showed 
The Southern  NYSE SO  Poverty Law Center describes the Patriot Front as a white nationalist group that broke off from a similar organization  Vanguard America  in the aftermath of the deadly  Unite the Right  rally in Charlottesville  Virginia in 2017 
At that rally  self described neo Nazi James Fields drove his car into a group of counter protesters  killing 32 year old Heather Heyer  He was convicted of first degree murder and sentenced to life in prison in 2018 
U S  President Donald Trump drew criticism from his fellow Republicans as well as Democrats for saying that  both sides  were to blame for the deadly 2017 incident 
Video of Saturday s march in Washington posted on the News2Share Facebook  NASDAQ FB  page showed occasional hecklers  but there appeared to be no organized counter protest movement waiting for the Patriot Front as the group marched from the Lincoln Memorial to the U S  Capitol grounds and later a nearby Wal Mart  NYSE WMT  parking garage 
They were accompanied by dozens of police  some on bicycles  but it was unclear whether the group had obtained a permit for the march  A spokeswoman for District of Columbia Metropolitan Police said it had no record of a permit for the march  Capitol Police and the National Park Service could not immediately be reached for comment 
The Metropolitan Police spokeswoman said that the  First Amendment demonstration was peaceful with no incidents or arrests  ",2020-02-09,Reuters,https://www.investing.com/news/politics/masked-white-nationalists-march-in-washington-with-police-escort-2079939,2079939
175258,396774,SO,SEC Tells Telegram Its Crypto Is Worth Less Than Donuts,news,"On Jan  27   the Securities and Exchange Commission  SEC  fortified its case against Telegram  saying its Gram token is worth less than donuts  
In the latest in their battle with Telegram and the Telegram Open Network  TON   the SEC argued in a memo to the Southern  NYSE SO  District Court of New York ",2020-01-29,Cointelegraph,https://www.investing.com/news/cryptocurrency-news/sec-tells-telegram-its-crypto-is-worth-less-than-donuts-2070870,2070870
