date,steve jobs,aapl,iphone,ipad,macbook,score
2018-07-06,0.5833333333333334,39.416666666666664,82.45833333333333,12.75,7.166666666666667,28.474999999999994
2018-07-07,0.4583333333333333,40.666666666666664,89.16666666666667,13.791666666666666,7.083333333333333,30.233333333333338
2018-07-08,0.72,41.76,90.88,14.16,7.2,30.943999999999996
2018-07-09,0.7083333333333334,40.583333333333336,83.70833333333333,12.708333333333334,7.541666666666667,29.05
2018-07-10,0.625,39.25,81.16666666666667,12.708333333333334,7.583333333333333,28.26666666666667
2018-07-11,0.5833333333333334,39.791666666666664,80.66666666666667,12.666666666666666,7.333333333333333,28.208333333333336
2018-07-12,0.375,42.208333333333336,83.83333333333333,13.25,9.375,29.80833333333333
2018-07-13,0.5416666666666666,43.625,85.16666666666667,13.166666666666666,11.208333333333334,30.741666666666667
2018-07-14,0.5,42.25,88.20833333333333,13.916666666666666,9.375,30.849999999999994
2018-07-15,0.48,41.44,87.6,14.36,8.32,30.439999999999998
2018-07-16,0.5416666666666666,43.375,84.83333333333333,13.833333333333334,9.208333333333334,30.358333333333338
2018-07-17,0.625,43.166666666666664,83.66666666666667,13.625,9.208333333333334,30.058333333333337
2018-07-18,0.5833333333333334,41.875,83.58333333333333,13.291666666666666,8.958333333333334,29.65833333333333
2018-07-19,0.75,41.0,82.70833333333333,13.083333333333334,8.666666666666666,29.241666666666664
2018-07-20,0.6666666666666666,40.0,82.375,12.791666666666666,8.125,28.791666666666664
2018-07-21,0.625,41.541666666666664,87.5,14.083333333333334,8.208333333333334,30.39166666666667
2018-07-22,0.64,43.04,91.32,15.0,9.04,31.808
2018-07-23,0.6666666666666666,42.0,84.91666666666667,13.333333333333334,8.625,29.90833333333334
2018-07-24,0.7083333333333334,42.208333333333336,82.875,13.166666666666666,9.041666666666666,29.6
2018-07-25,0.625,40.833333333333336,82.29166666666667,13.125,8.708333333333334,29.116666666666667
2018-07-26,0.6666666666666666,40.375,80.70833333333333,12.708333333333334,8.208333333333334,28.53333333333334
2018-07-27,0.7083333333333334,39.875,81.66666666666667,12.791666666666666,7.958333333333333,28.6
2018-07-28,0.625,41.541666666666664,87.54166666666667,13.833333333333334,8.083333333333334,30.325000000000006
2018-07-29,0.56,43.04,90.16,15.2,8.72,31.535999999999994
2018-07-30,0.625,42.375,84.0,13.416666666666666,8.791666666666666,29.84166666666666
2018-07-31,0.7083333333333334,44.958333333333336,83.29166666666667,13.166666666666666,8.208333333333334,30.06666666666667
2018-08-01,0.75,45.333333333333336,83.33333333333333,13.291666666666666,8.375,30.21666666666666
2018-08-02,1.4166666666666667,48.125,83.0,13.416666666666666,8.541666666666666,30.899999999999995
2018-08-03,2.1666666666666665,48.083333333333336,84.58333333333333,13.583333333333334,8.291666666666666,31.34166666666666
2018-08-04,1.9583333333333333,44.541666666666664,88.29166666666667,14.75,8.0,31.508333333333336
2018-08-05,1.12,44.0,90.12,14.76,8.28,31.656
2018-08-06,0.9583333333333334,43.583333333333336,84.04166666666667,13.458333333333334,8.5,30.108333333333338
2018-08-07,0.875,42.875,83.04166666666667,13.333333333333334,8.5,29.725
2018-08-08,0.9583333333333334,42.625,82.79166666666667,13.458333333333334,8.375,29.64166666666667
2018-08-09,0.9166666666666666,42.25,82.79166666666667,13.333333333333334,8.25,29.508333333333336
2018-08-10,0.75,41.958333333333336,84.04166666666667,13.666666666666666,8.25,29.73333333333333
2018-08-11,0.875,43.25,89.83333333333333,14.583333333333334,8.583333333333334,31.425
2018-08-12,0.96,42.28,90.2,14.68,8.52,31.328000000000003
2018-08-13,0.7083333333333334,42.25,82.95833333333333,13.416666666666666,8.458333333333334,29.55833333333333
2018-08-14,0.7916666666666666,41.791666666666664,82.33333333333333,13.0,8.541666666666666,29.291666666666664
2018-08-15,0.6666666666666666,41.416666666666664,82.54166666666667,12.958333333333334,8.625,29.241666666666667
2018-08-16,0.7916666666666666,40.541666666666664,79.29166666666667,12.791666666666666,8.166666666666666,28.316666666666663
2018-08-17,0.75,40.625,78.83333333333333,12.833333333333334,7.833333333333333,28.175
2018-08-18,0.7083333333333334,41.416666666666664,84.41666666666667,14.0,7.875,29.683333333333337
2018-08-19,0.96,42.92,87.24,14.4,8.56,30.816000000000003
2018-08-20,0.8333333333333334,42.625,80.41666666666667,13.458333333333334,8.916666666666666,29.25
2018-08-21,0.875,41.583333333333336,79.70833333333333,13.041666666666666,8.75,28.791666666666664
2018-08-22,0.875,41.708333333333336,79.91666666666667,13.0,8.916666666666666,28.883333333333333
2018-08-23,0.9166666666666666,41.708333333333336,78.58333333333333,12.916666666666666,8.708333333333334,28.56666666666667
2018-08-24,1.125,40.833333333333336,78.625,12.958333333333334,8.083333333333334,28.325000000000006
2018-08-25,0.9583333333333334,42.875,84.54166666666667,14.083333333333334,8.166666666666666,30.125
2018-08-26,0.92,45.04,90.36,15.52,8.76,32.12
2018-08-27,1.0833333333333333,44.75,82.875,13.916666666666666,9.083333333333334,30.34166666666667
2018-08-28,1.0416666666666667,44.208333333333336,83.20833333333333,13.708333333333334,9.25,30.28333333333333
2018-08-29,1.0416666666666667,44.041666666666664,81.83333333333333,13.541666666666666,9.083333333333334,29.90833333333333
2018-08-30,0.9583333333333334,45.625,82.83333333333333,13.333333333333334,9.166666666666666,30.383333333333333
2018-08-31,1.0,46.416666666666664,85.83333333333333,13.083333333333334,8.541666666666666,30.975
2018-09-01,0.875,47.125,90.66666666666667,14.125,8.666666666666666,32.29166666666667
2018-09-02,1.0,47.32,90.36,14.44,8.68,32.36
2018-09-03,1.0833333333333333,46.083333333333336,85.29166666666667,13.666666666666666,8.75,30.975
2018-09-04,1.0,44.958333333333336,81.5,13.208333333333334,8.958333333333334,29.925000000000004
2018-09-05,1.0416666666666667,44.541666666666664,81.375,12.958333333333334,8.958333333333334,29.775
2018-09-06,1.0,44.625,80.79166666666667,13.208333333333334,8.666666666666666,29.65833333333333
2018-09-07,0.9583333333333334,44.583333333333336,81.33333333333333,13.25,8.166666666666666,29.65833333333333
2018-09-08,0.9583333333333334,47.0,87.70833333333333,14.458333333333334,8.291666666666666,31.68333333333333
2018-09-09,0.04,12.48,22.44,3.72,2.2,8.176
2018-09-10,0.0,10.333333333333334,18.041666666666668,2.8333333333333335,1.9166666666666667,6.625
2018-09-11,0.0,11.333333333333334,18.75,2.875,1.9166666666666667,6.975
2018-09-12,0.125,30.5,39.625,3.25,2.25,15.15
2018-09-13,0.0,24.291666666666668,51.416666666666664,3.25,2.0416666666666665,16.2
2018-09-14,0.0,17.875,33.458333333333336,3.0416666666666665,2.0,11.275
2018-09-15,0.0,14.333333333333334,28.5,3.0416666666666665,2.0,9.575
2018-09-16,0.6,41.0,78.12,9.96,5.76,27.088
2018-09-17,0.7083333333333334,39.416666666666664,71.25,9.416666666666666,5.875,25.333333333333336
2018-09-18,0.625,39.291666666666664,71.16666666666667,9.583333333333334,6.0,25.333333333333336
2018-09-19,0.625,37.625,67.79166666666667,9.583333333333334,6.125,24.35
2018-09-20,0.75,37.25,67.70833333333333,9.208333333333334,5.791666666666667,24.141666666666666
2018-09-21,0.8333333333333334,42.541666666666664,78.5,9.25,5.458333333333333,27.31666666666667
2018-09-22,0.5833333333333334,45.5,86.04166666666667,10.458333333333334,5.541666666666667,29.625
2018-09-23,0.8,47.84,88.16,11.56,6.28,30.928000000000004
2018-09-24,0.9166666666666666,42.5,76.5,10.25,6.458333333333333,27.325
2018-09-25,0.75,41.375,72.91666666666667,9.75,6.583333333333333,26.275
2018-09-26,0.7083333333333334,40.125,71.125,9.458333333333334,6.458333333333333,25.575
2018-09-27,0.6666666666666666,38.666666666666664,70.20833333333333,9.333333333333334,6.166666666666667,25.008333333333333
2018-09-28,0.5416666666666666,40.083333333333336,72.16666666666667,9.625,5.875,25.65833333333334
2018-09-29,0.375,44.375,78.875,11.0,5.875,28.1
2018-09-30,0.76,51.12,91.32,13.12,7.2,32.70399999999999
2018-10-01,0.75,45.875,80.625,11.458333333333334,7.291666666666667,29.2
2018-10-02,0.8333333333333334,44.916666666666664,78.08333333333333,11.666666666666666,7.291666666666667,28.55833333333333
2018-10-03,0.8333333333333334,43.375,78.04166666666667,11.708333333333334,7.166666666666667,28.225
2018-10-04,0.75,43.166666666666664,75.83333333333333,11.291666666666666,6.833333333333333,27.575
2018-10-05,1.125,44.0,75.54166666666667,11.083333333333334,6.375,27.625
2018-10-06,1.0416666666666667,48.333333333333336,83.58333333333333,12.791666666666666,6.625,30.474999999999994
2018-10-07,0.76,47.08,80.48,12.36,6.56,29.448
2018-10-08,0.75,44.375,75.25,11.5,6.75,27.725
2018-10-09,0.6666666666666666,41.541666666666664,74.04166666666667,11.375,6.666666666666667,26.85833333333333
2018-10-10,0.9166666666666666,41.166666666666664,73.5,11.333333333333334,6.833333333333333,26.75
2018-10-11,0.8333333333333334,41.291666666666664,72.79166666666667,11.291666666666666,6.583333333333333,26.558333333333337
2018-10-12,0.6666666666666666,42.958333333333336,74.83333333333333,11.375,6.541666666666667,27.274999999999995
2018-10-13,0.6666666666666666,46.958333333333336,81.91666666666667,12.666666666666666,6.416666666666667,29.725
2018-10-14,0.8,50.44,88.2,13.6,7.32,32.071999999999996
2018-10-15,0.8333333333333334,45.083333333333336,80.375,12.458333333333334,7.291666666666667,29.208333333333332
2018-10-16,1.0833333333333333,44.708333333333336,77.54166666666667,12.166666666666666,7.083333333333333,28.51666666666667
2018-10-17,0.9166666666666666,43.125,77.33333333333333,12.375,7.041666666666667,28.15833333333333
2018-10-18,0.7916666666666666,43.333333333333336,77.75,12.208333333333334,7.25,28.26666666666667
2018-10-19,0.875,46.208333333333336,84.66666666666667,12.125,6.875,30.15
2018-10-20,0.7083333333333334,47.166666666666664,88.20833333333333,13.0,6.666666666666667,31.149999999999995
2018-10-21,0.68,45.12,83.68,12.6,6.84,29.784000000000002
2018-10-22,0.7083333333333334,41.041666666666664,74.70833333333333,11.125,6.708333333333333,26.85833333333333
2018-10-23,0.75,41.958333333333336,73.29166666666667,11.083333333333334,6.625,26.741666666666664
2018-10-24,0.7083333333333334,40.708333333333336,72.20833333333333,11.041666666666666,6.541666666666667,26.241666666666667
2018-10-25,0.8333333333333334,40.125,72.54166666666667,10.833333333333334,6.625,26.191666666666663
2018-10-26,0.75,41.791666666666664,80.66666666666667,10.791666666666666,6.333333333333333,28.06666666666667
2018-10-27,0.5833333333333334,42.833333333333336,86.95833333333333,12.041666666666666,6.291666666666667,29.741666666666664
2018-10-28,0.76,45.44,90.32,13.64,6.96,31.423999999999996
2018-10-29,0.6666666666666666,43.291666666666664,79.70833333333333,12.083333333333334,7.125,28.575
2018-10-30,0.9166666666666666,57.0,79.75,18.833333333333332,10.416666666666666,33.38333333333333
2018-10-31,0.875,51.125,78.25,21.041666666666668,11.208333333333334,32.5
2018-11-01,0.9166666666666666,47.708333333333336,80.29166666666667,17.708333333333332,9.291666666666666,31.183333333333337
2018-11-02,0.7916666666666666,48.375,83.33333333333333,16.25,8.375,31.425
2018-11-03,0.6666666666666666,47.375,87.79166666666667,16.5,7.708333333333333,32.00833333333334
2018-11-04,0.88,45.72,87.72,16.32,7.96,31.72
2018-11-05,0.875,44.333333333333336,76.33333333333333,14.25,7.916666666666667,28.741666666666664
2018-11-06,0.7916666666666666,42.5,76.0,14.375,7.875,28.30833333333333
2018-11-07,0.5833333333333334,42.833333333333336,73.25,15.625,7.958333333333333,28.050000000000004
2018-11-08,0.8333333333333334,42.041666666666664,73.75,16.0,8.166666666666666,28.15833333333333
2018-11-09,0.7083333333333334,43.208333333333336,76.375,15.375,8.583333333333334,28.850000000000005
2018-11-10,0.6666666666666666,46.5,85.95833333333333,16.708333333333332,8.5,31.666666666666668
2018-11-11,0.68,46.48,87.76,16.88,8.8,32.120000000000005
2018-11-12,0.8333333333333334,44.958333333333336,77.54166666666667,14.458333333333334,8.416666666666666,29.241666666666667
2018-11-13,0.9583333333333334,45.5,76.45833333333333,14.25,8.5,29.133333333333333
2018-11-14,0.875,44.041666666666664,75.91666666666667,13.958333333333334,7.875,28.53333333333334
2018-11-15,0.9583333333333334,43.541666666666664,75.25,13.791666666666666,8.0,28.30833333333333
2018-11-16,0.625,44.791666666666664,77.5,14.291666666666666,7.708333333333333,28.98333333333333
2018-11-17,0.6666666666666666,47.75,86.20833333333333,15.916666666666666,8.5,31.80833333333333
2018-11-18,0.48,40.12,71.76,13.68,7.0,26.607999999999997
2018-11-19,0.5,39.416666666666664,64.20833333333333,12.25,6.916666666666667,24.658333333333335
2018-11-20,0.5,41.375,63.5,12.166666666666666,7.041666666666667,24.916666666666668
2018-11-21,0.375,45.708333333333336,65.41666666666667,12.291666666666666,6.916666666666667,26.14166666666667
2018-11-22,0.4166666666666667,52.666666666666664,70.58333333333333,14.833333333333334,7.541666666666667,29.208333333333332
2018-11-23,0.25,61.375,82.875,18.625,8.916666666666666,34.40833333333333
2018-11-24,0.20833333333333334,48.791666666666664,77.83333333333333,15.583333333333334,7.75,30.03333333333333
2018-11-25,0.64,48.12,85.76,16.88,8.68,32.016000000000005
2018-11-26,0.6666666666666666,50.333333333333336,77.95833333333333,15.666666666666666,9.041666666666666,30.733333333333327
2018-11-27,0.7083333333333334,45.0,73.16666666666667,14.041666666666666,8.125,28.208333333333332
2018-11-28,0.7083333333333334,40.541666666666664,72.29166666666667,13.125,7.25,26.78333333333334
2018-11-29,0.7083333333333334,39.541666666666664,71.125,13.166666666666666,7.125,26.333333333333336
2018-11-30,0.6666666666666666,40.708333333333336,72.20833333333333,13.083333333333334,7.166666666666667,26.766666666666662
2018-12-01,0.7083333333333334,41.041666666666664,78.08333333333333,14.25,6.916666666666667,28.199999999999996
2018-12-02,0.68,46.0,85.96,15.76,8.08,31.296
2018-12-03,0.6666666666666666,44.333333333333336,77.91666666666667,13.958333333333334,7.791666666666667,28.93333333333333
2018-12-04,0.6666666666666666,44.25,77.04166666666667,13.875,7.791666666666667,28.725
2018-12-05,0.75,43.75,75.66666666666667,14.083333333333334,7.583333333333333,28.366666666666667
2018-12-06,0.75,44.208333333333336,80.66666666666667,13.708333333333334,7.583333333333333,29.383333333333336
2018-12-07,0.5416666666666666,44.583333333333336,77.20833333333333,14.125,7.25,28.741666666666664
2018-12-08,1.1666666666666667,46.541666666666664,85.66666666666667,15.916666666666666,7.458333333333333,31.35
2018-12-09,0.84,47.44,87.0,16.24,7.8,31.864000000000004
2018-12-10,0.7916666666666666,46.125,78.41666666666667,14.333333333333334,7.208333333333333,29.375000000000007
2018-12-11,0.9583333333333334,45.958333333333336,75.45833333333333,13.541666666666666,7.291666666666667,28.641666666666662
2018-12-12,0.8333333333333334,44.25,76.08333333333333,13.5,7.208333333333333,28.375
2018-12-13,0.625,44.375,76.04166666666667,13.458333333333334,7.25,28.35
2018-12-14,0.6666666666666666,45.375,77.08333333333333,13.583333333333334,7.125,28.76666666666667
2018-12-15,0.625,48.75,87.08333333333333,15.916666666666666,7.041666666666667,31.883333333333326
2018-12-16,0.48,45.52,84.28,15.2,7.08,30.512
2018-12-17,0.5833333333333334,42.5,73.25,13.0,6.666666666666667,27.2
2018-12-18,0.625,42.5,73.95833333333333,13.25,6.375,27.34166666666666
2018-12-19,0.5,43.0,74.66666666666667,13.166666666666666,6.458333333333333,27.558333333333337
2018-12-20,0.375,43.166666666666664,74.75,13.333333333333334,6.208333333333333,27.56666666666667
2018-12-21,0.4583333333333333,45.125,77.20833333333333,13.708333333333334,6.333333333333333,28.56666666666667
2018-12-22,0.3333333333333333,46.666666666666664,84.0,15.166666666666666,6.75,30.583333333333332
2018-12-23,0.28,39.84,70.08,12.16,5.24,25.52
