date,ibm,score
2017-05-29,0.5391666666666667,0.5391666666666667
2017-05-30,0.6495833333333333,0.6495833333333333
2017-05-31,0.665,0.665
2017-06-01,0.6608333333333333,0.6608333333333333
2017-06-02,0.61375,0.61375
2017-06-03,0.30791666666666667,0.30791666666666667
2017-06-04,0.2888,0.2888
2017-06-05,0.5545833333333333,0.5545833333333333
2017-06-06,0.6341666666666667,0.6341666666666667
2017-06-07,0.6354166666666666,0.6354166666666666
2017-06-08,0.6570833333333332,0.6570833333333332
2017-06-09,0.5670833333333334,0.5670833333333334
2017-06-10,0.27125,0.27125
2017-06-11,0.2376,0.2376
2017-06-12,0.6041666666666666,0.6041666666666666
2017-06-13,0.6575,0.6575
2017-06-14,0.6329166666666667,0.6329166666666667
2017-06-15,0.665,0.665
2017-06-16,0.56,0.56
2017-06-17,0.27,0.27
2017-06-18,0.2872,0.2872
2017-06-19,0.6291666666666667,0.6291666666666667
2017-06-20,0.6533333333333333,0.6533333333333333
2017-06-21,0.6254166666666666,0.6254166666666666
2017-06-22,0.6191666666666666,0.6191666666666666
2017-06-23,0.5595833333333333,0.5595833333333333
2017-06-24,0.2825,0.2825
2017-06-25,0.2824,0.2824
2017-06-26,0.59625,0.59625
2017-06-27,0.6895833333333333,0.6895833333333333
2017-06-28,0.65625,0.65625
2017-06-29,0.6529166666666667,0.6529166666666667
2017-06-30,0.5745833333333333,0.5745833333333333
2017-07-01,0.27625,0.27625
2017-07-02,0.26839999999999997,0.26839999999999997
2017-07-03,0.6195833333333334,0.6195833333333334
2017-07-04,0.6445833333333333,0.6445833333333333
2017-07-05,0.6891666666666667,0.6891666666666667
2017-07-06,0.7216666666666667,0.7216666666666667
2017-07-07,0.63125,0.63125
2017-07-08,0.29,0.29
2017-07-09,0.31079999999999997,0.31079999999999997
2017-07-10,0.64125,0.64125
2017-07-11,0.6933333333333332,0.6933333333333332
2017-07-12,0.7091666666666667,0.7091666666666667
2017-07-13,0.7266666666666667,0.7266666666666667
2017-07-14,0.6254166666666666,0.6254166666666666
2017-07-15,0.33958333333333335,0.33958333333333335
2017-07-16,0.2108,0.2108
2017-07-17,0.4091666666666666,0.4091666666666666
2017-07-18,0.5391666666666667,0.5391666666666667
2017-07-19,0.56125,0.56125
2017-07-20,0.45583333333333337,0.45583333333333337
2017-07-21,0.45333333333333337,0.45333333333333337
2017-07-22,0.19708333333333333,0.19708333333333333
2017-07-23,0.2564,0.2564
2017-07-24,0.5804166666666667,0.5804166666666667
2017-07-25,0.6304166666666666,0.6304166666666666
2017-07-26,0.6254166666666666,0.6254166666666666
2017-07-27,0.6345833333333334,0.6345833333333334
2017-07-28,0.55125,0.55125
2017-07-29,0.25125,0.25125
2017-07-30,0.268,0.268
2017-07-31,0.6416666666666667,0.6416666666666667
2017-08-01,0.6420833333333333,0.6420833333333333
2017-08-02,0.6691666666666667,0.6691666666666667
2017-08-03,0.6808333333333333,0.6808333333333333
2017-08-04,0.61375,0.61375
2017-08-05,0.2891666666666667,0.2891666666666667
2017-08-06,0.2712,0.2712
2017-08-07,0.5679166666666666,0.5679166666666666
2017-08-08,0.6625,0.6625
2017-08-09,0.6691666666666667,0.6691666666666667
2017-08-10,0.6604166666666668,0.6604166666666668
2017-08-11,0.5591666666666666,0.5591666666666666
2017-08-12,0.2866666666666667,0.2866666666666667
2017-08-13,0.2452,0.2452
2017-08-14,0.58375,0.58375
2017-08-15,0.6225,0.6225
2017-08-16,0.6820833333333333,0.6820833333333333
2017-08-17,0.6445833333333333,0.6445833333333333
2017-08-18,0.5825,0.5825
2017-08-19,0.3158333333333333,0.3158333333333333
2017-08-20,0.2536,0.2536
2017-08-21,0.5225,0.5225
2017-08-22,0.6225,0.6225
2017-08-23,0.6404166666666667,0.6404166666666667
2017-08-24,0.65625,0.65625
2017-08-25,0.5525,0.5525
2017-08-26,0.2925,0.2925
2017-08-27,0.2504,0.2504
2017-08-28,0.6470833333333332,0.6470833333333332
2017-08-29,0.7129166666666668,0.7129166666666668
2017-08-30,0.7008333333333333,0.7008333333333333
2017-08-31,0.6970833333333333,0.6970833333333333
2017-09-01,0.6,0.6
2017-09-02,0.3120833333333333,0.3120833333333333
2017-09-03,0.2772,0.2772
2017-09-04,0.5079166666666667,0.5079166666666667
2017-09-05,0.5845833333333333,0.5845833333333333
2017-09-06,0.6433333333333333,0.6433333333333333
2017-09-07,0.6191666666666666,0.6191666666666666
2017-09-08,0.6020833333333333,0.6020833333333333
2017-09-09,0.2841666666666667,0.2841666666666667
2017-09-10,0.3272,0.3272
2017-09-11,0.6345833333333334,0.6345833333333334
2017-09-12,0.675,0.675
2017-09-13,0.6795833333333333,0.6795833333333333
2017-09-14,0.6979166666666667,0.6979166666666667
2017-09-15,0.6133333333333334,0.6133333333333334
2017-09-16,0.27708333333333335,0.27708333333333335
2017-09-17,0.32,0.32
2017-09-18,0.6170833333333333,0.6170833333333333
2017-09-19,0.7041666666666667,0.7041666666666667
2017-09-20,0.6520833333333332,0.6520833333333332
2017-09-21,0.6670833333333333,0.6670833333333333
2017-09-22,0.6425,0.6425
2017-09-23,0.30083333333333334,0.30083333333333334
2017-09-24,0.2692,0.2692
2017-09-25,0.56875,0.56875
2017-09-26,0.6120833333333333,0.6120833333333333
2017-09-27,0.5858333333333333,0.5858333333333333
2017-09-28,0.56875,0.56875
2017-09-29,0.5004166666666666,0.5004166666666666
2017-09-30,0.24375,0.24375
2017-10-01,0.3048,0.3048
2017-10-02,0.6391666666666667,0.6391666666666667
2017-10-03,0.6920833333333333,0.6920833333333333
2017-10-04,0.6933333333333332,0.6933333333333332
2017-10-05,0.7283333333333333,0.7283333333333333
2017-10-06,0.6791666666666667,0.6791666666666667
2017-10-07,0.33125,0.33125
2017-10-08,0.3348,0.3348
2017-10-09,0.6308333333333334,0.6308333333333334
2017-10-10,0.70375,0.70375
2017-10-11,0.7708333333333333,0.7708333333333333
2017-10-12,0.71375,0.71375
2017-10-13,0.5958333333333333,0.5958333333333333
2017-10-14,0.30833333333333335,0.30833333333333335
2017-10-15,0.214,0.214
2017-10-16,0.48625,0.48625
2017-10-17,0.5679166666666666,0.5679166666666666
2017-10-18,0.6729166666666667,0.6729166666666667
2017-10-19,0.5229166666666667,0.5229166666666667
2017-10-20,0.4370833333333334,0.4370833333333334
2017-10-21,0.21916666666666668,0.21916666666666668
2017-10-22,0.2824,0.2824
2017-10-23,0.6183333333333334,0.6183333333333334
2017-10-24,0.7166666666666667,0.7166666666666667
2017-10-25,0.6945833333333333,0.6945833333333333
2017-10-26,0.6808333333333333,0.6808333333333333
2017-10-27,0.6220833333333333,0.6220833333333333
2017-10-28,0.29125,0.29125
2017-10-29,0.27440000000000003,0.27440000000000003
2017-10-30,0.62125,0.62125
2017-10-31,0.6241666666666666,0.6241666666666666
2017-11-01,0.61375,0.61375
2017-11-02,0.6591666666666667,0.6591666666666667
2017-11-03,0.5516666666666666,0.5516666666666666
2017-11-04,0.30333333333333334,0.30333333333333334
2017-11-05,0.3404,0.3404
2017-11-06,0.6504166666666668,0.6504166666666668
2017-11-07,0.7191666666666667,0.7191666666666667
2017-11-08,0.7366666666666667,0.7366666666666667
2017-11-09,0.7270833333333333,0.7270833333333333
2017-11-10,0.6133333333333334,0.6133333333333334
2017-11-11,0.32125,0.32125
2017-11-12,0.2988,0.2988
2017-11-13,0.6675,0.6675
2017-11-14,0.6995833333333333,0.6995833333333333
2017-11-15,0.71625,0.71625
2017-11-16,0.7020833333333333,0.7020833333333333
2017-11-17,0.62625,0.62625
2017-11-18,0.3120833333333333,0.3120833333333333
2017-11-19,0.32439999999999997,0.32439999999999997
2017-11-20,0.65625,0.65625
2017-11-21,0.7383333333333333,0.7383333333333333
2017-11-22,0.6608333333333333,0.6608333333333333
2017-11-23,0.5608333333333334,0.5608333333333334
2017-11-24,0.52875,0.52875
2017-11-25,0.31375,0.31375
2017-11-26,0.29719999999999996,0.29719999999999996
2017-11-27,0.6183333333333334,0.6183333333333334
2017-11-28,0.6983333333333333,0.6983333333333333
2017-11-29,0.6895833333333333,0.6895833333333333
2017-11-30,0.6816666666666668,0.6816666666666668
2017-12-01,0.5679166666666666,0.5679166666666666
2017-12-02,0.3358333333333334,0.3358333333333334
2017-12-03,0.3448,0.3448
2017-12-04,0.6904166666666667,0.6904166666666667
2017-12-05,0.7416666666666667,0.7416666666666667
2017-12-06,0.7166666666666667,0.7166666666666667
2017-12-07,0.7054166666666667,0.7054166666666667
2017-12-08,0.5895833333333333,0.5895833333333333
2017-12-09,0.3358333333333334,0.3358333333333334
2017-12-10,0.2908,0.2908
2017-12-11,0.6029166666666667,0.6029166666666667
2017-12-12,0.6820833333333333,0.6820833333333333
2017-12-13,0.6808333333333333,0.6808333333333333
2017-12-14,0.6541666666666667,0.6541666666666667
2017-12-15,0.5945833333333334,0.5945833333333334
2017-12-16,0.32583333333333336,0.32583333333333336
2017-12-17,0.34119999999999995,0.34119999999999995
2017-12-18,0.7433333333333333,0.7433333333333333
2017-12-19,0.7341666666666667,0.7341666666666667
2017-12-20,0.7116666666666667,0.7116666666666667
2017-12-21,0.7125,0.7125
2017-12-22,0.6066666666666667,0.6066666666666667
2017-12-23,0.2975,0.2975
2017-12-24,0.294,0.294
2017-12-25,0.4275,0.4275
2017-12-26,0.59125,0.59125
2017-12-27,0.6120833333333333,0.6120833333333333
2017-12-28,0.6070833333333333,0.6070833333333333
2017-12-29,0.50125,0.50125
2017-12-30,0.32875,0.32875
2017-12-31,0.23920000000000002,0.23920000000000002
2018-01-01,0.25666666666666665,0.25666666666666665
2018-01-02,0.49375,0.49375
2018-01-03,0.61875,0.61875
2018-01-04,0.6716666666666667,0.6716666666666667
2018-01-05,0.6058333333333333,0.6058333333333333
2018-01-06,0.32166666666666666,0.32166666666666666
2018-01-07,0.2688,0.2688
2018-01-08,0.58875,0.58875
2018-01-09,0.6270833333333333,0.6270833333333333
2018-01-10,0.6541666666666667,0.6541666666666667
2018-01-11,0.67875,0.67875
2018-01-12,0.6,0.6
2018-01-13,0.30875,0.30875
2018-01-14,0.17559999999999998,0.17559999999999998
2018-01-15,0.31875,0.31875
2018-01-16,0.3775,0.3775
2018-01-17,0.39,0.39
2018-01-18,0.48375,0.48375
2018-01-19,0.48083333333333333,0.48083333333333333
2018-01-20,0.2016666666666667,0.2016666666666667
2018-01-21,0.3236,0.3236
2018-01-22,0.6516666666666667,0.6516666666666667
2018-01-23,0.6916666666666668,0.6916666666666668
2018-01-24,0.6379166666666667,0.6379166666666667
2018-01-25,0.6375,0.6375
2018-01-26,0.5629166666666666,0.5629166666666666
2018-01-27,0.29583333333333334,0.29583333333333334
2018-01-28,0.2764,0.2764
2018-01-29,0.6166666666666667,0.6166666666666667
2018-01-30,0.6795833333333333,0.6795833333333333
2018-01-31,0.6833333333333332,0.6833333333333332
2018-02-01,0.65,0.65
2018-02-02,0.6033333333333334,0.6033333333333334
2018-02-03,0.3108333333333333,0.3108333333333333
2018-02-04,0.3204,0.3204
2018-02-05,0.6925,0.6925
2018-02-06,0.8041666666666667,0.8041666666666667
2018-02-07,0.705,0.705
2018-02-08,0.7533333333333333,0.7533333333333333
2018-02-09,0.66625,0.66625
2018-02-10,0.325,0.325
2018-02-11,0.3048,0.3048
2018-02-12,0.63875,0.63875
2018-02-13,0.6708333333333333,0.6708333333333333
2018-02-14,0.6866666666666668,0.6866666666666668
2018-02-15,0.7204166666666667,0.7204166666666667
2018-02-16,0.655,0.655
2018-02-17,0.29541666666666666,0.29541666666666666
2018-02-18,0.2664,0.2664
2018-02-19,0.5591666666666666,0.5591666666666666
2018-02-20,0.6420833333333333,0.6420833333333333
2018-02-21,0.635,0.635
2018-02-22,0.6595833333333333,0.6595833333333333
2018-02-23,0.6141666666666666,0.6141666666666666
2018-02-24,0.30875,0.30875
2018-02-25,0.33039999999999997,0.33039999999999997
2018-02-26,0.73375,0.73375
2018-02-27,0.7558333333333332,0.7558333333333332
2018-02-28,0.7575,0.7575
2018-03-01,0.70125,0.70125
2018-03-02,0.6866666666666668,0.6866666666666668
2018-03-03,0.33416666666666667,0.33416666666666667
2018-03-04,0.2704,0.2704
2018-03-05,0.62,0.62
2018-03-06,0.615,0.615
2018-03-07,0.6504166666666668,0.6504166666666668
2018-03-08,0.62625,0.62625
2018-03-09,0.5966666666666667,0.5966666666666667
2018-03-10,0.31,0.31
2018-03-11,0.33640000000000003,0.33640000000000003
2018-03-12,0.69875,0.69875
2018-03-13,0.75,0.75
2018-03-14,0.71375,0.71375
2018-03-15,0.72875,0.72875
2018-03-16,0.6316666666666666,0.6316666666666666
2018-03-17,0.33875,0.33875
2018-03-18,0.2864,0.2864
2018-03-19,0.6670833333333333,0.6670833333333333
2018-03-20,0.7279166666666668,0.7279166666666668
2018-03-21,0.6870833333333333,0.6870833333333333
2018-03-22,0.72875,0.72875
2018-03-23,0.64875,0.64875
2018-03-24,0.3358333333333334,0.3358333333333334
2018-03-25,0.3028,0.3028
2018-03-26,0.7116666666666667,0.7116666666666667
2018-03-27,0.7104166666666667,0.7104166666666667
2018-03-28,0.7283333333333333,0.7283333333333333
2018-03-29,0.6575,0.6575
2018-03-30,0.52,0.52
2018-03-31,0.28875,0.28875
2018-04-01,0.2752,0.2752
2018-04-02,0.545,0.545
2018-04-03,0.6441666666666667,0.6441666666666667
2018-04-04,0.6316666666666666,0.6316666666666666
2018-04-05,0.6358333333333334,0.6358333333333334
2018-04-06,0.5479166666666666,0.5479166666666666
2018-04-07,0.2991666666666667,0.2991666666666667
2018-04-08,0.2752,0.2752
2018-04-09,0.57125,0.57125
2018-04-10,0.6433333333333333,0.6433333333333333
2018-04-11,0.62875,0.62875
2018-04-12,0.6183333333333334,0.6183333333333334
2018-04-13,0.54875,0.54875
2018-04-14,0.26666666666666666,0.26666666666666666
2018-04-15,0.22,0.22
2018-04-16,0.43375,0.43375
2018-04-17,0.5358333333333334,0.5358333333333334
2018-04-18,0.595,0.595
2018-04-19,0.5083333333333333,0.5083333333333333
2018-04-20,0.42708333333333337,0.42708333333333337
2018-04-21,0.22333333333333333,0.22333333333333333
2018-04-22,0.2748,0.2748
2018-04-23,0.6470833333333332,0.6470833333333332
2018-04-24,0.6879166666666667,0.6879166666666667
2018-04-25,0.6533333333333333,0.6533333333333333
2018-04-26,0.6254166666666666,0.6254166666666666
2018-04-27,0.5641666666666666,0.5641666666666666
2018-04-28,0.2920833333333333,0.2920833333333333
2018-04-29,0.3224,0.3224
2018-04-30,0.5408333333333334,0.5408333333333334
2018-05-01,0.5041666666666667,0.5041666666666667
2018-05-02,0.6525,0.6525
2018-05-03,0.635,0.635
2018-05-04,0.6179166666666667,0.6179166666666667
2018-05-05,0.3104166666666667,0.3104166666666667
2018-05-06,0.2776,0.2776
2018-05-07,0.59875,0.59875
2018-05-08,0.6170833333333333,0.6170833333333333
2018-05-09,0.6533333333333333,0.6533333333333333
2018-05-10,0.5845833333333333,0.5845833333333333
2018-05-11,0.5825,0.5825
2018-05-12,0.27875,0.27875
2018-05-13,0.298,0.298
2018-05-14,0.6625,0.6625
2018-05-15,0.7220833333333333,0.7220833333333333
2018-05-16,0.6866666666666668,0.6866666666666668
2018-05-17,0.6875,0.6875
2018-05-18,0.6008333333333333,0.6008333333333333
2018-05-19,0.29875,0.29875
2018-05-20,0.2632,0.2632
2018-05-21,0.5541666666666667,0.5541666666666667
2018-05-22,0.5725,0.5725
2018-05-23,0.6266666666666666,0.6266666666666666
2018-05-24,0.64875,0.64875
2018-05-25,0.55,0.55
2018-05-26,0.2808333333333333,0.2808333333333333
2018-05-27,0.3024,0.3024
2018-05-28,0.5354166666666667,0.5354166666666667
2018-05-29,0.6179166666666667,0.6179166666666667
2018-05-30,0.6791666666666667,0.6791666666666667
2018-05-31,0.6545833333333333,0.6545833333333333
2018-06-01,0.56375,0.56375
2018-06-02,0.30375,0.30375
2018-06-03,0.2812,0.2812
2018-06-04,0.6254166666666666,0.6254166666666666
2018-06-05,0.6633333333333333,0.6633333333333333
2018-06-06,0.6329166666666667,0.6329166666666667
2018-06-07,0.6391666666666667,0.6391666666666667
2018-06-08,0.58875,0.58875
2018-06-09,0.31916666666666665,0.31916666666666665
2018-06-10,0.3212,0.3212
2018-06-11,0.6941666666666667,0.6941666666666667
2018-06-12,0.7379166666666667,0.7379166666666667
2018-06-13,0.695,0.695
2018-06-14,0.6925,0.6925
2018-06-15,0.6258333333333334,0.6258333333333334
2018-06-16,0.31625,0.31625
2018-06-17,0.21239999999999998,0.21239999999999998
2018-06-18,0.5241666666666667,0.5241666666666667
2018-06-19,0.60125,0.60125
2018-06-20,0.6620833333333332,0.6620833333333332
2018-06-21,0.62625,0.62625
2018-06-22,0.54,0.54
2018-06-23,0.2808333333333333,0.2808333333333333
2018-06-24,0.2532,0.2532
2018-06-25,0.61875,0.61875
2018-06-26,0.6704166666666667,0.6704166666666667
2018-06-27,0.6666666666666667,0.6666666666666667
2018-06-28,0.6558333333333333,0.6558333333333333
2018-06-29,0.57375,0.57375
2018-06-30,0.2966666666666667,0.2966666666666667
2018-07-01,0.2368,0.2368
2018-07-02,0.5625,0.5625
2018-07-03,0.5979166666666667,0.5979166666666667
2018-07-04,0.5158333333333334,0.5158333333333334
2018-07-05,0.59125,0.59125
2018-07-06,0.53375,0.53375
2018-07-07,0.24333333333333332,0.24333333333333332
2018-07-08,0.25,0.25
2018-07-09,0.65625,0.65625
2018-07-10,0.6466666666666667,0.6466666666666667
2018-07-11,0.6216666666666666,0.6216666666666666
2018-07-12,0.6616666666666667,0.6616666666666667
2018-07-13,0.6070833333333333,0.6070833333333333
2018-07-14,0.28541666666666665,0.28541666666666665
2018-07-15,0.2132,0.2132
2018-07-16,0.39708333333333334,0.39708333333333334
2018-07-17,0.44416666666666665,0.44416666666666665
2018-07-18,0.5091666666666667,0.5091666666666667
2018-07-19,0.5395833333333333,0.5395833333333333
2018-07-20,0.40541666666666665,0.40541666666666665
2018-07-21,0.1925,0.1925
2018-07-22,0.26039999999999996,0.26039999999999996
2018-07-23,0.6195833333333334,0.6195833333333334
2018-07-24,0.6283333333333334,0.6283333333333334
2018-07-25,0.5991666666666666,0.5991666666666666
2018-07-26,0.6175,0.6175
2018-07-27,0.5779166666666666,0.5779166666666666
2018-07-28,0.2795833333333333,0.2795833333333333
2018-07-29,0.3332,0.3332
2018-07-30,0.7116666666666667,0.7116666666666667
2018-07-31,0.7141666666666667,0.7141666666666667
2018-08-01,0.7045833333333333,0.7045833333333333
2018-08-02,0.6916666666666668,0.6916666666666668
2018-08-03,0.6920833333333333,0.6920833333333333
2018-08-04,0.35375,0.35375
2018-08-05,0.3204,0.3204
2018-08-06,0.6883333333333332,0.6883333333333332
2018-08-07,0.6966666666666668,0.6966666666666668
2018-08-08,0.6675,0.6675
2018-08-09,0.6791666666666667,0.6791666666666667
2018-08-10,0.61875,0.61875
2018-08-11,0.3441666666666666,0.3441666666666666
2018-08-12,0.2944,0.2944
2018-08-13,0.6120833333333333,0.6120833333333333
2018-08-14,0.65375,0.65375
2018-08-15,0.5691666666666666,0.5691666666666666
2018-08-16,0.6716666666666667,0.6716666666666667
2018-08-17,0.6104166666666666,0.6104166666666666
2018-08-18,0.3145833333333333,0.3145833333333333
2018-08-19,0.256,0.256
2018-08-20,0.5704166666666667,0.5704166666666667
2018-08-21,0.5808333333333333,0.5808333333333333
2018-08-22,0.6329166666666667,0.6329166666666667
2018-08-23,0.6129166666666667,0.6129166666666667
2018-08-24,0.5104166666666666,0.5104166666666666
2018-08-25,0.2758333333333333,0.2758333333333333
2018-08-26,0.2876,0.2876
2018-08-27,0.64,0.64
2018-08-28,0.6791666666666667,0.6791666666666667
2018-08-29,0.6491666666666667,0.6491666666666667
2018-08-30,0.6495833333333333,0.6495833333333333
2018-08-31,0.5629166666666666,0.5629166666666666
2018-09-01,0.3158333333333333,0.3158333333333333
2018-09-02,0.2516,0.2516
2018-09-03,0.5391666666666667,0.5391666666666667
2018-09-04,0.6525,0.6525
2018-09-05,0.6641666666666667,0.6641666666666667
2018-09-06,0.6470833333333332,0.6470833333333332
2018-09-07,0.6208333333333333,0.6208333333333333
2018-09-08,0.29833333333333334,0.29833333333333334
2018-09-09,0.292,0.292
2018-09-10,0.6616666666666667,0.6616666666666667
2018-09-11,0.6808333333333333,0.6808333333333333
2018-09-12,0.6841666666666667,0.6841666666666667
2018-09-13,0.6829166666666667,0.6829166666666667
2018-09-14,0.61375,0.61375
2018-09-15,0.29833333333333334,0.29833333333333334
2018-09-16,0.324,0.324
2018-09-17,0.5979166666666667,0.5979166666666667
2018-09-18,0.6791666666666667,0.6791666666666667
2018-09-19,0.6483333333333333,0.6483333333333333
2018-09-20,0.63875,0.63875
2018-09-21,0.57875,0.57875
2018-09-22,0.29375,0.29375
2018-09-23,0.2708,0.2708
2018-09-24,0.58,0.58
2018-09-25,0.6170833333333333,0.6170833333333333
2018-09-26,0.66625,0.66625
2018-09-27,0.6433333333333333,0.6433333333333333
2018-09-28,0.5816666666666667,0.5816666666666667
2018-09-29,0.29875,0.29875
2018-09-30,0.2868,0.2868
2018-10-01,0.60625,0.60625
2018-10-02,0.6370833333333333,0.6370833333333333
2018-10-03,0.6775,0.6775
2018-10-04,0.6754166666666667,0.6754166666666667
2018-10-05,0.6216666666666666,0.6216666666666666
2018-10-06,0.29791666666666666,0.29791666666666666
2018-10-07,0.2304,0.2304
2018-10-08,0.45791666666666664,0.45791666666666664
