date,open,high,low,close,volume,ticker,day,vix,turbulence,boll_lb,boll_ub,cci_30,close_30_sma,close_60_sma,dx_30,macd,rsi_30,neg_title,neu_title,pos_title,compound_title,neg_body,neu_body,pos_body,compound_body,ibm,fear greed
2018-10-19,124.9043960571289,126.0898666381836,122.33269500732422,123.4225616455078,8150014,ibm,4,0.1988999938964844,0.39748076845532015,124.6759017275292,153.69025885596687,-180.5427646969978,140.08158162434896,139.6206184387207,49.52920581473889,-3.7293781779576136,33.36640734748943,0.0,1.0,0.0,0.0,0.0925,0.8140000000000001,0.0935,0.05625000000000002,0.3695833333333334,0.14
2018-10-23,123.34607696533205,126.09942626953124,122.76290893554688,125.43977355957033,6760926,ibm,1,0.20709999084472655,0.2407719101502019,120.73018418251482,154.03081358970198,-157.57758140807434,139.09655939737956,139.15200792948406,41.65429798922264,-4.423380342831621,36.17162744088792,0.0,1.0,0.0,0.0,0.0,0.855,0.145,0.8807,0.6916666666666668,0.12
2018-10-24,125.40152740478516,125.8986587524414,121.4149169921875,121.6156768798828,5972974,ibm,2,0.25229999542236325,0.18414777057668177,118.55663163458172,153.87166960443193,-138.4604290380372,138.4796058654785,138.86966234842936,44.66291304579528,-4.856012903454314,33.37547954710938,0.0,1.0,0.0,0.0,0.034,0.938,0.029,-0.1027,0.695,0.06
2018-10-25,121.65392303466795,122.17017364501952,119.63671112060548,120.88909912109376,10778298,ibm,3,0.2421999931335449,0.11024307984627468,116.590137232421,153.44332605493253,-126.10354616466832,137.76258875528973,138.5979923248291,48.41392686260488,-5.197591468321178,32.875966188249166,0.0,0.88325,0.11674999999999999,0.174975,0.012750000000000001,0.9095,0.078,0.563,0.69875,0.09
2018-10-26,119.7036361694336,120.24856567382812,118.26959991455078,119.3021011352539,9170282,ibm,4,0.24159999847412109,0.09698836457178864,114.6321389466841,152.87551181015183,-146.88627035301283,137.012429300944,138.30847676595053,51.136042125643534,-5.532576302117221,31.800561527271697,0.202,0.639,0.159,-0.09149999999999997,0.051000000000000004,0.9185000000000001,0.0305,-0.14475,0.6033333333333334,0.07
2018-10-29,114.09178161621094,118.4990463256836,113.0975112915039,114.37858581542967,21391118,ibm,0,0.24700000762939453,0.15013769838372132,112.1348035255958,152.18355432352527,-134.5244572925909,136.11058095296224,137.86137669881185,59.7298085584188,-6.124738512339548,28.77925296941646,0.0,0.9516666666666667,0.04833333333333333,0.0593,0.016,0.943,0.04133333333333333,0.4355,0.7541666666666668,0.07
2018-10-30,115.181640625,116.15679168701172,110.08604431152344,110.3250503540039,22445696,ibm,1,0.23350000381469727,0.1589194259070003,109.32854526719944,151.32346507825952,-114.46520872402368,135.05385716756186,137.37332700093586,63.70301639966196,-6.842244590083439,26.62483869760905,0.0,0.858,0.142,0.2679333333333333,0.011000000000000001,0.9006666666666666,0.08800000000000001,0.6097666666666667,0.4708333333333334,0.07
2018-10-31,111.36711120605467,111.37667083740234,109.0726547241211,110.35372924804688,22640670,ibm,2,0.21229999542236327,0.11478963325358142,107.16119433045202,149.87800473571008,-97.25724610990764,133.98215560913087,136.87014020284016,64.94708341897446,-7.324131152304744,26.66501894111784,0.0,0.903,0.097,0.17,0.047,0.8075,0.146,0.9951,0.3941666666666666,0.07
2018-11-01,110.42064666748048,111.85468292236328,110.04779815673828,111.6921615600586,14253528,ibm,3,0.1934000015258789,0.08956216851482274,105.6690510260449,148.07378039485351,-78.86575754505948,132.88846537272136,136.39117279052735,62.1448612412945,-7.5114422014166,28.55387746192981,0.06799999999999999,0.8530000000000001,0.079,0.05283333333333334,0.034,0.9253333333333332,0.04066666666666666,0.13043333333333332,0.3266666666666666,0.06
2018-11-05,110.9942626953125,115.45889282226562,110.8986587524414,114.78011322021484,9565252,ibm,0,0.19959999084472657,0.09150671922335069,103.89827865609146,143.94684692374253,-55.4804378457106,130.79636815388997,135.53840039571125,41.67398336909784,-7.356180630589918,33.555908547329835,0.0,1.0,0.0,0.0,0.034,0.938,0.029,-0.1027,0.6166666666666667,0.09
