date,open,high,low,close,volume,ticker,day,vix,turbulence,boll_lb,boll_ub,cci_30,close_30_sma,close_60_sma,dx_30,macd,rsi_30,neg_title,neu_title,pos_title,compound_title,neg_body,neu_body,pos_body,compound_body,ibm,fear greed
2018-01-18,162.52389526367188,163.6042022705078,160.75526428222656,161.68260192871094,14915228,ibm,3,0.12220000267028809,0.08726148284207534,152.94270135182367,162.10510273888812,97.71422173248324,157.5239020453559,157.5239020453559,84.84514401440299,0.4256143327563677,88.1943597434492,0.076,0.761,0.163,0.20464999999999997,0.042,0.85625,0.10225000000000001,0.683625,0.48375,0.72
2018-01-19,157.2275390625,158.12619018554688,154.2064971923828,155.2294464111328,22146435,ibm,4,0.11270000457763672,0.14623761976454272,152.73800203281462,161.85091093105257,116.06681460689732,157.2944564819336,157.2944564819336,2.2862800405828247,0.2088432563688513,47.3922648954373,0.0515,0.885375,0.063125,-0.020712499999999995,0.046375,0.87725,0.076,0.3365625,0.4808333333333333,0.8
2018-01-25,158.61376953125,159.4455108642578,157.92543029785156,158.193115234375,3454415,ibm,3,0.11579999923706057,0.058420555971923555,153.32121191020573,161.48212191722175,108.9275262740515,157.40166691371374,157.40166691371374,24.94364285259656,0.1674561698764591,56.36473920464604,0.0,0.538,0.462,0.5106,0.085,0.789,0.126,0.8703,0.6375,0.77
2018-01-30,158.90057373046875,159.43594360351562,155.98471069335938,156.42446899414062,5127806,ibm,1,0.1478999996185303,0.17066429344931175,153.58036704987026,161.65414079135215,-6.0259019041833,157.6172539206112,157.6172539206112,10.541948276146574,0.1784593669469814,50.08464612860519,0.0,1.0,0.0,0.0,0.0,0.929,0.071,0.296,0.6795833333333333,0.61
2018-01-31,156.5487518310547,157.73422241210938,155.602294921875,156.50096130371094,4260149,ibm,2,0.13539999961853028,0.1724674474790641,153.60368686367707,161.50678846455645,41.815917030497374,157.55523766411676,157.55523766411676,7.841249096581396,0.0636867610451759,50.27982742230435,0.0,0.909,0.091,0.0258,0.043,0.873,0.083,0.989,0.6833333333333332,0.61
2018-02-01,156.0133819580078,156.91204833984375,154.78012084960938,155.2581329345703,4638173,ibm,3,0.1347000026702881,0.06595250855196738,153.45210819720114,161.41656663318537,12.3861148989811,157.43433741519326,157.43433741519326,2.1080033235331586,-0.1050176731548617,47.17905484198008,0.0,1.0,0.0,0.0,0.009,0.872,0.119,0.9952,0.65,0.58
2018-02-13,144.26385498046875,144.53155517578125,143.0592803955078,144.12045288085938,5115986,ibm,1,0.24969999313354488,0.05472748879587944,139.69095471337369,166.58916155859896,-132.89558808346462,153.98520010489003,153.98520010489003,52.65892007088969,-2.9684992578903007,36.07438973149782,0.0,0.862,0.138,0.24695,0.007,0.917,0.0755,0.89015,0.6708333333333333,0.1
2018-02-14,143.5850830078125,148.18356323242188,143.4034423828125,147.95411682128906,5731034,ibm,2,0.1926000022888184,0.08348597473820664,139.40343425482533,165.54876606255746,-116.64643177278032,153.76980427333288,153.76980427333288,33.11640973042148,-2.735544667259944,42.4213254551667,0.1,0.75,0.15,0.17,0.053,0.804,0.143,0.99535,0.6866666666666668,0.15
2018-03-08,152.0076446533203,152.55258178710938,148.25047302246094,149.34034729003906,6752558,ibm,3,0.16540000915527345,0.059068944482647906,142.30103644243286,153.15594292768435,-98.00386183618406,149.7947743733724,152.07612680834393,0.6060600691371263,-0.4419370666705049,47.00550317245422,0.0,1.0,0.0,0.0,0.018,0.904,0.077,0.7003,0.62625,0.25
2018-03-14,153.12619018554688,153.61376953125,150.8030548095703,151.16635131835938,3798863,ibm,2,0.1722999954223633,0.047180094004766256,145.701396752268,153.3655267706812,-112.68178663071365,148.95921071370444,152.09084336301115,6.074315791656706,0.3122953430301436,49.19351927236632,0.0,0.667,0.333,0.3612,0.035,0.795,0.169,0.9262,0.71375,0.29
2018-03-16,153.02102661132812,154.85659790039062,152.6195068359375,153.2122344970703,9688784,ibm,4,0.15800000190734864,0.03986874092619521,145.7083088247593,154.22859455658832,-82.94843407282255,148.76067606608072,152.12393250757333,11.881643857431175,0.5888188524700411,51.65038067834941,0.0,0.649,0.351,0.4019,0.058,0.81,0.132,0.9934,0.6316666666666666,0.19
2018-03-20,150.5927276611328,150.98471069335938,148.46080017089844,149.33078002929688,4536188,ibm,1,0.18200000762939453,0.036367759509897145,145.88114207025038,154.26704213385116,-91.48272218694592,148.82409210205077,152.03595449410233,9.17090893393894,0.300975800603851,47.03566190783567,0.0,1.0,0.0,0.0,0.0,0.947,0.053,0.296,0.7279166666666668,0.16
2018-03-21,149.68450927734375,151.24282836914062,149.06309509277344,149.7992401123047,3642381,ibm,2,0.17860000610351562,0.0746948095150187,146.23306214742496,154.1761160141961,-74.67377773036557,148.8671132405599,151.99294075599084,7.758790961724546,0.1950263880936802,47.63410595371495,0.0,1.0,0.0,0.0,0.024,0.842,0.135,0.8402,0.6870833333333333,0.16
2018-03-22,148.18356323242188,148.4225616455078,145.31549072265625,145.4015350341797,4964630,ibm,3,0.23340000152587892,0.11721416497161795,145.9524417683271,154.35253107102835,-118.59268694100912,148.81102650960287,151.8685746102963,23.18058020535409,-0.2354922144771762,42.9241341076505,0.1985,0.8015,0.0,-0.2787,0.0395,0.8665,0.094,0.8912,0.72875,0.11
2018-03-26,144.5602264404297,146.90248107910156,143.67112731933594,146.625244140625,4292679,ibm,0,0.21030000686645509,0.11145821201024095,144.03205602388854,155.1409847475958,-113.53182895943424,148.9754623413086,151.60003551136364,27.835751486678472,-0.914633959435406,45.33220852059421,0.0,1.0,0.0,0.0,0.042,0.878,0.08,0.8856,0.7116666666666667,0.08
2018-03-27,147.1797332763672,148.0592803955078,144.51242065429688,145.2294464111328,4062350,ibm,1,0.225,0.09272704495520721,143.47912353450644,155.25032287662637,-104.17740357928764,148.99171498616536,151.48627499171667,21.5074783017648,-1.0957006202136483,44.02945161245533,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7104166666666667,0.06
2018-03-28,145.38241577148438,147.09368896484375,145.2103271484375,145.8126220703125,3833381,ibm,2,0.22870000839233398,0.10880802500577416,143.1106395205558,155.3023640194833,-102.45992037278296,149.0481206258138,151.3867372211657,21.50747830176479,-1.1790442820152975,44.71613269183198,0.0,0.902,0.098,0.148,0.014,0.893,0.093,0.9707,0.7283333333333333,0.07
2018-04-03,144.1682586669922,144.35946655273438,141.7781982421875,143.26004028320312,4325942,ibm,1,0.21100000381469727,0.06718341157338152,141.57386379404778,155.7014734251905,-119.86063002495676,148.6147237141927,151.04095052083332,33.32493177616065,-1.5682670734151714,42.52105382545714,0.0,1.0,0.0,0.0,0.020499999999999997,0.8825000000000001,0.097,0.9639500000000001,0.6441666666666667,0.09
2018-04-04,141.38623046875,147.67686462402344,140.965576171875,147.34225463867188,5026344,ibm,2,0.20059999465942382,0.10827060823944346,141.47497192795032,155.647402034452,-88.29873360490166,148.58158162434896,150.90758539835613,14.117156613491384,-1.3675549833519085,47.25372757705044,0.0,0.702,0.298,0.5267,0.017,0.882,0.101,0.9846,0.6316666666666666,0.11
2018-04-05,147.64817810058594,148.10707092285156,146.5965576171875,147.25621032714844,3331928,ibm,3,0.18940000534057616,0.03894146622138948,141.3740248239575,155.33821425074953,-4.927396894884023,148.58381195068358,150.75717112223307,11.882702127527196,-1.201524961839823,47.16904297517544,0.0,1.0,0.0,0.0,0.037,0.862,0.102,0.9267,0.6358333333333334,0.13
2018-04-12,149.85659790039062,151.988525390625,149.78012084960938,151.11854553222656,5898812,ibm,3,0.18489999771118165,0.060391115234552054,141.18562419081564,153.5055821690476,-106.0713191939736,148.34225718180338,150.00637435913086,0.7855331003032375,-0.3271730000492709,51.61407793979936,0.0,0.8985000000000001,0.1015,0.21075,0.0295,0.8165,0.1535,0.99805,0.6183333333333334,0.22
2018-04-16,151.0420684814453,152.14149475097656,150.73614501953125,150.9464569091797,4379393,ibm,0,0.16559999465942382,0.05749076909780294,141.74043974642214,152.4469427609021,-65.29306599432395,148.54302215576172,149.63718999226887,3.829367777552272,0.1378335850398286,51.40569325084636,0.0,1.0,0.0,0.0,0.006500000000000001,0.8755,0.118,0.9895,0.43375,0.25
