date,open,high,low,close,volume,ticker,day,vix,turbulence,boll_lb,boll_ub,cci_30,close_30_sma,close_60_sma,dx_30,macd,rsi_30,neg_title,neu_title,pos_title,compound_title,neg_body,neu_body,pos_body,compound_body,ibm,fear greed
2018-03-22,-0.010027397304959829,-0.018647275735609425,-0.025141061023754796,-0.02935732567687277,0.3630177622824191,ibm,0.75,0.23340000152587892,0.11721416497161795,1.0037888646362496,1.061560533282847,-0.4743707477640365,1.0234487997298083,1.0444771066178662,0.2318058020535409,-0.0016195992320288696,0.429241341076505,0.1985,0.8015,0.0,-0.2787,0.0395,0.8665,0.094,0.8912,0.72875,0.11
2018-03-26,-0.0244516781278169,-0.010241573447821284,-0.011315816332745143,0.008416067314266362,-0.13534764927094267,ibm,0.0,0.21030000686645509,0.11145821201024095,0.9823141769895408,1.0580782706066874,-0.45412731583773697,1.0160287419431646,1.0339286144067212,0.2783575148667847,-0.006237902380289993,0.4533220852059421,0.0,1.0,0.0,0.0,0.042,0.878,0.08,0.8856,0.7116666666666667,0.08
2018-03-27,0.018120522500820302,0.007874607072043682,0.005855688269856829,-0.009519491255908896,-0.05365623658326191,ibm,0.25,0.225,0.09272704495520721,0.9879478788917824,1.0690003075349146,-0.4167096143171506,1.0259056869526437,1.0430823688666504,0.21507478301764799,-0.007544617481442493,0.44029451612455334,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7104166666666667,0.06
2018-03-28,-0.012211718725620324,-0.006521654219071582,0.004829387612364178,0.004015546940313808,-0.05636368112053369,ibm,0.5,0.22870000839233398,0.10880802500577416,0.9814694879538358,1.0650817591401294,-0.40983968149113187,1.0221894271535772,1.0382279330260265,0.21507478301764793,-0.008086023454449294,0.4471613269183198,0.0,0.902,0.098,0.148,0.014,0.893,0.093,0.9707,0.7283333333333333,0.07
2018-04-03,-0.008351471517715203,-0.018588305394685367,-0.02363557037332198,-0.017505904158821695,0.12849257613579246,ibm,0.25,0.21100000381469727,0.06718341157338152,0.9882299594093229,1.086845104310962,-0.4794425200998271,1.037377369295752,1.0543131931433813,0.33324931776160654,-0.010946995898611698,0.4252105382545714,0.0,1.0,0.0,0.0,0.020499999999999997,0.8825000000000001,0.097,0.9639500000000001,0.6441666666666667,0.09
2018-04-04,-0.019297092327849152,0.022980121432335965,-0.005731643372448358,0.028495136169156776,0.16190739496738504,ibm,0.5,0.20059999465942382,0.10827060823944346,0.9601792254020415,1.056366365616889,-0.35319493441960664,1.0084112123078086,1.0241976123443173,0.14117156613491383,-0.009281485387240546,0.4725372757705044,0.0,0.702,0.298,0.5267,0.017,0.882,0.101,0.9846,0.6316666666666666,0.11
2018-04-05,0.044289656857497084,0.0029131597554119537,0.03994579100962081,-0.0005839758033732156,-0.3371070503729947,ibm,0.75,0.18940000534057616,0.03894146622138948,0.9600547542944172,1.0548839597708368,-0.01970958757953609,1.0090155900425912,1.0237746223898252,0.11882702127527196,-0.008159417923159112,0.47169042975175435,0.0,1.0,0.0,0.0,0.037,0.862,0.102,0.9267,0.6358333333333334,0.13
2018-04-12,0.014957311551113017,0.026207084128989866,0.02171649378517615,0.026228674474899627,0.7703899964224916,ibm,0.75,0.18489999771118165,0.060391115234552054,0.9342706660759074,1.015795788851819,-0.4242852767758944,0.9816284074158778,0.992640405787531,0.007855331003032375,-0.0021650089265814174,0.5161407793979936,0.0,0.8985000000000001,0.1015,0.21075,0.0295,0.8165,0.1535,0.99805,0.6183333333333334,0.22
2018-04-16,0.007910699946909627,0.0010064533487539329,0.006382850838275056,-0.0011387657447389232,-0.25758050943139055,ibm,0.0,0.16559999465942382,0.05749076909780294,0.9390113729645436,1.0099405172035618,-0.2611722639772958,0.9840775676181386,0.9913262825526368,0.03829367777552272,0.0009131289853511385,0.5140569325084636,0.0,1.0,0.0,0.0,0.006500000000000001,0.8755,0.118,0.9895,0.43375,0.25
2018-04-17,0.005253521853844756,0.01797157584513487,0.005327553052827838,0.019127257648704488,1.4380193784846438,ibm,0.25,0.1525,0.08323790152602563,0.9184225329265026,0.9961633152914764,-0.17172560402877618,0.9664284647282656,0.9725695774557359,0.08271819139456142,0.0036764953533023744,0.5417806770363998,0.04816666666666667,0.6893333333333334,0.26233333333333336,0.29835,0.0315,0.8573333333333334,0.11116666666666668,0.8825166666666666,0.5358333333333334,0.28
