,date,open,high,low,close,volume,ticker,day,vix,turbulence,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,neg_title,neu_title,pos_title,compound_title,neg_body,neu_body,pos_body,compound_body,aapl,fear greed
0,2019-05-30,44.48749923706055,44.807498931884766,44.16749954223633,43.50590896606445,84873600,aapl,3,0.17299999237060548,0.05568804730321821,-1.3187872910904233,51.95992211037144,41.19321700400844,42.06181836784687,-114.3849537224844,38.56244279429962,47.67316729227702,46.89822368621826,0.08466666666666667,0.8713333333333333,0.044000000000000004,-0.11333333333333334,0.07966666666666666,0.8456666666666667,0.075,0.10776666666666668,0.4404166666666665,0.24
1,2019-05-31,44.057498931884766,44.497501373291016,43.747501373291016,42.7177848815918,108174400,aapl,4,0.18709999084472656,0.07104601912328548,-1.3897305298131784,51.42402470246711,40.91712634428582,40.170497365021546,-116.34637086875354,41.221579152207006,47.45128033955892,46.90318304697673,0.2225,0.73,0.0475,-0.2702,0.0485,0.89725,0.0545,-0.0011750000000000094,0.4375,0.24
2,2019-06-04,43.86000061035156,44.95750045776367,43.630001068115234,43.83287811279297,123872000,aapl,1,0.16969999313354492,0.05310143892316469,-1.3819716798411008,49.73278538437843,41.005798371114736,44.3020456086843,-88.20270990212371,40.96847546203959,47.01302172342936,46.93919397989909,0.0,0.8345,0.16549999999999998,0.2732,0.0115,0.8360000000000001,0.152,0.99855,0.5804166666666666,0.28
3,2019-06-06,45.77000045776367,46.36750030517578,45.53749847412109,45.19442367553711,90105200,aapl,3,0.1593000030517578,0.035693295893128106,-1.0723312788227872,48.36097127407293,41.48837908298274,48.33495756832399,-44.230798703692905,22.527635961970915,46.64466209411621,46.97713775634766,0.10766666666666667,0.7053333333333334,0.18700000000000003,0.049699999999999966,0.073,0.8173333333333334,0.11,-0.07736666666666665,0.4741666666666665,0.29
4,2019-06-07,46.62749862670898,47.97999954223633,46.442501068115234,46.39736175537109,122737600,aapl,4,0.16299999237060547,0.03415517460949579,-0.8284266561084621,47.81532754848609,41.7948988919436,51.59479145350035,-9.99764261857186,4.728818244364455,46.52800801595052,47.0142957687378,0.159,0.483,0.359,0.4404,0.053,0.859,0.088,0.8885,0.4429166666666665,0.32
5,2019-06-10,47.95249938964844,48.84249877929688,47.90499877929688,46.99029159545898,104883600,aapl,0,0.15939999580383302,0.1211177027614645,-0.5805932846175281,47.532909590789394,41.96507510464517,53.10355739085652,19.023566021103303,3.302643588727542,46.43905830383301,47.05315278371175,0.088,0.7795,0.1325,0.03715,0.07100000000000001,0.8525,0.0775,0.02174999999999999,0.47125,0.37
6,2019-06-11,48.71500015258789,49.0,48.400001525878906,47.5344123840332,107731600,aapl,1,0.15989999771118163,0.040970085207813395,-0.3363997450775287,47.903575325708296,41.81620845725069,54.451342411393206,33.74239804404988,4.728838094740111,46.36573422749837,47.09139626820882,0.191,0.809,0.0,-0.1531,0.061,0.873,0.065,0.7998,0.4645833333333333,0.36
7,2019-06-12,48.48749923706055,48.99250030517578,48.34749984741211,47.38314056396485,73012800,aapl,2,0.1590999984741211,0.05236932290036296,-0.1533136727359334,48.13595758282942,41.71876081621844,54.004966860211184,34.13540482937251,4.181309343858223,46.31929092407226,47.11942119598389,0.08825,0.80525,0.1065,-0.027550000000000005,0.0665,0.81725,0.1165,0.8246,0.4708333333333334,0.34
8,2019-06-13,48.67499923706055,49.1974983215332,48.400001525878906,47.37337493896485,86698400,aapl,3,0.15819999694824222,0.07679124531920369,-0.0089020286194525,48.27878847792607,41.6547430925085,53.975417159683474,43.85093688706521,6.227547067913234,46.192714564005534,47.15331974029541,0.0,1.0,0.0,0.0,0.04,0.856,0.104,0.996,0.45875,0.39
9,2019-06-14,47.88750076293945,48.397499084472656,47.57500076293945,47.029335021972656,75046000,aapl,4,0.15279999732971192,0.036504261737756956,0.0768976653142559,48.38153080924703,41.6169055463438,52.92012600675075,29.59840581397937,2.7104543196525377,46.06577021280925,47.17488098144531,0.18975,0.73325,0.077,-0.18467499999999998,0.07775,0.80475,0.11775000000000001,0.33892500000000003,0.455,0.38
10,2019-06-17,48.22499847412109,48.7400016784668,48.04249954223633,47.3099365234375,58676400,aapl,0,0.15350000381469728,0.03416886606806641,0.1656274864297131,48.564046692116605,41.55370729042734,53.68415578795158,51.00770816033456,0.9867199601639676,45.92711359659831,47.17304445902506,0.0,1.0,0.0,0.0,0.053500000000000006,0.8514999999999999,0.095,0.5568,0.4529166666666666,0.4
11,2019-06-18,49.01250076293945,50.0724983215332,48.8025016784668,48.42258834838867,106204000,aapl,1,0.15149999618530272,0.07833409309517797,0.3220162099614612,49.05275223409173,41.4397919401026,56.57489194212944,97.73896220261634,13.879014482815558,45.85203971862793,47.20611877441407,0.19474999999999998,0.6,0.20525000000000002,-0.07129999999999999,0.05425,0.85475,0.091,0.5794,0.4533333333333333,0.44
12,2019-06-19,49.91999816894531,49.970001220703125,49.32749938964844,48.28107833862305,84496800,aapl,2,0.14329999923706058,0.02479561246608246,0.4295847394712808,49.42500122957299,41.34253569669654,56.11410302169626,105.48378076584586,13.879014482815569,45.81778361002604,47.24619255065918,0.0,0.9386666666666666,0.06133333333333333,0.06743333333333333,0.058,0.8290000000000001,0.11299999999999999,0.4346666666666667,0.4429166666666665,0.42
13,2019-06-20,50.09249877929688,50.15250015258789,49.50749969482422,48.669044494628906,86056000,aapl,3,0.1475,0.04017928956182715,0.539915391965522,49.86509187058513,41.30944426222737,57.104969672601335,118.7690856696912,15.598926909037244,45.796135584513344,47.300632286071775,0.292,0.708,0.0,-0.3182,0.065,0.856,0.08,0.8903,0.4466666666666665,0.45
14,2019-06-21,49.70000076293945,50.212501525878906,49.53749847412109,48.50311279296875,191202400,aapl,4,0.15399999618530272,0.03147556382198127,0.6069671874685767,50.2041664117017,41.43690490787838,56.5401549496634,117.88265871764752,16.187190946467,45.78661931355794,47.34550043741862,0.247,0.753,0.0,-0.3182,0.132,0.759,0.109,-0.702,0.4508333333333333,0.52
15,2019-06-24,49.6349983215332,50.040000915527344,49.54249954223633,48.45431900024414,72881600,aapl,0,0.15260000228881837,0.04380498117635241,0.648691258172768,50.471289844516406,41.64827421188008,56.37054831783128,112.58774843612962,16.187190946467,45.79800631205241,47.38854255676269,0.0,0.94425,0.05575,0.07955,0.03725,0.87725,0.08574999999999999,0.499475,0.4445833333333333,0.5
16,2019-06-25,49.60749816894531,49.81499862670898,48.8224983215332,47.71986389160156,84281200,aapl,1,0.16280000686645507,0.04083407255364274,0.6153995526712919,50.56803208115544,41.97463454482113,53.85498263553176,83.9063179970691,6.05177222103827,45.87812105814616,47.414361063639326,0.0,1.0,0.0,0.0,0.045000000000000005,0.863,0.09166666666666667,0.6692333333333332,0.4433333333333333,0.44
17,2019-06-26,49.442501068115234,50.247501373291016,49.337501525878906,48.75200653076172,104270000,aapl,2,0.16209999084472657,0.0593704512123963,0.6646393722521466,50.735341774095616,42.35438219441025,56.66628188464481,101.23395615296184,11.035121922433357,45.96872812906901,47.45215600331624,0.0,1.0,0.0,0.0,0.04,0.901,0.059,0.7506,0.4408333333333333,0.48
18,2019-06-27,50.0724983215332,50.39250183105469,49.89250183105469,48.73735809326172,83598800,aapl,3,0.15819999694824222,0.04857724141323268,0.6944748042912536,50.84868433186652,42.764184549359065,56.61564190317812,102.04631769653932,12.694774595432174,46.04046529134114,47.478444544474286,0.1045,0.7645,0.1315,-0.05794999999999999,0.014499999999999999,0.8505,0.135,0.9974000000000001,0.4345833333333334,0.47
19,2019-06-28,49.66999816894531,49.875,49.26250076293945,48.293270111083984,124442400,aapl,4,0.15079999923706056,0.06359039093319377,0.6745100780593987,50.685012737343136,43.48540466683166,55.072158742136615,78.37392549795779,3.7090922215111295,46.104231389363605,47.491943486531575,0.0,1.0,0.0,0.0,0.022,0.93,0.048,0.7506,0.4483333333333333,0.5
20,2019-07-01,50.79249954223633,51.122501373291016,50.16249847412109,49.17900848388672,109012000,aapl,0,0.140600004196167,0.04601080873819923,0.7218386661291092,50.350861924164114,44.50886746121186,57.46477938875896,104.368124635118,17.613891276437297,46.20630633036296,47.51882750193278,0.0,1.0,0.0,0.0,0.02,0.916,0.064,0.9001,0.43,0.55
21,2019-07-02,50.352500915527344,50.782501220703125,50.34000015258789,49.4669303894043,67740800,aapl,1,0.1293000030517578,0.02789815383659842,0.773661516297615,50.23106035782018,45.19207425521692,58.21310549409228,98.97817359261938,17.613891276437283,46.3660477956136,47.54520320892334,0.0438,0.7605999999999999,0.1956,0.23878,0.038,0.8478,0.1146,0.8606,0.4216666666666666,0.62
22,2019-07-03,50.81999969482422,51.11000061035156,50.67250061035156,49.87685775756836,45448000,aapl,2,0.12569999694824222,0.02392530843818564,0.8381475676928858,50.196073945636606,45.7606975234796,59.268531373052994,103.2036437960557,21.03457761526274,46.51090469360352,47.56585254669189,0.03075,0.873,0.09625,0.123475,0.05075,0.8405,0.109,0.956275,0.4254166666666665,0.62
23,2019-07-05,50.837501525878906,51.27000045776367,50.72499847412109,49.83293914794922,69062000,aapl,4,0.13279999732971193,0.028523706743881945,0.8756158092700588,50.15557848133528,46.26504453502215,59.10308292320258,99.30481679916576,22.710494818130208,46.68536758422852,47.58820044199626,0.0,0.805,0.19499999999999998,0.2995333333333333,0.035333333333333335,0.864,0.10066666666666667,0.9833666666666666,0.4195833333333333,0.61
24,2019-07-08,50.20249938964844,50.34999847412109,49.602500915527344,48.8056869506836,101354400,aapl,0,0.13960000038146972,0.040225412126319984,0.8130466972279322,50.09302206704595,46.56843346884273,55.36357533948336,64.1631523615819,5.861192903707676,46.850965118408205,47.58889032999674,0.0,1.0,0.0,0.0,0.0,0.914,0.086,0.9604,0.4529166666666666,0.59
25,2019-07-09,49.79999923706055,50.37749862670898,49.70249938964844,49.10335922241211,82312000,aapl,1,0.1409000015258789,0.02831797074449547,0.7785057599285068,50.11151967780964,46.76124262077434,56.19441708009416,66.1563883598277,6.198498378418351,47.03209737141927,47.60130685170491,0.0715,0.9285,0.0,-0.064,0.039,0.8275,0.1335,0.97505,0.45625,0.56
26,2019-07-10,50.462501525878906,50.932498931884766,50.38999938964844,49.58893585205078,71588400,aapl,2,0.13029999732971193,0.026006874235506062,0.7813073691388297,50.233227465795096,46.844987179590646,57.52845929675959,83.73346645921438,12.929037586698,47.235433959960936,47.62214037577312,0.0,0.897,0.103,0.14985,0.043500000000000004,0.871,0.08574999999999999,0.428475,0.4516666666666665,0.58
