date,open,high,low,close,volume,ticker,day,vix,turbulence,boll_lb,boll_ub,cci_30,close_30_sma,close_60_sma,dx_30,macd,rsi_30,neg_title,neu_title,pos_title,compound_title,neg_body,neu_body,pos_body,compound_body,msft,fear greed
2018-01-08,88.19999694824219,88.58000183105469,87.5999984741211,88.27999877929688,22113000,msft,0,0.09520000457763672,0.06110951391976574,83.38280970766624,83.62369816586892,66.66666666665999,83.50325393676758,83.50325393676758,100.0,0.0019107965322575,100.0,0.0,0.923,0.077,0.13396666666666665,0.015333333333333332,0.8576666666666667,0.127,0.9965999999999999,0.8233333333333333,0.75
2018-01-09,88.6500015258789,88.7300033569336,87.86000061035156,88.22000122070312,19484300,msft,1,0.10079999923706057,0.06502552457045857,83.41179268310074,83.58525219808416,94.02289669861348,83.49852244059245,83.49852244059245,100.0,0.0006740530907904,59.18367346938776,0.0,0.8887499999999999,0.11125,0.152025,0.01325,0.861,0.1255,0.950075,0.87,0.75
2018-01-10,87.86000061035156,88.19000244140625,87.41000366210938,87.81999969482422,18652200,msft,2,0.0981999969482422,0.04225263117623371,83.00708115640376,83.79595076498296,-110.53605379678451,83.40151596069336,83.40151596069336,21.77030009516081,-0.0135728317021204,15.512435508007869,0.0,0.81025,0.18975,0.2083,0.01425,0.85625,0.1295,0.992375,0.88375,0.75
2018-01-11,88.12999725341797,88.12999725341797,87.23999786376953,88.08000183105469,17808900,msft,3,0.09880000114440918,0.060938191765000635,83.04857565384589,83.73647378463068,-81.65632156149816,83.39252471923828,83.39252471923828,37.2094541456861,-0.0112372112120908,43.53055595028415,0.10333333333333333,0.8966666666666666,0.0,-0.13396666666666665,0.018,0.9169999999999999,0.065,0.4595666666666667,0.8579166666666667,0.77
2018-01-12,88.66999816894531,89.77999877929688,88.44999694824219,89.5999984741211,24271500,msft,4,0.1015999984741211,0.07096268783682015,82.44051847397753,84.81203991632194,190.69540755889,83.62627919514973,83.62627919514973,54.977241224276376,0.0518887882044367,81.21151356904474,0.08633333333333333,0.9136666666666667,0.0,-0.12040000000000001,0.026333333333333334,0.876,0.09766666666666667,0.6569666666666666,0.7929166666666667,0.79
2018-01-16,90.0999984741211,90.79000091552734,88.01000213623047,88.3499984741211,36599700,msft,1,0.1165999984741211,0.17237041905892114,82.5417492536095,84.70674884558134,101.98653957992114,83.62424904959542,83.62424904959542,68.726127377794,0.0378871988523883,51.80365800584883,0.0,0.7999999999999999,0.19999999999999998,0.32313333333333333,0.009666666666666665,0.8686666666666666,0.12166666666666666,0.9813000000000001,0.86625,0.75
2018-01-17,89.08000183105469,90.27999877929688,88.75,90.13999938964844,25621200,msft,2,0.11909999847412109,0.14972839143848657,82.27926493981926,85.38969181677254,127.7233080604774,83.8344783782959,83.8344783782959,68.726127377794,0.1084565805734172,68.6308207554142,0.0,0.879,0.121,0.24695,0.03,0.8745,0.095,0.88725,0.8883333333333333,0.75
2018-01-18,89.80000305175781,90.66999816894533,89.66000366210938,90.0999984741211,24159700,msft,3,0.12220000267028809,0.08726148284207534,82.25310345258666,85.73446402516942,127.26241991318594,83.99378373887804,83.99378373887804,72.43967331766669,0.1537961109718395,68.08130845075202,0.0,0.9315714285714286,0.06842857142857142,0.10414285714285713,0.03257142857142857,0.8632857142857143,0.104,0.6673285714285715,0.8766666666666667,0.72
2018-01-19,90.13999938964844,90.61000061035156,89.66000366210938,90.0,36875000,msft,4,0.11270000457763672,0.14623761976454272,82.30896328590231,85.91456881858988,101.83974747647753,84.1117660522461,84.1117660522461,72.43967331766669,0.1788473972333975,66.7004622900213,0.1455,0.8545,0.0,-0.28595,0.0455,0.9055,0.0485,-0.005950000000000011,0.8408333333333333,0.8
2018-01-22,90.0,91.62000274658205,89.73999786376953,91.61000061035156,23601600,msft,0,0.11029999732971191,0.06522414403451321,82.0325262252224,86.66109532351695,140.38765197767046,84.34681077436967,84.34681077436967,79.6059842223075,0.2756150507150039,75.10995903108852,0.024499999999999997,0.8933333333333332,0.08216666666666667,0.04218333333333333,0.04066666666666666,0.8843333333333333,0.07533333333333334,0.44225000000000003,0.85,0.78
