targets,open,low,high,close,volume
25.819999694824205,86.88999938964844,85.25,91.4800033569336,91.33000183105467,67998600
25.819999694824205,90.48999786376952,89.19999694824219,91.7699966430664,89.61000061035156,41107600
25.819999694824205,89.70999908447266,84.76000213623047,89.87999725341797,85.01000213623047,55628700
25.819999694824205,86.30000305175781,83.83000183105469,88.93000030517578,88.18000030517578,63499100
25.819999694824205,88.73999786376953,87.93000030517578,89.77999877929688,89.12999725341797,35720300
25.819999694824205,88.93000030517578,87.80000305175781,90.0,89.83000183105469,26407700
25.819999694824205,88.51000213623047,88.41000366210938,90.98999786376952,90.80999755859376,34960900
25.819999694824205,91.20999908447266,90.62000274658205,92.72000122070312,92.66000366210938,27823900
25.819999694824205,92.4499969482422,91.8000030517578,93.5,92.0,30596900
25.819999694824205,91.4800033569336,91.01000213623048,93.05999755859376,92.72000122070312,30911700
27.009994506835938,92.9800033569336,91.48999786376952,93.36000061035156,91.48999786376952,26922500
27.009994506835938,93.5999984741211,92.36000061035156,94.06999969482422,94.05999755859376,26329200
27.319999694824205,94.4000015258789,94.25,95.4499969482422,95.41999816894533,30199800
27.319999694824205,95.73999786376952,94.1999969482422,95.83999633789062,94.1999969482422,25869100
27.319999694824205,94.83999633789062,93.62999725341795,95.70999908447266,93.7699966430664,31167300
27.319999694824205,93.98999786376952,91.83999633789062,94.56999969482422,92.8499984741211,37135600
27.319999694824205,91.58000183105467,90.86000061035156,93.1500015258789,93.0500030517578,32830400
27.319999694824205,92.33999633789062,92.26000213623048,94.2699966430664,93.63999938964844,23901600
27.319999694824205,94.33999633789062,92.94000244140624,94.48999786376952,93.31999969482422,22175800
27.900001525878906,93.16000366210938,92.43000030517578,93.94000244140624,93.86000061035156,26716100
27.900001525878906,94.2699966430664,93.7699966430664,95.0999984741211,94.43000030517578,25887800
28.199996948242188,95.29000091552734,95.0,96.54000091552734,96.54000091552734,36937300
28.199996948242188,96.5,96.04000091552734,97.20999908447266,96.7699966430664,26073700
26.389999389648438,97.0,93.97000122070312,97.23999786376952,94.41000366210938,35387800
27.489997863769545,95.12000274658205,93.5,95.41000366210938,93.8499984741211,32132000
27.489997863769545,93.52999877929688,92.83000183105467,94.58000183105467,94.18000030517578,27611000
27.489997863769545,94.68000030517578,93.91999816894533,95.37999725341795,94.5999984741211,49081300
27.489997863769545,93.73999786376952,92.11000061035156,93.9000015258789,92.88999938964844,33344100
27.489997863769545,93.0500030517578,93.0,93.7699966430664,93.12999725341795,23075200
28.43000030517578,92.93000030517578,92.20999908447266,94.0500030517578,92.4800033569336,24457100
28.43000030517578,91.2699966430664,89.66000366210938,91.75,89.79000091552734,38604700
28.43000030517578,89.5,87.08000183105469,90.45999908447266,87.18000030517578,44068900
28.43000030517578,90.61000061035156,90.4000015258789,94.0,93.77999877929688,56396800
28.43000030517578,94.94000244140624,88.51000213623047,95.13999938964844,89.47000122070312,56569000
28.43000030517578,89.81999969482422,88.87000274658203,91.2300033569336,89.38999938964844,52501100
28.43000030517578,90.18000030517578,88.4000015258789,92.29000091552734,91.2699966430664,45867500
