date,open,high,low,close,volume,ticker,day,vix,turbulence,boll_lb,boll_ub,cci_30,close_30_sma,close_60_sma,dx_30,macd,rsi_30,neg_title,neu_title,pos_title,compound_title,neg_body,neu_body,pos_body,compound_body,msft,fear greed
2018-03-14,-0.01938141498369028,-0.018819356662511555,-0.0050016091795003215,-0.005931629766613766,-0.09200345881914107,msft,0.5,0.1722999954223633,0.047180094004766256,0.9169010972098443,0.9792455178874798,0.2418613578161571,0.9352849652745345,0.9267894708019784,0.023762075840777053,0.00998303168574719,0.5453231053664053,0.059666666666666666,0.8293333333333334,0.111,0.0178,0.021666666666666667,0.8746666666666667,0.10366666666666667,0.8823666666666666,0.865,0.29
2018-03-15,-0.016715768727648683,-0.00869931662505874,-0.0071657558175970415,0.003516268901652575,-0.14070085895680318,msft,0.75,0.16590000152587892,0.04580756426521904,0.9182398829212953,0.9746650070118491,0.19402019059450637,0.9318779481578674,0.9241103134054488,0.06730939869758733,0.00917157994240956,0.5508143386483187,0.11019999999999999,0.8018000000000001,0.088,0.04601999999999999,0.044399999999999995,0.8622,0.0934,0.337,0.8504166666666667,0.21
2018-03-16,0.012295536628762038,0.008458399311434661,0.011741854103098914,0.004459526094546362,0.7775995074426858,msft,1.0,0.15800000190734864,0.03986874092619521,0.9153830075411552,0.9710677843553308,0.2950643808014771,0.9280022252669905,0.9206363190994166,0.009815043878662624,0.008750587541944445,0.5578456403634435,0.1505,0.8495,0.0,-0.20075,0.047,0.8472500000000001,0.1055,0.322025,0.795,0.19
2018-03-19,-0.009928204883570046,-0.01551683550175409,-0.019271694994477118,-0.018076100550259988,-0.3206353539942911,msft,0.0,0.19020000457763672,0.05429002472114274,0.9336917064404154,0.9883974893873922,0.07255508488068826,0.9456108325959102,0.9378488786867947,0.12394983069667964,0.007137794410895055,0.5233426931966239,0.06033333333333333,0.8641666666666666,0.0755,0.003933333333333335,0.03416666666666667,0.8411666666666666,0.1245,0.6960333333333333,0.8575,0.14
2018-03-20,-0.007360729973713842,-0.0013845035218308377,0.009662353531115109,0.002583678171455217,-0.3079675264889441,msft,0.25,0.18200000762939453,0.036367759509897145,0.9318180599275279,0.9857364622276598,0.10451074843770611,0.9450598324067275,0.9357337246891276,0.12394983069667959,0.005844109355528971,0.5275848555141063,0.11363636363636363,0.7532727272727272,0.1330909090909091,0.016472727272727274,0.05336363636363636,0.8464545454545455,0.10027272727272728,0.48375454545454544,0.9079166666666668,0.16
2018-03-21,-0.0012896587065694964,0.002986098098704648,-0.008494633500294002,-0.006979425702286379,0.059886804881431166,msft,0.5,0.17860000610351562,0.0746948095150187,0.9405071078895741,0.9915427828049986,0.03794593257109594,0.952242637396676,0.9424741347422328,0.17157451981571775,0.004287980026749058,0.5147495897565872,0.05457142857142857,0.6980000000000001,0.24742857142857141,0.3280857142857143,0.022857142857142857,0.8465714285714286,0.13042857142857142,0.9833,0.9045833333333332,0.16
2018-03-22,-0.01786294691335455,-0.02445510874137935,-0.02765421806400037,-0.029087395585659537,0.5784659669380261,msft,0.75,0.23340000152587892,0.11721416497161795,0.9626444013716886,1.025233077979707,-0.33075412059444653,0.9809821319451614,0.9703342507533993,0.3024235450228939,0.0008407960860213397,0.4661920667386321,0.13040000000000002,0.7394000000000001,0.13,0.03868,0.036,0.8528,0.1116,0.88134,0.86875,0.11
2018-03-23,-0.01939297368431392,-0.014059955482586872,-0.028775392880616257,-0.02906783142598468,0.1415423510608811,msft,1.0,0.24870000839233397,0.10347276210850549,0.9741536560299202,1.0657334012772641,-0.6816117451107393,1.0112842169402603,0.9984848187686903,0.4042029087071238,-0.0042663183167251095,0.4258693429067412,0.104625,0.769875,0.1255,-0.004200000000000002,0.0545,0.8365,0.10925,0.460075,0.8270833333333333,0.07
2018-03-26,0.012402241456441976,0.03913332911071166,0.03812585697075899,0.0757054192592066,0.2797414957033191,msft,0.0,0.21030000686645509,0.11145821201024095,0.9057106610680729,0.9889515450033568,-0.038360328973342364,0.9421445085551509,0.9286249845538004,0.15667399049912484,-0.0023919118698787394,0.5318036275161482,0.064,0.7363333333333334,0.19966666666666666,0.15196666666666667,0.032,0.8603333333333333,0.10766666666666665,0.9058166666666666,0.83875,0.08
2018-03-27,0.04778723983983735,0.012127653081366319,-0.020907072541446636,-0.04595860113772188,0.003053364729913799,msft,0.25,0.225,0.09272704495520721,0.9431595019318356,1.0377466999207763,-0.3604729679993122,0.9877980739396077,0.9729567042677684,0.23376117996161408,-0.004794255797474195,0.4728628043917986,0.029142857142857144,0.8875000000000001,0.08335714285714287,0.05579285714285715,0.050071428571428565,0.847642857142857,0.10242857142857142,0.6332642857142857,0.8645833333333333,0.06
