date,open,high,low,close,volume,ticker,day,vix,turbulence,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,neg_title,neu_title,pos_title,compound_title,neg_body,neu_body,pos_body,compound_body,aapl,fear greed
2019-06-26,-0.003326051643809058,0.008682179233266973,0.010548481172635071,0.021629203333537017,0.237167956792262,aapl,0.5,0.16209999084472657,0.0593704512123963,1420.7086276935097,2345.687032098324,1958.203524248068,0.5666628188464481,0.40493582461184735,0.11035121922433357,2125.308427693798,2193.892917439988,0.0,1.0,0.0,0.0,0.04,0.901,0.059,0.7506,0.4408333333333333,0.48
2019-06-27,0.012742018300207825,0.002885724738558748,0.011249055748894454,-0.0003004684020698756,-0.19824685911575712,aapl,0.75,0.15819999694824222,0.04857724141323273,7692347.219672189,-169231.38666687947,-142325.06398264808,0.5661564190317813,0.4081852707861573,0.12694774595432173,-153228.9750741716,-158014.76700179913,0.1045,0.7645,0.1315,-0.05794999999999999,0.014499999999999999,0.8505,0.135,0.9974000000000001,0.4345833333333334,0.47
2019-06-28,-0.008038347717409522,-0.0102694212879062,-0.012627169313908837,-0.009111859968444436,0.4885668215333234,aapl,1.0,0.15079999923706056,0.06359039093319382,8124.083327695581,-5562.532009147635,-4772.3960659434315,0.5507215874213661,0.31349570199183113,0.037090922215111295,-5059.804644609179,-5212.1019913609725,0.0,1.0,0.0,0.0,0.022,0.93,0.048,0.7506,0.4483333333333333,0.5
2019-07-01,0.022599182900570947,0.025012558862977707,0.018269428007981148,0.0183408241099714,-0.12399632279673167,aapl,0.0,0.140600004196167,0.046010808738199266,2145.8652649083288,2745.288958787285,2426.764860419419,0.5746477938875896,0.41747249854047197,0.17613891276437296,2519.314620396031,2590.8774446017455,0.0,1.0,0.0,0.0,0.02,0.916,0.064,0.9001,0.43,0.55
2019-07-02,-0.008662669305004478,-0.00665069477147151,0.003538533443631753,0.005854569142277777,-0.3785931824019374,aapl,0.25,0.1293000030517578,0.027898153836598428,22571.53609817831,8579.804787868181,7719.111886282123,0.5821310549409229,0.39591269437047755,0.17613891276437282,7919.634505772434,8121.042224197803,0.0438,0.7605999999999999,0.1956,0.23878,0.038,0.8478,0.1146,0.8606,0.4216666666666666,0.62
2019-07-03,0.009284519553083737,0.006449059848885996,0.006605094492566854,0.008286897224814904,-0.3290897066465114,aapl,0.5,0.12569999694824222,0.02392530843818564,12204.966272841819,6057.282066359618,5522.05442906307,0.5926853137305299,0.4128145751842228,0.2103457761526274,5612.583748996885,5739.886866734289,0.03075,0.873,0.09625,0.123475,0.05075,0.8405,0.109,0.956275,0.4254166666666665,0.62
2019-07-05,0.00034438864934638325,0.0031304998141539198,0.001036022756666588,-0.0008805408278246274,0.5195828199260693,aapl,1.0,0.13279999732971193,0.028523706743881938,1129313.7058729015,-56959.96925576346,-52541.62336722053,0.5910308292320258,0.39721926719666306,0.22710494818130209,-53018.96982967222,-54044.28612306679,0.0,0.805,0.19499999999999998,0.2995333333333333,0.035333333333333335,0.864,0.10066666666666667,0.9833666666666666,0.4195833333333333,0.61
2019-07-08,-0.012490821090159643,-0.017944255420876853,-0.022129080184525196,-0.02061391952450975,0.4675856476788973,aapl,0.0,0.13960000038146972,0.04022541212631993,1913.349633154105,-2430.0580977569953,-2259.077096593557,0.5536357533948336,0.25665260944632756,0.05861192903707676,-2272.78296408904,-2308.5803878012625,0.0,1.0,0.0,0.0,0.0,0.914,0.086,0.9604,0.4529166666666666,0.59
2019-07-09,-0.008017532144443118,0.0005461798097576853,0.002015996618625948,0.0060991308662308175,-0.18787936192212673,aapl,0.25,0.1409000015258789,0.028317970744495487,20927.913244406118,8216.173874094606,7666.869861684436,0.5619441708009416,0.2646255534393108,0.06198498378418351,7711.278607223014,7804.6049340013415,0.0715,0.9285,0.0,-0.064,0.039,0.8275,0.1335,0.97505,0.45625,0.56
2019-07-10,0.01330325901542051,0.011016829344550727,0.01383230236794053,0.009888867835686543,-0.13027991058411892,aapl,0.5,0.13029999732971193,0.026006874235506083,7989.668775325847,5079.775389910205,4737.143620277578,0.5752845929675959,0.3349338658368575,0.12929037586698,4776.627086621547,4815.732313047635,0.0,0.897,0.103,0.14985,0.043500000000000004,0.871,0.08574999999999999,0.428475,0.4516666666666665,0.58
2019-07-11,0.00723305132985419,0.0032395998426861805,0.0007442407079303326,-0.0072824664320206844,0.1282163031999597,aapl,0.75,0.1293000030517578,0.14372385612160327,14062.413543582956,-6901.517604361779,-6454.2159381177835,0.56211435724599,0.3193820248217263,0.1487027269818762,-6513.404055562633,-6541.121339759728,0.0,1.0,0.0,0.0,0.026999999999999996,0.8965000000000001,0.077,0.30145,0.4491666666666665,0.62
2019-07-12,-0.00422999665869217,-0.001908113854949156,0.002429181587753737,0.0076828156773607326,-0.12859675709941665,aapl,1.0,0.12390000343322755,0.08480435865232047,12530.742608090495,6548.859969053172,6139.970431585017,0.5727123118773535,0.33122236879824635,0.14870272698187614,6200.458951013355,6202.813820511693,0.0,1.0,0.0,0.0,0.008,0.886,0.106,0.91,0.4466666666666665,0.64
2019-07-15,0.008100762728426858,0.009166642731311514,0.008902092378461068,0.009394937018601945,-0.036816859143402714,aapl,0.0,0.1268000030517578,0.0306559677915305,8650.798801667255,5359.512219490688,5049.308765334193,0.5855004118244657,0.4050601267459601,0.2060138894348664,5096.588261584847,5073.658603465605,0.065,0.935,0.0,-0.064,0.08099999999999999,0.7985,0.121,0.91915,0.48,0.57
2019-07-16,0.0024498995980783977,0.0011658109431023078,-0.002450980392156854,-0.0034598269553233196,-0.004755891759207875,aapl,0.25,0.12859999656677246,0.04376291632983947,63472.01436148507,-14550.462459289847,-13788.846731911677,0.5788386659696733,0.39559365313558226,0.1832458213019626,-13912.802776605642,-13778.86428035783,0.14933333333333335,0.73,0.12066666666666666,-0.10686666666666665,0.044000000000000004,0.875,0.081,0.7191333333333333,0.4754166666666666,0.55
2019-07-18,-0.0028837985651860576,-0.0011158882483042198,0.000982785986448187,0.005672336811950673,0.099236369672967,aapl,0.75,0.1352999973297119,0.12825216618693736,22869.571373957722,8906.460702635073,8433.614536480576,0.584174731115427,0.42721684742637334,0.19940024203193998,8553.226312229017,8403.364474160888,0.0795,0.9205,0.0,-0.08895,0.061,0.832,0.1065,0.88115,0.4379166666666665,0.47
2019-07-19,0.00877447689280797,0.0030114391999378487,-0.006578283544260932,-0.014927547006531428,0.12883617574404282,aapl,1.0,0.14449999809265138,0.07103297238328267,3031.7587711333176,-3385.7419189392335,-3208.4506557575173,0.5555917701394939,0.333113468609387,0.13232938585053852,-3259.6151701173853,-3192.1762071004528,0.0,1.0,0.0,0.0,0.034,0.875,0.091,0.9659,0.4333333333333333,0.44
2019-07-22,-0.010398947759685195,0.003535088268954212,0.006177110082179249,0.022854104146589505,0.064435982092091,aapl,0.0,0.1352999973297119,0.03849814993604203,1360.8353179588091,2219.625903715972,2096.494249641195,0.5871102819177136,0.47974779786434013,0.15969389361678765,2135.1480979126227,2085.5095523020823,0.0,1.0,0.0,0.0,0.026000000000000002,0.872,0.1015,0.74585,0.46125,0.44
2019-07-23,0.02361901773406272,0.008106972780036914,0.01807373245297339,0.007817553058135918,-0.17608033073135254,aapl,0.25,0.12609999656677245,0.19199925189351166,12465.087602334488,6519.80284899497,6130.115292216916,0.5974439278350068,0.6206022539199718,0.22019631355594765,6258.882602570779,6099.61994660349,0.0,1.0,0.0,0.0,0.05,0.848,0.102,0.9871,0.4491666666666665,0.5
2019-07-24,-0.0037897367335607557,0.0011487733003112677,-0.0005788755901104947,-0.0008138773575456781,-0.1832505230125523,aapl,0.5,0.12069999694824221,0.10654117272555931,1192295.661939696,-62704.908392563535,-59194.35598451478,0.5958253566899515,0.5720077116513453,0.22867673798338384,-60257.08468457248,-58613.01472478285,0.0921,0.8417999999999999,0.0661,-0.009629999999999996,0.0511,0.8458,0.1031,0.6187699999999999,0.4454166666666665,0.57
2019-07-25,0.005874710990802834,0.0004303686316351474,-0.0021238714355127364,-0.007907079472970202,-0.07217375063368825,aapl,0.75,0.12739999771118163,0.07406919689254858,12324.910868409808,-6464.820083397595,-6104.577030709783,0.5800447770687013,0.4896244034087869,0.20303567515079352,-6215.471776515267,-6036.71181940968,0.06708333333333334,0.83025,0.10266666666666667,0.027025000000000004,0.0585,0.8390833333333333,0.10241666666666667,0.6119083333333334,0.4475,0.55
2019-07-26,-0.00674998164693974,0.0023417617162651005,0.0019832809489810366,0.0034779083644322917,0.2666719388048542,aapl,1.0,0.12159999847412109,0.05699377300537641,62895.21068555612,14723.517716168964,13909.331472182888,0.5850063915416733,0.5051372722439056,0.22235429943785254,14162.754785270397,13722.25313226178,0.06475,0.6745,0.261,0.2586,0.05325,0.87025,0.0765,0.456075,0.44375,0.6
