date,open,high,low,close,volume,ticker,day,vix,turbulence,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,neg_title,neu_title,pos_title,compound_title,neg_body,neu_body,pos_body,compound_body,aapl,fear greed
2019-07-25,52.22249984741211,52.310001373291016,51.682498931884766,51.755001068115234,55638400,aapl,3,0.12739999771118163,0.07244267530107573,0.7705769162078724,51.11784617787863,48.26937573069071,58.00447770687013,122.40610085219672,20.30356751507935,49.1462292989095,47.73276011149088,0.06708333333333334,0.83025,0.10266666666666667,0.027025000000000004,0.0585,0.8390833333333333,0.10241666666666667,0.6119083333333334,0.4475,0.55
2019-07-26,51.869998931884766,52.432498931884766,51.78499984741211,51.935001373291016,70475600,aapl,4,0.12159999847412109,0.05634167506250229,0.7607708197855203,51.207045418931074,48.375380270766186,58.50063915416734,126.2843180609764,22.235429943785253,49.25676333109538,47.724738947550456,0.06475,0.6745,0.261,0.2586,0.05325,0.87025,0.0765,0.456075,0.44375,0.6
2019-07-29,52.1150016784668,52.65999984741211,52.11000061035156,52.41999816894531,86693600,aapl,0,0.12829999923706056,0.04373060192973675,0.782179600834148,51.29172588806328,48.57764895934883,59.82370836021391,149.55036457496183,25.805905509993853,49.39454421997071,47.730157216389976,0.223,0.777,0.0,-0.3182,0.049,0.871,0.08,0.9694,0.4341666666666666,0.58
2019-07-30,52.18999862670898,52.540000915527344,51.82749938964844,52.19499969482422,135742800,aapl,1,0.139399995803833,0.084630799649654,0.7725208276255628,51.4022713933812,48.64351832524673,58.92216327394549,126.05524372609182,18.57899100865514,49.51565157572429,47.7213825861613,0.07733333333333334,0.7266666666666667,0.19599999999999998,0.1665,0.04,0.8643333333333333,0.09566666666666666,0.9432666666666667,0.4420833333333334,0.53
2019-07-31,54.10499954223633,55.34249877929688,52.82500076293945,53.2599983215332,277125600,aapl,2,0.16120000839233398,0.16227520036558582,0.8390692767539036,51.75476558570406,48.54259235496978,61.7450270568592,237.7558691612876,49.401949893219154,49.63431905110677,47.74317938486736,0.0,0.775,0.225,0.4404,0.068,0.862,0.07,0.228,0.4429166666666665,0.48
2019-08-01,53.47499847412109,54.50749969482422,51.685001373291016,52.10749816894531,216071600,aapl,3,0.178700008392334,0.10339347616663419,0.79191400162469,51.82857662775748,48.56687091252572,57.334280087650335,141.2074690490662,28.28476783714188,49.72020823160808,47.768995920817055,0.0,1.0,0.0,0.0,0.046,0.892,0.062,-0.0387,0.4195833333333333,0.43
2019-08-02,51.38249969482422,51.60749816894531,50.407501220703125,51.005001068115234,163448400,aapl,4,0.17610000610351562,0.07098258823485533,0.6601046807333688,51.828586501907296,48.56173637406927,53.5487906158312,-2.3564785986305274,9.70917491263639,49.75729649861653,47.77671604156494,0.0,0.761,0.239,0.296,0.046,0.858,0.096,0.9869,0.42375,0.36
2019-08-05,49.497501373291016,49.66249847412109,48.14500045776367,48.334999084472656,209572000,aapl,0,0.2459000015258789,0.0814795347922202,0.3414304014413076,52.15155781457293,48.07577029516828,45.94847450035384,-181.718074643016,13.8949406652127,49.71305071512858,47.74983501434326,0.20366666666666666,0.7963333333333334,0.0,-0.31103333333333333,0.052333333333333336,0.848,0.09999999999999999,0.9796333333333335,0.4383333333333333,0.22
2019-08-06,49.07749938964844,49.51750183105469,48.5099983215332,49.25,143299200,aapl,1,0.20170000076293945,0.05706122409148605,0.1591064234293995,52.2544625292562,47.869408701822906,48.53789459550495,-146.6391867129943,13.894940665212708,49.70019976298014,47.74910303751628,0.0,1.0,0.0,0.0,0.003,0.879,0.118,0.9938,0.4541666666666665,0.27
2019-08-07,48.852500915527344,49.88999938964844,48.45500183105469,49.7599983215332,133457600,aapl,2,0.19489999771118163,0.11614044361237914,0.0541548439758301,52.29551358741959,47.72611994224351,49.92121440341447,-126.67491603607203,9.464174034615471,49.72842292785644,47.8032719930013,0.0,0.8705,0.1295,0.21075,0.0775,0.8725,0.05,-0.84165,0.45375,0.25
2019-08-08,50.04999923706055,50.88249969482422,49.84749984741211,50.85749816894531,108038000,aapl,3,0.1690999984741211,0.045750629167282446,0.0567605011799798,52.29367898286948,47.76894728361002,52.74872833765713,-38.48328335927059,1.4547773621621554,49.75794715881348,47.86333764394124,0.259,0.741,0.0,-0.4939,0.136,0.809,0.054,-0.9955,0.4454166666666665,0.25
2019-08-12,49.90499877929688,50.51250076293945,49.78749847412109,50.119998931884766,89927600,aapl,0,0.2109000015258789,0.09285819484081576,-0.0092020055569008,52.28298765673001,47.645079359871566,51.244697060384674,-68.98732970496137,0.7790024109488839,49.8013422648112,47.9527868270874,0.0,1.0,0.0,0.0,0.0415,0.853,0.106,0.85375,0.4658333333333334,0.23
2019-08-16,51.06999969482422,51.790000915527344,50.959999084472656,51.625,110481600,aapl,4,0.18469999313354488,0.03625444309528416,0.1498722237326717,52.44235442348391,47.6559152298364,54.3073585190879,33.75806043358963,19.460308347092653,49.883940887451175,48.284654235839845,0.15,0.8500000000000001,0.0,-0.27446666666666664,0.06833333333333334,0.827,0.10466666666666667,0.3334333333333333,0.4558333333333333,0.2
2019-08-19,52.65499877929688,53.182498931884766,52.50749969482422,52.587501525878906,97654400,aapl,0,0.168799991607666,0.03836720687240758,0.2757274106998011,52.57064880136451,47.62349563833276,56.369333910068256,127.2484927833443,29.926196482603235,49.974459966023765,48.41271254221599,0.0,0.805,0.195,0.1779,0.032,0.847,0.121,0.9872,0.4570833333333333,0.26
2019-08-20,52.720001220703125,53.337501525878906,52.58000183105469,52.59000015258789,107537200,aapl,1,0.175,0.11549683129077053,0.371385073865639,52.65276382000999,47.59797279803201,56.37462310699294,122.52914207715384,30.993200581769724,50.05513827006022,48.54361782073975,0.0,1.0,0.0,0.0,0.088,0.83,0.08149999999999999,0.0041500000000000425,0.4608333333333334,0.23
