,date,open,high,low,close,volume,ticker,day,vix,turbulence,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,neg_title,neu_title,pos_title,compound_title,neg_body,neu_body,pos_body,compound_body,aapl,fear greed
0,2018-06-19,-0.014583805737460431,-0.015273223607464192,-0.02003205160861632,-0.016159912045381364,0.816536740799247,aapl,0.25,0.1335000038146973,0.07244150537362419,1541.540059968098,-2895.6684317477884,-2752.0642412043053,0.5304811799355127,-0.5238045863975834,0.18790472678666997,-2811.430363572988,-2673.316601021653,0.0716,0.8914,0.037,-0.04764,0.0862,0.8404,0.07339999999999999,-0.024499999999999987,0.41875,0.53
1,2018-06-20,0.006535630970380346,0.004669109153856654,0.012428448172392859,0.004362267531211161,-0.38565748916717546,aapl,0.5,0.12789999961853027,0.08127891845561647,16532.671409387458,10729.859595479082,10188.389902565208,0.5386127679327781,-0.35367067511451566,0.13821821327982275,10417.013187694663,9916.45249993376,0.16966666666666666,0.8303333333333334,0.0,-0.2473,0.06133333333333333,0.8996666666666666,0.039,-0.3623,0.41375,0.57
2,2018-06-21,0.004829588768483495,0.0061432113996851,-0.00425345019278256,-0.005576549539864861,0.24641397664418996,aapl,0.75,0.14640000343322754,0.05066700614220008,7144.28685552283,-8401.956310114598,-7948.889262435187,0.5265015197571448,-0.38256035517026465,0.07470081927224533,-8147.034663165797,-7769.927865797269,0.256,0.679,0.065,-0.25445,0.0615,0.8534999999999999,0.08499999999999999,0.006599999999999995,0.3983333333333334,0.52
3,2018-06-22,-0.006034739027035885,-0.011680446698908886,-0.0012977478641490459,-0.0029116993351006037,0.05789148215417761,aapl,1.0,0.13770000457763673,0.0980491152617171,16143.96482423029,-16109.931865028764,-15178.899326287321,0.5202184256234428,-0.48334826792641455,0.08607865195076643,-15591.297875102253,-14907.38242878422,0.231,0.769,0.0,-0.34,0.125,0.852,0.023,-0.9772,0.3941666666666665,0.52
4,2018-06-25,-0.0146142343222746,-0.006607551801602662,-0.02149432206983537,-0.014871461498359162,0.1640674401847031,aapl,0.0,0.17329999923706055,0.11369037645102323,71.23697988962581,-3163.3126468620903,-2952.4013972355497,0.4894472671882809,-0.7558755350842766,0.2492999922979976,-3049.17827579502,-2922.7819953473795,0.0,1.0,0.0,0.0,0.066,0.845,0.09,0.9952,0.4041666666666665,0.42
5,2018-06-26,-0.0022354875516064077,0.008706471048526954,0.010014926140552882,0.012406208941907915,-0.22404312906822133,aapl,0.25,0.15920000076293944,0.03480801834860824,-233.81275514921018,3794.7899665859622,3529.462431741757,0.5138923851665901,-0.47878466676149045,0.15952654362674845,3652.681881987746,3509.509397255936,0.2185,0.649,0.1325,-0.26639999999999997,0.135,0.792,0.07300000000000001,-0.52395,0.41,0.47
6,2018-06-27,0.012241052336919411,0.004020800969861238,0.008162624892992465,-0.0014639371967414272,0.02914624814808775,aapl,0.5,0.17909999847412109,0.036859263463540015,-37931.50922822163,-32183.125030071573,-29831.78275023163,0.510869491215617,-0.39009463768569624,0.11946830115371396,-30942.357831343965,-29786.43404038183,0.0,1.0,0.0,0.0,0.026500000000000003,0.8985000000000001,0.0745,0.90165,0.40875,0.36
7,2018-06-28,-0.006100467797265252,-0.005713328024369746,-0.0012497730210545566,0.007276207243577915,-0.31322942579285196,aapl,0.75,0.16850000381469726,0.1925728607967969,-1703.1600172397589,6476.318979553645,5996.250743752127,0.5252086333042026,-0.37086805306207427,0.12932854608354308,6222.499740884408,6000.894126798374,0.1708,0.7828,0.046400000000000004,-0.13404,0.0324,0.885,0.08199999999999999,0.25232,0.4070833333333333,0.39
8,2018-06-29,0.01189563883765321,0.005262852114306327,-0.004842216402998756,-0.0021021696009112523,0.30938313408426055,aapl,1.0,0.1609000015258789,0.1793664198658192,-23438.10306297372,-22403.774659121675,-20708.68693899594,0.5206140217470436,-0.3624732295666056,0.07452275695293116,-21530.67774650897,-20795.52439730481,0.0805,0.8285,0.091,0.0386,0.0345,0.888,0.0775,0.7803,0.4179166666666665,0.34
9,2018-07-02,-0.01325882253976074,0.0005876414814727227,0.0027882264317158345,0.01118240091641165,-0.22018058114936867,aapl,0.0,0.15600000381469728,0.05949568212249933,-585.4909926281479,4203.570803307355,3891.1081620568402,0.5425876355196487,-0.25873466641695203,0.068302120394739,4048.1562655277185,3916.2983620692244,0.05616666666666666,0.9105,0.03333333333333333,-0.07074166666666667,0.05841666666666667,0.8789166666666667,0.06283333333333334,0.1658333333333333,0.3995833333333333,0.35
