date,open,high,low,close,volume,ticker,day,vix,turbulence,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,neg_title,neu_title,pos_title,compound_title,neg_body,neu_body,pos_body,compound_body,aapl,fear greed
2019-09-05,0.01732329104527497,0.021434053774776585,0.020210240375231114,0.019551490420882,0.24627764082947246,aapl,0.75,0.16270000457763673,0.03749176446472663,1077.9620921169817,2691.4463134616853,2488.219543099711,0.5638997018047726,0.4534450895274514,0.1681146171956798,2578.565652842911,2543.4551631786258,0.0,0.9,0.1,0.1806,0.0315,0.8995,0.0695,0.8389,0.6820833333333333,0.39
2019-09-09,0.013396209140993598,0.011543679986034006,-0.0020802193468116847,0.0041728877092743755,0.1419981015066678,aapl,0.0,0.15270000457763672,0.1487077017111941,31660.282580890456,12695.271177674258,11712.917975418048,0.5686620585847659,0.4473735918823465,0.2221078443614385,12109.374715707138,11956.686975722587,0.0,0.69,0.31,0.5423,0.063,0.807,0.13,0.9959,0.20625,0.45
2019-09-10,-0.004561514356003715,0.0015708572077968164,0.003032166425546823,0.011813173747448946,0.16362497894497863,aapl,0.25,0.15199999809265136,0.18447473825719138,4641.777348449377,4503.510243277742,4152.073233694676,0.5821565572054461,0.4857006463274124,0.22955334677009953,4282.918000164091,4232.114114277646,0.0,1.0,0.0,0.0,0.077,0.851,0.07200000000000001,-0.38395,0.3516666666666666,0.55
2019-09-11,0.019685807078705375,0.0319679304990943,0.028435070722982347,0.03179505615470912,0.3937233108543987,aapl,0.5,0.14609999656677247,0.07098059493669112,841.3893757679895,1696.5669235379455,1530.6014905316044,0.616000885994923,0.7738432746701988,0.36250014820222126,1595.2863981358269,1576.312237027618,0.183,0.817,0.0,-0.35105000000000003,0.0755,0.842,0.08299999999999999,0.007799999999999974,0.31875,0.57
2019-09-12,0.030861629300232618,0.012113858896550367,0.023561314396166377,-0.0022361936825282536,-0.2723641667569813,aapl,0.75,0.1422000026702881,0.07265692752228732,197982.1210118117,-24355.89299263187,-21752.005298011685,0.6122779339541791,0.8352796822762797,0.4053910011831688,-22722.028291549694,-22458.9613940181,0.0,1.0,0.0,0.0,0.036000000000000004,0.8586666666666667,0.10566666666666667,0.9745333333333334,0.2391666666666666,0.65
2019-09-13,-0.021352326452827808,-0.02486531635165734,-0.026204775742154296,-0.019454009595651578,0.23386198400705016,aapl,1.0,0.13739999771118164,0.04545154138345676,2650.725728912872,-2807.8362705213267,-2513.576707537088,0.580760291000355,0.5272861299812931,0.21680331634150624,-2616.5070675413567,-2586.144551227606,0.0,1.0,0.0,0.0,0.0165,0.91,0.0735,0.97405,0.23375,0.68
2019-09-16,-0.010318201238458835,-0.0029892133855223824,0.0024882189452677395,0.005257121424496303,-0.4678987910963124,aapl,0.0,0.14670000076293943,0.03444125246481589,37070.99915112361,10438.624194754217,9315.727692787432,0.5865935661459393,0.49703880907728415,0.21680331634150624,9708.261356868647,9586.501540819712,0.08133333333333333,0.7396666666666666,0.17900000000000002,0.08346666666666668,0.06699999999999999,0.8260000000000001,0.10666666666666667,0.21066666666666664,0.6420833333333333,0.67
2019-09-17,0.010242093556639187,0.003134522446286203,0.007170424600568603,0.0036381041459456753,-0.13419919557994342,aapl,0.25,0.144399995803833,0.021578730268664227,78969.82261499416,15157.652508301517,13457.39702250627,0.5906920923903087,0.5045422134250083,0.23073985228032678,14091.641869222738,13878.095207260916,0.0,0.723,0.277,0.5574,0.052,0.882,0.066,0.9047,0.6291666666666665,0.66
2019-09-18,0.0050008674811392595,0.009193002046758991,0.0014604204607049365,0.009379180770463513,0.383285931861977,aapl,0.5,0.13949999809265137,0.026644703624754337,12390.370790858444,5915.335061543061,5216.606220318473,0.6012728431064176,0.529472444474994,0.2715077023269132,5489.1088737818545,5394.050217988021,0.164,0.7865,0.0495,-0.2073,0.0505,0.88,0.0695,0.78035,0.6145833333333334,0.66
2019-09-19,0.004297462040776301,0.004083412063706993,0.004238027093668162,-0.00812503731619274,-0.1294159431728492,aapl,0.75,0.14050000190734863,0.039738879143842436,16317.730478579004,-6854.346932885173,-6020.950520098445,0.5875343942841833,0.49667588558919407,0.28954959593575696,-6359.165646253325,-6239.779410085746,0.0,0.858,0.14200000000000002,0.18382500000000002,0.03,0.867,0.103,0.936325,0.6058333333333333,0.63
